year,tong_luc,tong_luk,tong_lua_tom,tong_tsl,tong_bhk,tong_lnk,climate_maxTAS_thuysan,climate_maxPR_thuysan,climate_maxTAS_caytrong,climate_minPR_caytrong,dt_tsl_risk,dt_lua_caqrisk
2015,853250.0,705800.0,160700.0,598275.0,153075.0,514975.0,33.0,300.0,33.0,120.0,294975.0,183750.0
2016,810650.0,703875.0,139800.0,630450.0,179475.0,522800.0,33.0,300.0,33.0,120.0,310300.0,173650.0
2017,775600.0,702775.0,122000.0,651550.0,199075.0,534150.0,33.0,300.0,33.0,120.0,319925.0,165675.0
2018,748375.0,696475.0,107200.0,668150.0,213250.0,546800.0,33.0,300.0,33.0,120.0,331775.0,156375.0
2019,723950.0,703000.0,95250.0,680525.0,224550.0,557950.0,33.0,300.0,33.0,120.0,329250.0,145950.0
2020,700700.0,702775.0,85500.0,689750.0,234025.0,569625.0,33.0,300.0,33.0,120.0,335825.0,145150.0
2021,680825.0,700600.0,76275.0,703025.0,241925.0,582225.0,33.0,300.0,33.0,120.0,346775.0,136400.0
2022,662275.0,700125.0,68750.0,711200.0,249600.0,594225.0,33.0,300.0,33.0,120.0,349275.0,132175.0
2023,645150.0,689050.0,62225.0,717575.0,255800.0,605250.0,33.0,300.0,33.0,120.0,356200.0,129625.0
2024,630300.0,696350.0,56400.0,723500.0,261250.0,617525.0,33.0,300.0,33.0,120.0,320825.0,118750.0
2015,851225.0,706000.0,160375.0,599575.0,153325.0,514975.0,33.0,300.0,33.0,120.0,297425.0,183850.0
2016,807325.0,702725.0,139050.0,628825.0,180075.0,521300.0,33.0,300.0,33.0,120.0,306225.0,174100.0
2017,777200.0,703825.0,121100.0,650900.0,199375.0,531050.0,33.0,300.0,33.0,120.0,320775.0,161675.0
2018,747275.0,695600.0,106275.0,668450.0,213750.0,542925.0,33.0,300.0,33.0,120.0,326450.0,153775.0
2019,714000.0,691550.0,94300.0,681925.0,224950.0,554775.0,33.0,300.0,33.0,120.0,337700.0,149600.0
2020,700500.0,702125.0,84325.0,691625.0,234900.0,567675.0,33.0,300.0,33.0,120.0,338625.0,143600.0
2021,681025.0,701200.0,74950.0,701875.0,243225.0,578850.0,33.0,300.0,33.0,120.0,346975.0,136500.0
2022,663475.0,699825.0,67525.0,710775.0,250925.0,591225.0,33.0,300.0,33.0,120.0,350975.0,131725.0
2023,645850.0,682050.0,60950.0,710375.0,257825.0,601875.0,33.0,300.0,33.0,120.0,352025.0,129100.0
2024,630625.0,697550.0,55250.0,724300.0,263450.0,614300.0,33.0,300.0,33.0,120.0,317000.0,118950.0
2025,616575.0,694225.0,50500.0,727225.0,269150.0,622950.0,33.0,300.0,33.0,120.0,355300.0,123575.0
2026,602625.0,691850.0,46325.0,730325.0,274300.0,633200.0,33.0,300.0,33.0,120.0,360850.0,117475.0
2027,590800.0,691175.0,42600.0,736575.0,278850.0,643825.0,33.0,300.0,33.0,120.0,363450.0,114575.0
2028,579625.0,685925.0,39025.0,742375.0,281825.0,653925.0,33.0,300.0,33.0,120.0,76225.0,59700.0
2029,567225.0,685525.0,35475.0,744550.0,285275.0,664950.0,33.0,300.0,33.0,120.0,366525.0,108700.0
2030,556250.0,683300.0,32725.0,747675.0,288275.0,674800.0,33.0,300.0,33.0,120.0,368750.0,106350.0
2031,545950.0,668525.0,29675.0,750100.0,291000.0,672325.0,33.0,300.0,33.0,120.0,370950.0,104025.0
2032,526100.0,675800.0,27325.0,752250.0,293550.0,692000.0,33.0,300.0,33.0,120.0,369825.0,101750.0
2033,527775.0,676825.0,25150.0,751975.0,296425.0,702475.0,33.0,300.0,33.0,120.0,378975.0,98225.0
2034,518375.0,673225.0,23175.0,756700.0,299025.0,710475.0,33.0,300.0,33.0,120.0,373875.0,96525.0
2035,510675.0,670300.0,21300.0,760500.0,301150.0,719750.0,33.0,300.0,33.0,120.0,375450.0,94400.0
2036,503225.0,666900.0,19675.0,762750.0,303600.0,727925.0,33.0,300.0,33.0,120.0,375900.0,93125.0
2037,495400.0,665275.0,18175.0,764275.0,304925.0,736575.0,33.0,300.0,33.0,120.0,379250.0,91075.0
2038,487875.0,656700.0,17250.0,763350.0,307400.0,743900.0,33.0,300.0,33.0,120.0,380150.0,86350.0
2039,481175.0,658350.0,16550.0,765450.0,307350.0,744925.0,33.0,300.0,33.0,120.0,375400.0,83150.0
2040,474500.0,655775.0,15750.0,766475.0,311175.0,758800.0,33.0,300.0,33.0,120.0,374975.0,83675.0
2041,468200.0,653425.0,15100.0,767700.0,313375.0,759400.0,33.0,300.0,33.0,120.0,375075.0,81450.0
2042,461925.0,652025.0,14475.0,766225.0,309025.0,771425.0,33.0,300.0,33.0,120.0,375250.0,79625.0
2043,455050.0,649575.0,13950.0,769325.0,316900.0,779325.0,33.0,300.0,33.0,120.0,379425.0,78075.0
2044,440675.0,646950.0,13425.0,761850.0,318550.0,786175.0,33.0,300.0,33.0,120.0,379275.0,77175.0
2045,443100.0,643600.0,13000.0,767025.0,320250.0,791275.0,33.0,300.0,33.0,120.0,382400.0,75875.0
2046,439050.0,640850.0,12725.0,763075.0,321800.0,796950.0,33.0,300.0,33.0,120.0,376000.0,73625.0
2047,434675.0,638850.0,12550.0,768875.0,323350.0,802750.0,33.0,300.0,33.0,120.0,365750.0,71325.0
2048,429725.0,636625.0,12500.0,770050.0,324775.0,808625.0,33.0,300.0,33.0,120.0,379500.0,71600.0
2049,420100.0,635400.0,12500.0,760575.0,325850.0,800675.0,33.0,300.0,33.0,120.0,376875.0,69900.0
2050,421500.0,622550.0,12500.0,770325.0,326400.0,819600.0,33.0,300.0,33.0,120.0,0.0,0.0
2051,417950.0,629750.0,12500.0,768600.0,327525.0,825250.0,33.0,300.0,33.0,120.0,0.0,0.0
