year,tong_luc,tong_luk,tong_lua_tom,tong_tsl,tong_bhk,tong_lnk,climate_maxTAS_thuysan,climate_maxPR_thuysan,climate_maxTAS_caytrong,climate_minPR_caytrong,dt_tsl_risk,dt_lua_caqrisk
2015,714150.0,799025.0,335000.0,425125.0,153000.0,513500.0,33.0,300.0,33.0,120.0,119150.0,73925.0
2016,602375.0,900775.0,331750.0,434800.0,180100.0,529275.0,33.0,300.0,33.0,120.0,120950.0,40175.0
2017,499600.0,965525.0,324075.0,443975.0,197375.0,545100.0,33.0,300.0,33.0,120.0,127000.0,15425.0
2018,448875.0,992250.0,319725.0,453375.0,206975.0,553925.0,33.0,300.0,33.0,120.0,127275.0,7125.0
2019,419125.0,985200.0,318600.0,454175.0,213550.0,575050.0,33.0,300.0,33.0,120.0,128975.0,3550.0
2020,397025.0,998225.0,309650.0,463700.0,218350.0,589375.0,33.0,300.0,33.0,120.0,128025.0,2400.0
2021,384500.0,996225.0,307650.0,466900.0,222300.0,603725.0,33.0,300.0,33.0,120.0,129600.0,1700.0
2022,371175.0,976525.0,305225.0,468675.0,226275.0,616450.0,33.0,300.0,33.0,120.0,131525.0,925.0
2023,360425.0,979475.0,302875.0,472400.0,229950.0,619575.0,33.0,300.0,33.0,120.0,130900.0,650.0
2024,350250.0,979075.0,284725.0,492025.0,233675.0,642575.0,33.0,300.0,33.0,120.0,118600.0,275.0
2025,340475.0,972950.0,291725.0,473075.0,236250.0,656100.0,33.0,300.0,33.0,120.0,130375.0,275.0
2026,331575.0,961325.0,299100.0,477400.0,239550.0,659800.0,33.0,300.0,33.0,120.0,135825.0,100.0
2027,325050.0,957375.0,296250.0,481600.0,242025.0,680025.0,33.0,300.0,33.0,120.0,131150.0,75.0
2028,319100.0,928375.0,133975.0,642575.0,243875.0,692550.0,33.0,300.0,33.0,120.0,25875.0,25.0
2029,313775.0,935575.0,294325.0,484425.0,245075.0,692525.0,33.0,300.0,33.0,120.0,135600.0,25.0
2030,309125.0,933950.0,295425.0,482125.0,243000.0,713950.0,33.0,300.0,33.0,120.0,135875.0,50.0
2031,304500.0,927875.0,295275.0,477600.0,247550.0,718775.0,33.0,300.0,33.0,120.0,135550.0,0.0
2032,300400.0,921300.0,294050.0,483950.0,248825.0,733475.0,33.0,300.0,33.0,120.0,135725.0,75.0
2033,296225.0,913700.0,294325.0,470850.0,250050.0,742775.0,33.0,300.0,33.0,120.0,136150.0,50.0
2034,290575.0,906475.0,289800.0,481525.0,250725.0,751150.0,33.0,300.0,33.0,120.0,134900.0,25.0
2035,288725.0,898625.0,290400.0,486825.0,251500.0,759925.0,33.0,300.0,33.0,120.0,139650.0,0.0
2036,286125.0,893775.0,290925.0,487175.0,252925.0,762650.0,33.0,300.0,33.0,120.0,134225.0,0.0
2037,283500.0,889200.0,293325.0,486525.0,253800.0,777300.0,33.0,300.0,33.0,120.0,135200.0,0.0
2038,280100.0,882025.0,294975.0,484525.0,254450.0,784900.0,33.0,300.0,33.0,120.0,137525.0,0.0
2039,277325.0,876275.0,292275.0,486750.0,254875.0,793625.0,33.0,300.0,33.0,120.0,134950.0,0.0
2040,274600.0,858000.0,292025.0,486675.0,256050.0,795275.0,33.0,300.0,33.0,120.0,136750.0,0.0
2041,272375.0,860400.0,290500.0,488525.0,256325.0,804125.0,33.0,300.0,33.0,120.0,136375.0,0.0
2042,269950.0,860600.0,291875.0,486600.0,257125.0,815800.0,33.0,300.0,33.0,120.0,136975.0,0.0
2043,265275.0,852500.0,292275.0,486075.0,257175.0,815050.0,33.0,300.0,33.0,120.0,135775.0,0.0
2044,265125.0,818750.0,289175.0,491125.0,257900.0,830950.0,33.0,300.0,33.0,120.0,139425.0,0.0
2045,262225.0,832325.0,287375.0,492100.0,258325.0,836850.0,33.0,300.0,33.0,120.0,137075.0,0.0
2046,260875.0,838450.0,291725.0,488600.0,259100.0,843025.0,33.0,300.0,33.0,120.0,136325.0,0.0
2047,258800.0,832050.0,283325.0,496675.0,259050.0,851900.0,33.0,300.0,33.0,120.0,130800.0,0.0
2048,254150.0,813575.0,291250.0,487100.0,260200.0,857750.0,33.0,300.0,33.0,120.0,134250.0,0.0
2049,254550.0,823200.0,290550.0,489700.0,261025.0,863800.0,33.0,300.0,33.0,120.0,135775.0,0.0
2050,252275.0,815800.0,85150.0,690825.0,261200.0,869550.0,33.0,300.0,33.0,120.0,0.0,0.0
