year,tong_luc,tong_luk,tong_lua_tom,tong_tsl,tong_bhk,tong_lnk,climate_maxTAS_thuysan,climate_maxPR_thuysan,climate_maxTAS_caytrong,climate_minPR_caytrong,dt_tsl_risk,dt_lua_caqrisk
2015,745950.0,812675.0,159900.0,599850.0,153150.0,511625.0,33.0,300.0,33.0,120.0,119150.0,73700.0
2016,607800.0,896225.0,138625.0,630875.0,178925.0,526875.0,33.0,300.0,33.0,120.0,125050.0,40200.0
2017,505100.0,963150.0,121475.0,651825.0,196900.0,544225.0,33.0,300.0,33.0,120.0,126550.0,17300.0
2018,451100.0,988875.0,106350.0,665725.0,206950.0,559600.0,33.0,300.0,33.0,120.0,130975.0,7025.0
2019,421350.0,994775.0,94075.0,676350.0,212850.0,572325.0,33.0,300.0,33.0,120.0,132975.0,4275.0
2020,400825.0,996325.0,84250.0,690875.0,218825.0,587050.0,33.0,300.0,33.0,120.0,137325.0,2100.0
2021,384700.0,986550.0,75275.0,700600.0,221550.0,599775.0,33.0,300.0,33.0,120.0,138650.0,1225.0
2022,372000.0,987075.0,67650.0,709375.0,227800.0,615225.0,33.0,300.0,33.0,120.0,140375.0,925.0
2023,360950.0,980200.0,61050.0,719000.0,231475.0,627450.0,33.0,300.0,33.0,120.0,141450.0,725.0
2024,350600.0,974525.0,55275.0,721175.0,234675.0,642550.0,33.0,300.0,33.0,120.0,129475.0,350.0
2025,341350.0,957875.0,50450.0,729825.0,237775.0,649625.0,33.0,300.0,33.0,120.0,144800.0,275.0
2026,333700.0,957950.0,46250.0,732225.0,240750.0,666025.0,33.0,300.0,33.0,120.0,144825.0,125.0
2027,326550.0,951450.0,42650.0,737375.0,242975.0,679125.0,33.0,300.0,33.0,120.0,144450.0,0.0
2028,320775.0,943625.0,39100.0,739000.0,244450.0,689550.0,33.0,300.0,33.0,120.0,30425.0,0.0
2029,314500.0,937150.0,35625.0,744875.0,245900.0,691550.0,33.0,300.0,33.0,120.0,145325.0,25.0
2030,309850.0,929475.0,32700.0,746675.0,246500.0,711075.0,33.0,300.0,33.0,120.0,148650.0,25.0
2031,305475.0,914675.0,29650.0,752125.0,248275.0,722525.0,33.0,300.0,33.0,120.0,148050.0,25.0
2032,300550.0,915050.0,27325.0,751500.0,249225.0,732875.0,33.0,300.0,33.0,120.0,145325.0,0.0
2033,296450.0,876925.0,25175.0,754475.0,249500.0,742000.0,33.0,300.0,33.0,120.0,145000.0,0.0
2034,292825.0,889425.0,23150.0,759125.0,251075.0,750575.0,33.0,300.0,33.0,120.0,150850.0,0.0
2035,288875.0,887425.0,21325.0,760850.0,251650.0,761425.0,33.0,300.0,33.0,120.0,152825.0,0.0
2036,285725.0,888225.0,19675.0,760275.0,252700.0,771200.0,33.0,300.0,33.0,120.0,150550.0,0.0
2037,282650.0,879400.0,18175.0,761150.0,253525.0,779150.0,33.0,300.0,33.0,120.0,150675.0,0.0
2038,279575.0,870275.0,17250.0,764625.0,254325.0,780400.0,33.0,300.0,33.0,120.0,148400.0,0.0
2039,273575.0,868525.0,16550.0,763125.0,255100.0,795100.0,33.0,300.0,33.0,120.0,152425.0,0.0
2040,273600.0,861975.0,15775.0,767575.0,256100.0,804375.0,33.0,300.0,33.0,120.0,152075.0,0.0
2041,271250.0,856275.0,15100.0,768600.0,256725.0,813275.0,33.0,300.0,33.0,120.0,152250.0,0.0
2042,268500.0,850975.0,14500.0,769450.0,257175.0,820975.0,33.0,300.0,33.0,120.0,150325.0,0.0
2043,260800.0,844550.0,13950.0,766600.0,257225.0,826300.0,33.0,300.0,33.0,120.0,148125.0,0.0
2044,263725.0,840725.0,13425.0,769700.0,257975.0,832500.0,33.0,300.0,33.0,120.0,149550.0,0.0
2045,261500.0,835775.0,13000.0,770275.0,258600.0,841775.0,33.0,300.0,33.0,120.0,152050.0,0.0
2046,259025.0,831325.0,12725.0,770725.0,259325.0,847575.0,33.0,300.0,33.0,120.0,149625.0,0.0
2047,256775.0,825375.0,12550.0,767350.0,259925.0,854675.0,33.0,300.0,33.0,120.0,147650.0,0.0
2048,254275.0,821175.0,12500.0,768900.0,259900.0,860575.0,33.0,300.0,33.0,120.0,151475.0,0.0
2049,252675.0,814750.0,12500.0,770300.0,260850.0,867250.0,33.0,300.0,33.0,120.0,155450.0,0.0
2050,250450.0,810225.0,12500.0,768450.0,261400.0,873475.0,33.0,300.0,33.0,120.0,0.0,0.0
