'2030',tong_luc,tong_luk,tong_lua_tom,tong_tsl,tong_bhk,proportion_ago_supported,proportion_aqua_supported,dt_tsl_risk,dt_lua_caqrisk,budget_supported
2030,622725.0,796475.0,200750.0,574975.0,231525.0,0.3,0.3,0.0,30150.0,0.0
