'2030',tong_luc,tong_luk,tong_lua_tom,tong_tsl,tong_bhk,tong_lnk,proportion_agrofarmers_adapted,proportion_aquafarmers_adapted,dt_tsl_risk,dt_lua_caqrisk,budget_supported
2030,495700.0,904950.0,114400.0,693800.0,184975.0,549800.0,0.3,0.3,107275.0,800.0,0.0
2030,491875.0,915225.0,117275.0,689325.0,215850.0,548475.0,0.6,0.3,106500.0,25.0,0.0
2030,491150.0,925500.0,116175.0,688825.0,202725.0,550650.0,0.8999999999999999,0.3,100950.0,0.0,0.0
2030,495750.0,904825.0,209300.0,596050.0,218725.0,553050.0,0.3,0.6,45700.0,700.0,0.0
2030,493200.0,915825.0,204750.0,597875.0,214300.0,550525.0,0.6,0.6,45825.0,0.0,0.0
2030,491550.0,927175.0,208975.0,594200.0,204700.0,453900.0,0.8999999999999999,0.6,46625.0,0.0,0.0
2030,497575.0,699150.0,258975.0,541950.0,220375.0,550775.0,0.3,0.8999999999999999,10200.0,800.0,0.0
2030,493775.0,922300.0,255650.0,543175.0,212250.0,551650.0,0.6,0.8999999999999999,9875.0,50.0,0.0
2030,492800.0,931200.0,255525.0,538050.0,205125.0,549075.0,0.8999999999999999,0.8999999999999999,9525.0,0.0,0.0
