year,tong_luc,tong_luk,tong_lua_tom,tong_tsl,tong_bhk,tong_lnk,climate_maxTAS_thuysan,climate_maxPR_thuysan,climate_maxTAS_caytrong,climate_minPR_caytrong,dt_tsl_risk,dt_lua_caqrisk
2015,844225.0,732575.0,196700.0,557750.0,145600.0,503050.0,30.0,400.0,28.0,180.0,28950.0,37050.0
2016,784225.0,758950.0,191875.0,573400.0,171225.0,501550.0,30.0,400.0,28.0,180.0,28300.0,28400.0
2017,716900.0,791125.0,188275.0,581125.0,189700.0,500900.0,30.0,400.0,28.0,180.0,28500.0,17250.0
2018,677625.0,820075.0,186000.0,585325.0,201825.0,508050.0,30.0,400.0,28.0,180.0,29100.0,7400.0
2019,649675.0,838800.0,184150.0,588175.0,207625.0,512525.0,30.0,400.0,28.0,180.0,31025.0,2075.0
2020,627975.0,846675.0,188175.0,585750.0,213050.0,518125.0,30.0,400.0,28.0,180.0,45525.0,9225.0
2021,608450.0,859500.0,187325.0,582800.0,216575.0,522200.0,30.0,400.0,28.0,180.0,44650.0,7050.0
2022,588600.0,870225.0,185575.0,588075.0,220075.0,528050.0,30.0,400.0,28.0,180.0,45925.0,4475.0
2023,570275.0,846550.0,184600.0,585450.0,222475.0,532100.0,30.0,400.0,28.0,180.0,45375.0,1775.0
2024,555000.0,890450.0,182550.0,592600.0,224925.0,537050.0,30.0,400.0,28.0,180.0,45150.0,350.0
2025,543575.0,894950.0,170150.0,604175.0,227025.0,540875.0,30.0,400.0,28.0,180.0,21400.0,50.0
2026,527700.0,899675.0,168300.0,605000.0,225975.0,544750.0,30.0,400.0,28.0,180.0,21850.0,25.0
2027,524300.0,905300.0,166875.0,607075.0,229675.0,547825.0,30.0,400.0,28.0,180.0,20425.0,25.0
2028,516225.0,906700.0,165575.0,609850.0,230200.0,551975.0,30.0,400.0,28.0,180.0,21850.0,0.0
2029,508175.0,910700.0,163875.0,612000.0,230850.0,555100.0,30.0,400.0,28.0,180.0,21175.0,50.0
2015,828475.0,751125.0,195650.0,559975.0,145150.0,503150.0,30.0,400.0,28.0,180.0,27725.0,19850.0
2016,751375.0,790900.0,192025.0,573075.0,171600.0,500975.0,30.0,400.0,28.0,180.0,28900.0,10925.0
2017,692000.0,825725.0,189650.0,580425.0,190150.0,504550.0,30.0,400.0,28.0,180.0,29275.0,2375.0
2018,661100.0,838075.0,187075.0,584675.0,201675.0,508475.0,30.0,400.0,28.0,180.0,27975.0,250.0
2019,642950.0,842875.0,184825.0,587100.0,208400.0,512550.0,30.0,400.0,28.0,180.0,29425.0,25.0
2020,620575.0,848975.0,187575.0,585900.0,213025.0,517575.0,30.0,400.0,28.0,180.0,46100.0,5075.0
2021,597950.0,869275.0,187400.0,586675.0,216950.0,520450.0,30.0,400.0,28.0,180.0,45225.0,2400.0
2022,579200.0,881475.0,185625.0,587550.0,220400.0,524275.0,30.0,400.0,28.0,180.0,44600.0,325.0
2023,565350.0,887250.0,184825.0,587850.0,223200.0,530325.0,30.0,400.0,28.0,180.0,46575.0,50.0
