year,tong_luc,tong_luk,tong_lua_tom,tong_tsl,tong_bhk,tong_lnk,climate_maxTAS_thuysan,climate_maxPR_thuysan,climate_maxTAS_caytrong,climate_minPR_caytrong,dt_tsl_risk,dt_lua_caqrisk
2015,848150.0,707250.0,160900.0,598500.0,152475.0,515350.0,30.0,400.0,28.0,180.0,44375.0,53350.0
2016,809775.0,703300.0,139275.0,628900.0,179425.0,522725.0,30.0,400.0,28.0,180.0,51550.0,53800.0
2017,767375.0,703625.0,121750.0,650875.0,199075.0,531925.0,30.0,400.0,28.0,180.0,57425.0,51325.0
2018,747750.0,704175.0,106825.0,665700.0,213775.0,539100.0,30.0,400.0,28.0,180.0,60850.0,50750.0
2019,716250.0,702500.0,95050.0,680550.0,225300.0,554650.0,30.0,400.0,28.0,180.0,65625.0,51650.0
2020,702775.0,701925.0,85050.0,687150.0,233550.0,565800.0,30.0,400.0,28.0,180.0,91375.0,63475.0
2021,684275.0,700625.0,76250.0,699275.0,242725.0,579425.0,30.0,400.0,28.0,180.0,95975.0,63150.0
2022,665050.0,698775.0,68525.0,707875.0,249650.0,589675.0,30.0,400.0,28.0,180.0,96350.0,61675.0
2023,649450.0,696400.0,62025.0,714275.0,255900.0,601600.0,30.0,400.0,28.0,180.0,98750.0,62200.0
2024,635225.0,695800.0,56325.0,722525.0,261375.0,612275.0,30.0,400.0,28.0,180.0,102525.0,61675.0
2025,619025.0,690675.0,51575.0,721700.0,266050.0,624400.0,30.0,400.0,28.0,180.0,38125.0,48725.0
2026,606050.0,681675.0,47450.0,730750.0,270575.0,635425.0,30.0,400.0,28.0,180.0,39200.0,47925.0
2027,592725.0,687525.0,43825.0,734075.0,274750.0,646525.0,30.0,400.0,28.0,180.0,38175.0,47775.0
2028,582000.0,685850.0,40225.0,737850.0,278600.0,650325.0,30.0,400.0,28.0,180.0,38550.0,48100.0
2029,570575.0,683550.0,36700.0,736725.0,281700.0,660325.0,30.0,400.0,28.0,180.0,38100.0,46725.0
2030,559525.0,681575.0,33925.0,747750.0,284800.0,674650.0,30.0,400.0,28.0,180.0,108025.0,86525.0
