'year','subsi_scenario','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_debt','total_debt_5','total_debt_34','total_wu'
2015,'B2',0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.269833633300003,0.0,0.0,0.0,0.0,11.486239058870002,0.0,8.783594574430001,20.269833633300003,20.269833633300003,0.0,13241560.849998698
2016,'B2',0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.052015336,40.313581877299995,0.0,0.6465725240000001,0.0,0.0,30.236842254869998,0.0,19.775327482429997,50.01216973729999,29.742336103999993,0.0,13090142.649998743
2017,'B2',0.1,38.63962319405502,209.85312596771186,0.0,26.648015995900025,0.0,1.332400799795,249.82514996156132,127.63568651775545,166.2406128484049,478.3318871264008,97.91183090903522,0.0,0.0,100.56473130648499,151.89369117663045,1143.959910837505,1396.4183333206201,1311.0823869982837,35.323776585045,13020945.349998761
2018,'B2',0.1,38.63962319405502,455.9425204661194,0.0,51.25695544573999,0.0,1.332400799795,506.04763717461077,257.1945147977953,187.23059061444488,1017.5571780125815,97.91183090903522,0.0,0.0,115.76437037844498,340.8034910709913,2156.5453899647136,2613.1132514143083,1216.6949180935408,0.0,12984134.249998767
2019,'B2',0.1,236.10284076842882,7774.063899980973,158.7604269297969,104.17709775567222,12917.705918745529,2.1222536700925003,822.1782835448568,1282.350006062805,364.2793352268227,4282.397181486885,218.75932006455184,0.0,0.0,608.2217050762656,21374.99885037028,6119.1824291993025,28162.896564233968,2087.5811361962024,23462.202176624705,12963027.349998763
2020,'B2',0.1,757.8584212980809,15809.90557099071,2876.831353907812,236.20483885612762,27322.75900950634,124.2001724788951,1180.048309469588,3118.285562171308,1406.2980465496391,7491.941737476393,335.4839036643176,0.0,0.0,1861.702429439711,47582.201554933345,10854.707816398615,60659.81692634354,2270.5598026644398,30226.36055946811,12612196.199998792
2021,'B2',0.1,1107.799587827895,24579.267433011424,2968.8754324491288,290.04194139917246,42859.30631767891,124.2001724788951,1488.2148511587393,7057.517348594319,2241.3720600792226,9984.382027031868,449.2364912955897,0.0,0.0,2702.935666989768,74159.41604806011,15814.11021688801,93150.2136629583,2368.8325118940093,30121.56422474851,12559193.599998793
2022,'B2',0.1,1344.9872020557038,24731.547418799706,3076.8557860080923,299.2710314469477,42859.30631767891,124.2001724788951,1778.0082786588637,7661.099837718782,2371.2015918357856,10468.909254540038,568.2917529118868,0.0,0.0,3347.9488486901996,74159.41604806011,17302.562016316024,95283.6786440784,2117.1532569595315,16.311724168934997,12528352.949998792
2023,'B2',0.1,1392.985164676388,25004.53583120522,3190.850947232217,304.27081921993505,42859.30631767891,124.2001724788951,1982.9995773513688,7661.099837718782,2519.8695309628843,11000.886673585712,676.2871688084138,0.0,0.0,3418.8372562306404,74159.41604806011,18665.287005560192,96717.2920408602,1415.9398973100724,17.673499474815,12509052.34999879
2024,'B2',0.1,1659.7207194222822,25278.83069317075,3190.850947232217,367.9849800701756,42859.30631767891,130.5623192929751,2344.766422856934,8188.091541022633,2790.7393044153505,11564.595011955815,678.4469708711338,0.0,0.0,4096.218854970752,74159.41604806011,20318.14644707628,99053.89522793835,2202.9981039742934,133.60508309568004,12495314.74999879
2025,'B2',0.1,1715.3439731095564,25279.965861613346,3190.850947232217,378.201496053553,42859.30631767891,130.5623192929751,2512.7713523613875,8188.091541022633,2951.3169207643136,12161.693612761945,813.5320155402418,0.0,0.0,4185.527380436014,74159.41604806011,21356.579051052817,100181.63635738708,1094.3023786640033,33.438750778025,12484500.54999879
2026,'B2',0.1,1715.3439731095564,25386.619779661218,3270.8413857679957,378.201496053553,42859.30631767891,131.7216010108851,2688.9821734836823,8205.480766791281,3085.7936000418545,12501.363156109526,943.371567946156,0.0,0.0,4198.279479333023,74159.41604806011,22329.21641237923,101167.0258176058,985.3894602234809,0.0,12473310.949998789
2027,'B2',0.1,2199.046983221082,25703.37113628963,3378.115768182258,454.7787471064928,42859.30631767891,309.446761611405,3091.592872201372,9026.945823540596,4505.725513233062,13087.295152802188,1087.1179938378018,0.0,0.0,5578.214203930059,74972.85043696249,24664.72896783011,105702.74306964118,3038.7245531462054,1496.992698904375,12461001.09999879
