30.0;300.0;30.0;100.0;0.0;331475.0

30.0;300.0;30.0;150.0;0.0;331475.0

30.0;300.0;30.0;200.0;0.0;329700.0

30.0;300.0;30.0;250.0;0.0;326975.0

30.0;300.0;30.0;300.0;0.0;328275.0

30.0;300.0;30.5;100.0;0.0;331725.0

30.0;300.0;30.5;150.0;0.0;329625.0

30.0;300.0;30.5;200.0;0.0;327525.0

30.0;300.0;30.5;250.0;0.0;328400.0

30.0;300.0;30.5;300.0;0.0;327650.0

30.0;300.0;31.0;100.0;0.0;329650.0

30.0;300.0;31.0;150.0;0.0;328000.0

30.0;300.0;31.0;200.0;0.0;328300.0

30.0;300.0;31.0;250.0;0.0;328950.0

30.0;300.0;31.0;300.0;0.0;334850.0

30.0;300.0;31.5;100.0;0.0;328225.0

30.0;300.0;31.5;150.0;0.0;330025.0

30.0;300.0;31.5;200.0;0.0;329725.0

30.0;300.0;31.5;250.0;0.0;242450.0

30.0;300.0;31.5;300.0;0.0;327800.0

30.0;300.0;32.0;100.0;0.0;329925.0

30.0;300.0;32.0;150.0;0.0;330800.0

30.0;300.0;32.0;200.0;0.0;327250.0

30.0;300.0;32.0;250.0;0.0;329000.0

30.0;300.0;32.0;300.0;0.0;327700.0

30.0;300.0;32.5;100.0;0.0;332125.0

30.0;300.0;32.5;150.0;0.0;331375.0

30.0;300.0;32.5;200.0;0.0;328125.0

30.0;300.0;32.5;250.0;0.0;329450.0

30.0;300.0;32.5;300.0;0.0;325675.0

30.0;300.0;33.0;100.0;0.0;331125.0

30.0;300.0;33.0;150.0;0.0;332500.0

30.0;300.0;33.0;200.0;0.0;332300.0

30.0;300.0;33.0;250.0;0.0;330325.0

30.0;300.0;33.0;300.0;0.0;328875.0

30.0;300.0;33.5;100.0;0.0;331325.0

30.0;300.0;33.5;150.0;0.0;327000.0

30.0;300.0;33.5;200.0;0.0;331550.0

30.0;300.0;33.5;250.0;0.0;328225.0

30.0;300.0;33.5;300.0;0.0;330950.0

30.0;300.0;34.0;100.0;0.0;329475.0

30.0;300.0;34.0;150.0;0.0;329100.0

30.0;300.0;34.0;200.0;0.0;306650.0

30.0;300.0;34.0;250.0;0.0;327375.0

30.0;300.0;34.0;300.0;0.0;332500.0

30.0;300.0;34.5;100.0;0.0;328500.0

30.0;300.0;34.5;150.0;0.0;326250.0

30.0;300.0;34.5;200.0;0.0;326400.0

30.0;300.0;34.5;250.0;0.0;331650.0

30.0;300.0;34.5;300.0;0.0;317925.0

30.0;300.0;35.0;100.0;0.0;330450.0

30.0;300.0;35.0;150.0;0.0;326500.0

30.0;300.0;35.0;200.0;0.0;332600.0

30.0;300.0;35.0;250.0;0.0;327625.0

30.0;300.0;35.0;300.0;0.0;328525.0

30.0;350.0;30.0;100.0;0.0;145375.0

30.0;350.0;30.0;150.0;0.0;144725.0

30.0;350.0;30.0;200.0;0.0;30225.0

30.0;350.0;30.0;250.0;0.0;143550.0

30.0;350.0;30.0;300.0;0.0;143525.0

30.0;350.0;30.5;100.0;0.0;74650.0

30.0;350.0;30.5;150.0;0.0;142050.0

30.0;350.0;30.5;200.0;0.0;141425.0

30.0;350.0;30.5;250.0;0.0;146700.0

30.0;350.0;30.5;300.0;0.0;142275.0

30.0;350.0;31.0;100.0;0.0;142500.0

30.0;350.0;31.0;150.0;0.0;144050.0

30.0;350.0;31.0;200.0;0.0;143225.0

30.0;350.0;31.0;250.0;0.0;145875.0

30.0;350.0;31.0;300.0;0.0;142725.0

30.0;350.0;31.5;100.0;0.0;143150.0

30.0;350.0;31.5;150.0;0.0;144675.0

30.0;350.0;31.5;200.0;0.0;142325.0

30.0;350.0;31.5;250.0;0.0;145625.0

30.0;350.0;31.5;300.0;0.0;142775.0

30.0;350.0;32.0;100.0;0.0;142475.0

30.0;350.0;32.0;150.0;0.0;144800.0

30.0;350.0;32.0;200.0;0.0;142800.0

30.0;350.0;32.0;250.0;0.0;142100.0

30.0;350.0;32.0;300.0;0.0;142700.0

30.0;350.0;32.5;100.0;0.0;143400.0

30.0;350.0;32.5;150.0;0.0;144575.0

30.0;350.0;32.5;200.0;0.0;142025.0

30.0;350.0;32.5;250.0;0.0;143825.0

30.0;350.0;32.5;300.0;0.0;144850.0

30.0;350.0;33.0;100.0;0.0;143425.0

30.0;350.0;33.0;150.0;0.0;143475.0

30.0;350.0;33.0;200.0;0.0;144150.0

30.0;350.0;33.0;250.0;0.0;143900.0

30.0;350.0;33.0;300.0;0.0;143225.0

30.0;350.0;33.5;100.0;0.0;143150.0

30.0;350.0;33.5;150.0;0.0;142425.0

30.0;350.0;33.5;200.0;0.0;144575.0

30.0;350.0;33.5;250.0;0.0;144775.0

30.0;350.0;33.5;300.0;0.0;143150.0

30.0;350.0;34.0;100.0;0.0;140350.0

30.0;350.0;34.0;150.0;0.0;140575.0

30.0;350.0;34.0;200.0;0.0;145875.0

30.0;350.0;34.0;250.0;0.0;142650.0

30.0;350.0;34.0;300.0;0.0;145900.0

30.0;350.0;34.5;100.0;0.0;144625.0

30.0;350.0;34.5;150.0;0.0;143575.0

30.0;350.0;34.5;200.0;0.0;142950.0

30.0;350.0;34.5;250.0;0.0;142375.0

30.0;350.0;34.5;300.0;0.0;145300.0

30.0;350.0;35.0;100.0;0.0;144425.0

30.0;350.0;35.0;150.0;0.0;144775.0

30.0;350.0;35.0;200.0;0.0;142200.0

30.0;350.0;35.0;250.0;0.0;108300.0

30.0;350.0;35.0;300.0;0.0;144875.0

30.0;400.0;30.0;100.0;0.0;31475.0

30.0;400.0;30.0;150.0;0.0;31200.0

30.0;400.0;30.0;200.0;0.0;31125.0

30.0;400.0;30.0;250.0;0.0;32275.0

30.0;400.0;30.0;300.0;0.0;31575.0

30.0;400.0;30.5;100.0;0.0;31375.0

30.0;400.0;30.5;150.0;0.0;32150.0

30.0;400.0;30.5;200.0;0.0;32325.0

30.0;400.0;30.5;250.0;0.0;31025.0

30.0;400.0;30.5;300.0;0.0;31650.0

30.0;400.0;31.0;100.0;0.0;31850.0

30.0;400.0;31.0;150.0;0.0;31250.0

30.0;400.0;31.0;200.0;0.0;31350.0

30.0;400.0;31.0;250.0;0.0;31725.0

30.0;400.0;31.0;300.0;0.0;31125.0

30.0;400.0;31.5;100.0;0.0;32325.0

30.0;400.0;31.5;150.0;0.0;31800.0

30.0;400.0;31.5;200.0;0.0;31500.0

30.0;400.0;31.5;250.0;0.0;30725.0

30.0;400.0;31.5;300.0;0.0;32025.0

30.0;400.0;32.0;100.0;0.0;33775.0

30.0;400.0;32.0;150.0;0.0;31400.0

30.0;400.0;32.0;200.0;0.0;30650.0

30.0;400.0;32.0;250.0;0.0;31175.0

30.0;400.0;32.0;300.0;0.0;31350.0

30.0;400.0;32.5;100.0;0.0;32300.0

30.0;400.0;32.5;150.0;0.0;31225.0

30.0;400.0;32.5;200.0;0.0;32000.0

30.0;400.0;32.5;250.0;0.0;31325.0

30.0;400.0;32.5;300.0;0.0;32100.0

30.0;400.0;33.0;100.0;0.0;30825.0

30.0;400.0;33.0;150.0;0.0;31850.0

30.0;400.0;33.0;200.0;0.0;30675.0

30.0;400.0;33.0;250.0;0.0;31975.0

30.0;400.0;33.0;300.0;0.0;31400.0

30.0;400.0;33.5;100.0;0.0;31425.0

30.0;400.0;33.5;150.0;0.0;31225.0

30.0;400.0;33.5;200.0;0.0;31175.0

30.0;400.0;33.5;250.0;0.0;30400.0

30.0;400.0;33.5;300.0;0.0;30850.0

30.0;400.0;34.0;100.0;0.0;31825.0

30.0;400.0;34.0;150.0;0.0;31625.0

30.0;400.0;34.0;200.0;0.0;32850.0

30.0;400.0;34.0;250.0;0.0;31375.0

30.0;400.0;34.0;300.0;0.0;29675.0

30.0;400.0;34.5;100.0;0.0;31300.0

30.0;400.0;34.5;150.0;0.0;31125.0

30.0;400.0;34.5;200.0;0.0;33425.0

30.0;400.0;34.5;250.0;0.0;30925.0

30.0;400.0;34.5;300.0;0.0;31300.0

30.0;400.0;35.0;100.0;0.0;31675.0

30.0;400.0;35.0;150.0;0.0;31625.0

30.0;400.0;35.0;200.0;0.0;32225.0

30.0;400.0;35.0;250.0;0.0;31975.0

30.0;400.0;35.0;300.0;0.0;31275.0

30.0;450.0;30.0;100.0;0.0;2975.0

30.0;450.0;30.0;150.0;0.0;2750.0

30.0;450.0;30.0;200.0;0.0;2700.0

30.0;450.0;30.0;250.0;0.0;2850.0

30.0;450.0;30.0;300.0;0.0;2800.0

