2015,'B2',1.0,16328.695749998133,39449.724499997465,33932.52174999734,9981.937750000758,73394.64374999463,16280.88824999968,12826.156499999957,42938.96799999653,22996.71849999631,24933.426249997872,23090.277749998888,25685.91899999871,14465.75750000037,47862.95849999201,169890.16249999148,135529.40074998527,356305.6352500524,50778.183999987654,161860.73549998994
2016,'B2',1.0,16319.27199999813,40170.025249997365,34194.16849999732,9955.829500000751,75000.70024999458,16205.870999999683,12817.936249999955,45171.76474999638,23207.717499996324,25113.240749997876,23018.598749998862,26256.41899999872,14470.427500000373,47728.076499992,174720.0797499926,136430.70124998526,361901.9710000514,100369.22399997186,332246.2934999785
2017,'B2',1.0,16243.062749998153,40408.812999997426,34386.64874999734,9858.168000000747,76161.28749999455,16161.574999999673,12329.628249999983,46554.584749996095,23243.7507499964,24245.283499997764,22805.47524999895,26573.178249998717,14476.703500000374,47574.56199999199,177939.10324999393,134911.38049998588,363448.15925005055,146682.45999995712,508952.6954999666
2018,'B2',1.0,16319.769999998132,40994.50324999737,34527.94699999735,9851.183750000753,77065.9582499945,16140.489749999657,12299.47849999998,47851.073249995636,23563.39299999636,24427.18349999777,23011.748749998867,26756.476999998715,14484.638000000376,47618.652249991996,180739.6404999951,135912.43774998578,367293.84400005144,193048.32799994235,690704.6835013521
2019,'B2',1.0,16014.246999998217,29907.45399999824,34354.67199999744,9823.466500000759,57716.01524999613,16119.170749999648,12250.627999999984,47228.28874999546,23436.97624999643,20590.530249998013,22846.11799999896,26822.894999998716,14484.638000000376,46795.85049999223,150344.72349999077,131597.75024998633,331595.0997500477,237691.95999992813,839424.7170025911
2020,'B2',1.0,15005.112999998388,30745.14974999814,30634.29674999794,9695.35575000073,56212.947999996286,15690.348499999744,12250.122249999986,47104.71174999512,21668.837749996557,20614.765499997786,22847.53949999888,26866.038499998725,14487.036250000376,44443.39174999263,145425.8389999909,131318.04099998655,323822.26325003884,279882.3559999147,983237.7795037893
2021,'B2',1.0,15064.78374999839,30525.242749998164,34518.22124999744,9784.356000000747,56378.13349999627,15832.93624999966,12309.481249999979,44619.86424999488,22065.685749996494,21998.439499997734,22871.827499998864,26884.624999998727,14492.572500000377,44647.05874999259,148034.03649999067,131780.57549998641,327346.16925004043,322008.4239999013,1131680.583005026
2022,'B2',1.0,15296.806749998312,42754.35924999723,34520.93299999744,9873.136500000746,78716.44249999439,15804.321499999664,12405.868999999966,51151.317249994274,23013.813999996433,25066.91199999755,22878.26049999886,26889.643999998723,14494.970750000377,45013.71624999254,187573.25049999694,137256.70674998587,372866.78700004966,364804.08799988765,1325727.7215066426
2023,'B2',1.0,15547.010999998232,42771.39624999727,34566.12274999743,9869.686750000748,78979.63624999436,15799.031999999666,12508.992249999978,52913.40924999373,23009.01224999643,25257.904749997564,22885.747249998858,26903.675499998717,14498.108750000378,45801.31974999227,188836.005499997,137849.29624998578,375509.7350000513,408740.11199987365,1521819.4312582763
2024,'B2',1.0,15278.428249998316,42861.86924999728,34684.571249997396,9775.593000000754,79151.06449999436,15783.237249999664,12331.18049999997,52992.56024999368,22897.39449999645,25393.34149999756,23059.58124999877,26905.15499999872,14498.108750000378,45061.042249992504,189960.4837499971,137588.23799998584,375612.08525005117,451607.41399986,1719546.7980099237
2025,'B2',1.0,15532.438499998238,43314.80824999716,34678.802249997396,9877.933000000745,79279.72624999436,15784.959249999665,12623.641999999954,54337.76474999323,22998.376749996427,25521.634499997577,22887.536749998857,26909.032749998718,14498.108750000378,45770.98949999227,190880.17699999723,138570.48374998552,378244.76375005225,495879.6979998459,1918847.445011584
2026,'B2',1.0,15623.4014999982,43216.91974999721,34577.97674999742,9889.317250000742,79413.15324999436,15783.691499999664,12619.594249999984,54857.51174999306,23076.726999996405,25969.770749997613,22902.54749999885,26918.446749998715,14498.108750000378,45900.86499999228,191685.50424999744,138737.68399998557,379347.1667500534,540263.0940004678,2119416.419262507
2027,'B2',1.0,15049.679749998382,43007.91924999729,34537.057749997424,9788.439250000745,79498.92774999436,15581.833499999735,12382.918499999982,54127.62224999322,21680.25149999654,25873.619249997606,22862.726999998857,26926.603749998714,14500.507000000378,44185.8487499927,191319.08899999765,137296.98599998606,375818.1065000496,581968.106002115,2319368.5567574557
2028,'B2',1.0,15063.549249998377,31245.319749998096,34574.98824999742,9797.211250000752,57807.85149999618,15776.623499999663,12332.443749999973,49539.353999993444,21573.816499996552,23092.38199999781,22918.821249998833,26927.34349999871,14509.18125000038,44430.94899999267,155033.62474999233,132830.60574998637,335158.88575004315,623553.2340037574,2478942.1447534245
2029,'B2',1.0,15266.551499998317,43062.21449999729,34664.727499997396,9784.053250000748,79622.82424999436,15779.281749999665,12379.761249999978,55161.32349999297,22925.77999999644,26173.53124999764,23068.716249998764,26931.22124999871,14509.18125000038,45015.031249992506,193424.82049999782,137880.06374998586,379329.167500054,665901.5260054299,2682061.634998293
2030,'B2',1.0,15294.602249998308,36753.972250001745,34600.030749997415,9803.059250000746,74232.37569999776,15782.275749999666,12371.54149999998,54636.0351999935,22904.77664999654,26249.397849997644,22926.376499998838,26941.374999998712,14511.57950000038,44851.66549999258,183888.71269999054,135257.76794998816,367007.3981502275,707719.1120070615,2873931.1318458645
2031,'B2',1.0,15269.38849999832,36871.02245000174,34655.5562499974,9848.38125000075,74241.76809999776,15781.071249999666,12848.812499999962,55333.51644999332,22154.326399996608,27179.210249997694,22898.598499998858,26941.374999998712,14514.71750000038,45056.9499999925,183555.13584999042,136909.4757999879,368537.7444002338,751327.0632087616,3065616.2707434413
2032,'B2',1.0,15285.575499998313,25981.57000000027,34602.51874999741,9737.593250000744,55907.699799997834,15777.869999999666,12308.070499999973,54053.152999993334,22836.46389999654,22883.817349997924,22898.59849999885,26947.65099999871,14520.993500000382,44772.5552499926,155293.48999999632,130700.93154998736,333741.57505016477,792735.5816103821,3224779.558341157
2033,'B2',1.0,15364.049749998287,36581.31705000175,34654.129749997395,9795.963250000754,74250.00379999776,15774.668749999666,12392.711999999976,55376.796699993334,22989.31964999651,26821.491599997687,23077.176499998764,26950.049249998712,14524.13150000038,45178.601999992505,184986.8267999898,135363.2672499878,368551.8095502307,834663.1100120225,3418306.8905886877
