'year','tong_luc','total_2rice_luk','total_rice_shrimp','tong_tsl','tong_bhk','total_fruit_tree_lnk','climate_maxTAS_shrimp','climate_maxPR_thuysan','climate_maxTAS_caytrong','climate_minPR_caytrong','area_shrimp_tsl_risk','area_rice_fruit_tree_risk'
year,tong_luc,total_2rice_luk,total_rice_shrimp,tong_tsl,tong_bhk,total_fruit_tree_lnk,climate_maxTAS_shrimp,climate_maxPR_thuysan,climate_maxTAS_caytrong,climate_minPR_caytrong,area_shrimp_tsl_risk,area_rice_fruit_tree_risk
2015,868750.0,795875.0,172200.0,579825.0,110825.0,470775.0,37.0,400.0,36.0,200.0,0.0,775.0
2016,848750.0,813700.0,151725.0,602025.0,111625.0,470425.0,37.0,400.0,36.0,200.0,0.0,975.0
2017,839125.0,821925.0,135775.0,618650.0,112200.0,470575.0,37.0,400.0,36.0,200.0,175.0,48650.0
2018,834325.0,825775.0,121775.0,632900.0,112900.0,470575.0,37.0,400.0,36.0,200.0,0.0,42025.0
2019,831600.0,827675.0,110900.0,643850.0,113450.0,470775.0,37.0,400.0,36.0,200.0,127850.0,67625.0
2020,830225.0,828475.0,102600.0,652250.0,113675.0,471025.0,37.0,400.0,36.0,200.0,156400.0,77150.0
2021,829250.0,828975.0,95375.0,659575.0,113875.0,471200.0,37.0,400.0,36.0,200.0,148275.0,78875.0
2022,828550.0,829350.0,89000.0,666025.0,113950.0,471375.0,37.0,400.0,36.0,200.0,150.0,64875.0
2023,828050.0,829450.0,83775.0,671275.0,114075.0,471625.0,37.0,400.0,36.0,200.0,175.0,44875.0
2024,827575.0,829550.0,79400.0,675675.0,114225.0,471825.0,37.0,400.0,36.0,200.0,600.0,60450.0
2025,827200.0,829650.0,75600.0,679475.0,114350.0,471975.0,37.0,400.0,36.0,200.0,100.0,30325.0
2026,826925.0,829725.0,72650.0,682425.0,114375.0,472150.0,37.0,400.0,36.0,200.0,0.0,31150.0
2027,826675.0,829825.0,70225.0,684850.0,114425.0,472250.0,37.0,400.0,36.0,200.0,5975.0,77625.0
2028,826400.0,829950.0,67900.0,687175.0,114475.0,472350.0,37.0,400.0,36.0,200.0,156325.0,78175.0
2029,826200.0,830100.0,65650.0,689425.0,114475.0,472400.0,37.0,400.0,36.0,200.0,325.0,57750.0
2030,825950.0,830225.0,63650.0,691425.0,114500.0,472500.0,37.0,400.0,36.0,200.0,275.0,68700.0
2031,825850.0,830300.0,61575.0,693500.0,114400.0,472625.0,37.0,400.0,36.0,200.0,2500.0,23100.0
2032,825800.0,830300.0,59675.0,695400.0,114350.0,472725.0,37.0,400.0,36.0,200.0,138750.0,72875.0
2033,825675.0,830350.0,58000.0,697075.0,114350.0,472800.0,37.0,400.0,36.0,200.0,0.0,58175.0
2034,825600.0,830350.0,56300.0,698775.0,114325.0,472900.0,37.0,400.0,36.0,200.0,375.0,15425.0
2035,825575.0,830325.0,54625.0,700450.0,114325.0,472950.0,37.0,400.0,36.0,200.0,300.0,67650.0
2036,825550.0,830325.0,53075.0,702000.0,114250.0,473050.0,37.0,400.0,36.0,200.0,5700.0,59525.0
2037,825525.0,830300.0,52000.0,703075.0,114250.0,473100.0,37.0,400.0,36.0,200.0,5300.0,77625.0
2038,825500.0,830300.0,51075.0,704000.0,114200.0,473175.0,37.0,400.0,36.0,200.0,75.0,76250.0
2039,825475.0,830300.0,50175.0,704900.0,114200.0,473200.0,37.0,400.0,36.0,200.0,185775.0,75400.0
2040,825450.0,830275.0,49275.0,705800.0,114125.0,473325.0,37.0,400.0,36.0,200.0,4200.0,78675.0
2041,825400.0,830275.0,48325.0,706750.0,114100.0,473400.0,37.0,400.0,36.0,200.0,160275.0,78025.0
2042,825400.0,830275.0,47625.0,707450.0,114100.0,473400.0,37.0,400.0,36.0,200.0,7775.0,76825.0
2043,825400.0,830250.0,47000.0,708075.0,114100.0,473425.0,37.0,400.0,36.0,200.0,192825.0,77350.0
2044,825375.0,830250.0,46425.0,708650.0,114100.0,473450.0,37.0,400.0,36.0,200.0,156000.0,76950.0
2045,825350.0,830225.0,45675.0,709400.0,114100.0,473500.0,37.0,400.0,36.0,200.0,5475.0,77400.0
2046,825350.0,830200.0,45000.0,710075.0,114075.0,473550.0,37.0,400.0,36.0,200.0,104675.0,76025.0
2047,825350.0,830200.0,44350.0,710725.0,114075.0,473550.0,37.0,400.0,36.0,200.0,192900.0,77775.0
2048,825350.0,830200.0,43625.0,711450.0,114075.0,473550.0,37.0,400.0,36.0,200.0,186875.0,76825.0
2049,825350.0,830200.0,42875.0,712200.0,114075.0,473550.0,37.0,400.0,36.0,200.0,54650.0,76825.0
2050,825325.0,830200.0,42150.0,712925.0,114075.0,473575.0,37.0,400.0,36.0,200.0,0.0,0.0
2051,825300.0,830200.0,41400.0,713675.0,114075.0,473600.0,37.0,400.0,36.0,200.0,0.0,0.0
