'year','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit'
2020,'B1',0.5,13265.0,25917.0,26502.0,8272.0,50245.0,13642.0,11197.0,41010.0,20505.0,19473.0,21016.0,25063.0,13804.0,38893.0,130614.0,120404.0,289911.0
2020,'B1',1.0,13491.0,25969.0,26415.0,8188.0,50059.0,13671.0,11280.0,40679.0,20570.0,19682.0,20997.0,25020.0,13986.0,39107.0,130331.0,120569.0,290007.0
2020,'B1',0.1,13359.0,26157.0,26194.0,8379.0,49605.0,13643.0,11212.0,40801.0,20555.0,19603.0,20967.0,25005.0,13919.0,38906.0,129895.0,120598.0,289399.0
2020,'B1',0.2,13390.0,26017.0,26428.0,8223.0,49763.0,13610.0,11258.0,40848.0,20591.0,19591.0,21005.0,25029.0,13769.0,39062.0,130072.0,120388.0,289522.0
2030,'B1',0.2,15168.0,38156.0,30992.0,8998.0,71835.0,15259.0,12120.0,47402.0,23359.0,26762.0,21843.0,27994.0,16063.0,41707.0,175474.0,138770.0,355951.0
2030,'B1',1.0,15224.0,38267.0,31023.0,8952.0,71750.0,15296.0,12102.0,47335.0,23371.0,26678.0,21882.0,28211.0,16239.0,41742.0,175408.0,139180.0,356330.0
2030,'B1',0.1,15255.0,38153.0,31014.0,9053.0,71405.0,15347.0,12068.0,47860.0,22749.0,27141.0,21913.0,28225.0,16119.0,41795.0,175687.0,138820.0,356302.0
2030,'B1',0.5,15064.0,38208.0,31007.0,8990.0,71826.0,15322.0,12044.0,47351.0,23459.0,26763.0,21910.0,28102.0,16017.0,41645.0,175456.0,138962.0,356063.0
2040,'B1',0.5,15736.0,38855.0,31302.0,9427.0,72876.0,16686.0,12278.0,49183.0,24862.0,26757.0,22306.0,29779.0,17237.0,42928.0,178512.0,145844.0,367284.0
2040,'B1',1.0,15891.0,38829.0,31371.0,9300.0,72948.0,16703.0,12327.0,49144.0,24704.0,26785.0,22239.0,29814.0,17347.0,42975.0,178709.0,145718.0,367402.0
2040,'B1',0.2,15765.0,38638.0,31306.0,9429.0,72906.0,16722.0,12310.0,49668.0,24411.0,26355.0,22266.0,29857.0,17303.0,42879.0,178427.0,145630.0,366936.0
2040,'B1',0.1,15792.0,38523.0,31834.0,9498.0,71996.0,16673.0,12245.0,49731.0,23608.0,25713.0,22797.0,29933.0,17299.0,42724.0,177354.0,145564.0,365642.0
2050,'B1',0.5,16359.0,39855.0,31412.0,9816.0,73682.0,17549.0,12383.0,50402.0,25750.0,30130.0,22597.0,30719.0,17820.0,44291.0,183113.0,151070.0,378474.0
2050,'B1',0.2,16415.0,39275.0,31977.0,9745.0,73884.0,17852.0,12401.0,51044.0,25072.0,30243.0,22507.0,30784.0,17821.0,44407.0,184003.0,150610.0,379020.0
2050,'B1',1.0,16485.0,39566.0,31508.0,9645.0,73684.0,17455.0,12396.0,50408.0,25568.0,29927.0,22455.0,30709.0,17892.0,44268.0,182766.0,150664.0,377698.0
2050,'B1',0.1,16116.0,39188.0,31938.0,9778.0,72463.0,17175.0,12349.0,50683.0,24073.0,29141.0,23033.0,30755.0,17869.0,42974.0,181147.0,150440.0,374561.0
