2015,'B2',0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.918511391080003,0.0,0.0,0.0,0.0,6.756611211100001,0.0,12.161900179980002,18.918511391080003,18.918511391080003,0.0,13.23786099998797
2016,'B2',0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46572524,40.901977207079995,0.0,0.0,0.0,0.0,24.860641883099998,0.0,22.507060563979998,47.36770244707999,28.449191055999993,0.0,13.086701749988325
2017,'B2',0.2,29.31281759549003,211.85172716740433,0.0,35.97482159446503,0.0,0.0,240.49834436299645,114.39019002339535,178.5312620388196,500.98270072291547,94.60045678544519,0.0,0.0,97.04245546564749,154.55849277622045,1154.541372049067,1406.1423202909316,1307.7513849987965,51.02323284506502,13.019347849988488
2018,'B2',0.2,29.31281759549003,446.3604442776515,0.0,74.33581544274497,0.0,0.0,490.2067005452053,239.60626428287517,206.03537083569955,1028.627314220935,94.60045678544519,0.0,0.0,117.30864089492748,310.17384517962034,2181.602697911476,2609.085183986179,1202.9428636951013,0.0,12.984127149988586
2019,'B2',0.2,218.08765359659148,8510.85518856266,140.59381091295452,115.40816469821468,13420.267964575736,1.5797057405950001,801.512464748086,1435.956438645933,411.7083170300247,4222.34462264831,216.23779881125932,0.0,0.0,619.2442100363182,22185.04626073117,6578.581204573658,29494.55212996748,2097.059370639774,24788.40757534279,12.964573149988636
2020,'B2',0.2,748.8991289156979,17244.192291770552,2997.5842193648978,240.6710149968099,28586.800292794273,129.3310739379201,1130.1025878173082,3440.1807718340933,1451.346631615028,7447.065486566909,334.51951598616006,0.0,0.0,1863.9372178609697,49545.77002388123,11909.193028316375,63750.693015569705,2327.3649608891837,31928.775924739843,12.61455039998989
2021,'B2',0.2,1099.7086358091096,26058.44474440616,3099.180041905785,296.2447982670497,44573.5340228029,131.0677546651151,1452.1625753240203,8104.207345609927,2460.9417863268336,9937.769095395188,450.78283732024465,0.0,0.0,2712.1171783197924,77278.2767599985,17129.31034850331,97664.04363778139,2364.4908100760226,31548.859812164428,12.555842699990086
2022,'B2',0.2,1299.0569808410423,26204.264367161,3197.931305416974,305.47388831482493,44573.5340228029,131.9906636698926,1754.8767288910292,8725.325105825163,2596.2085594730415,10413.99014186036,575.3755529652063,0.0,0.0,3338.571967285655,77278.2767599985,18616.839238926546,99778.02731716225,2092.23471383054,21.748965558579997,12.527943999990157
2023,'B2',0.2,1353.054688789312,26480.25265223031,3303.926806204318,313.4735487516047,44573.5340228029,132.9906212244901,1964.8678153565222,8725.325105825163,2785.0061276507968,10925.968409814092,704.3700775082802,0.0,0.0,3418.3514139814943,77278.2767599985,20021.80235116656,101262.76987609529,1419.9397275284628,64.80283140765499,12.51187034999022
2024,'B2',0.2,1619.7902435352062,26784.784743073928,3303.926806204318,379.3475116645653,44573.5340228029,152.07706166673012,2313.6758484857687,9254.476611191734,3083.3670310482235,11461.599321368825,707.6097806023603,0.0,0.0,4185.389364989123,77278.2767599985,21619.82135883144,103634.18898158972,2193.2789946920543,178.1401107942401,12.498066449990263
2025,'B2',0.2,1669.7376550094932,26787.055079959122,3303.926806204318,391.83436453313766,44573.5340228029,152.07706166673012,2471.4642620068435,9254.476611191734,3252.260607995313,12012.15601602847,827.9376355177002,0.0,0.0,4260.187221700578,77278.2767599985,22607.294643391084,104696.46012286746,1048.895640960106,13.375500311210002,12.486934099990306
2026,'B2',0.2,1669.7376550094932,26920.372477518962,3407.102879098293,391.83436453313766,44573.5340228029,152.07706166673012,2653.4714917186875,9264.910146652923,3386.737287272854,12352.984841093961,967.051441666894,0.0,0.0,4274.098602315498,77278.2767599985,23636.736808895086,105739.8136689814,1043.3535461189801,0.0,12.47745094999033
2027,'B2',0.2,2137.071020629249,27217.39939069432,3500.832080490035,475.37318386361744,44573.5340228029,378.8115653469802,3034.037224224169,10181.516636528571,4961.567089005366,12926.153962611139,1106.1568220401816,0.0,0.0,5744.560109302489,78248.92956020133,25948.26183090787,110492.45299816826,3064.250303497183,1688.3890257049322,12.469850699990344
2028,'B2',0.2,2613.7330542173277,39302.629313860605,3577.0056742353454,543.4677600904907,65658.94192078618,378.8115653469802,3459.916861982041,16129.074566813413,6469.082589906943,16531.335163661715,1253.7621070126731,0.0,0.0,6943.242109443765,115408.47621046775,32879.34973858521,155917.76057778648,3118.500762118695,42306.80681755593,12.459565849990362
2029,'B2',0.2,2887.4900994704103,39636.19882278203,3577.0056742353454,615.9328603045564,65658.94192078618,379.9618050329177,3861.3505123741666,16665.08626045997,6734.84029095542,17081.149733539103,1257.2128260704858,0.0,0.0,7628.4364380985835,115408.47621046775,34624.789096899796,158355.17080586698,2315.43248779221,121.97774030625001,12.447728099990416
2030,'B2',0.2,3164.396766087433,39749.01264992239,3628.284686571831,680.8862759307716,65658.94192078618,379.9618050329177,4262.466342206233,17424.015643040566,6934.160861025258,17630.404932343678,1387.1196573229163,0.0,0.0,8476.399099792334,115408.47621046775,36321.30716946503,160899.6515400957,2477.34606265602,67.13467160245001,12.411288999990468
2031,'B2',0.2,3448.0503869925983,39749.01264992239,3628.284686571831,706.6729687403347,65658.94192078618,379.9618050329177,4262.466342206233,17834.360406879492,7840.390159637491,17630.404932343678,1522.780084712343,0.0,0.0,9166.181826537519,116095.41949254475,36699.65074033241,162661.32634365352,988.8636112188908,772.8111923366259,12.400253349990503
