year,tong_luc,total_2rice_luk,total_rice_shrimp,tong_tsl,tong_bhk,total_fruit_tree_lnk,climate_maxTAS_shrimp,climate_maxPR_thuysan,climate_maxTAS_caytrong,climate_minPR_caytrong,area_shrimp_tsl_risk,area_rice_fruit_tree_risk
2015,868825.0,796025.0,172325.0,579725.0,110575.0,470775.0,37.0,400.0,36.0,200.0,0.0,775.0
2016,847400.0,815350.0,151900.0,601775.0,111250.0,470575.0,37.0,400.0,36.0,200.0,0.0,1075.0
2017,836350.0,824850.0,136025.0,618325.0,111725.0,470975.0,37.0,400.0,36.0,200.0,150.0,49525.0
2018,829275.0,830750.0,122050.0,632475.0,112400.0,471300.0,37.0,400.0,36.0,200.0,0.0,40575.0
2019,823775.0,835225.0,111250.0,643450.0,113075.0,471475.0,37.0,400.0,36.0,200.0,128025.0,65375.0
2020,818500.0,839400.0,102975.0,651850.0,113625.0,471900.0,37.0,400.0,36.0,200.0,158575.0,74250.0
2021,813250.0,843825.0,95775.0,659100.0,114100.0,472200.0,37.0,400.0,36.0,200.0,149225.0,73425.0
2022,807325.0,849050.0,89425.0,665450.0,114425.0,472575.0,37.0,400.0,36.0,200.0,50.0,61075.0
2023,801400.0,854325.0,84225.0,670675.0,114750.0,472875.0,37.0,400.0,36.0,200.0,50.0,39750.0
2024,795400.0,859600.0,79875.0,675050.0,115100.0,473225.0,37.0,400.0,36.0,200.0,575.0,53875.0
2025,790450.0,864025.0,76200.0,678725.0,115500.0,473350.0,37.0,400.0,36.0,200.0,50.0,25825.0
2026,786675.0,867375.0,73225.0,681700.0,115625.0,473650.0,37.0,400.0,36.0,200.0,0.0,24250.0
2027,783725.0,869775.0,70825.0,684125.0,115750.0,474050.0,37.0,400.0,36.0,200.0,5275.0,67025.0
2028,781425.0,871775.0,68475.0,686500.0,115750.0,474325.0,37.0,400.0,36.0,200.0,155375.0,64025.0
2029,778725.0,874150.0,66100.0,688875.0,115850.0,474550.0,37.0,400.0,36.0,200.0,400.0,51025.0
2030,776200.0,876400.0,64125.0,690850.0,115975.0,474700.0,37.0,400.0,36.0,200.0,400.0,55475.0
2031,773275.0,878500.0,62025.0,693050.0,116775.0,474625.0,37.0,400.0,36.0,200.0,2975.0,20350.0
2032,766600.0,884375.0,60150.0,695350.0,117125.0,474650.0,37.0,400.0,36.0,200.0,134550.0,57150.0
2033,760075.0,890425.0,58425.0,697400.0,117225.0,474700.0,37.0,400.0,36.0,200.0,0.0,46850.0
2034,753800.0,896375.0,56675.0,699975.0,116625.0,474800.0,37.0,400.0,36.0,200.0,400.0,13425.0
2035,747725.0,902050.0,54925.0,702200.0,116525.0,474825.0,37.0,400.0,36.0,200.0,200.0,50650.0
2036,741850.0,907225.0,53300.0,704350.0,116550.0,474975.0,37.0,400.0,36.0,200.0,5300.0,39075.0
2037,735175.0,912750.0,52300.0,705850.0,117100.0,475075.0,37.0,400.0,36.0,200.0,5450.0,54450.0
2038,729125.0,918350.0,51400.0,707700.0,116750.0,474925.0,37.0,400.0,36.0,200.0,100.0,52875.0
2039,723325.0,923600.0,50475.0,709550.0,116525.0,474775.0,37.0,400.0,36.0,200.0,187100.0,50425.0
2040,717675.0,928625.0,49500.0,711550.0,116000.0,474900.0,37.0,400.0,36.0,200.0,4625.0,48300.0
2041,711525.0,934125.0,48475.0,713150.0,116375.0,474600.0,37.0,400.0,36.0,200.0,161575.0,48900.0
2042,703525.0,942100.0,47600.0,714425.0,116900.0,473700.0,37.0,400.0,36.0,200.0,7600.0,45100.0
2043,694900.0,950775.0,46775.0,715600.0,117125.0,473075.0,37.0,400.0,36.0,200.0,194950.0,44050.0
2044,684025.0,962175.0,46025.0,716950.0,116950.0,472125.0,37.0,400.0,36.0,200.0,155575.0,41000.0
2045,673225.0,972975.0,45150.0,718100.0,116900.0,471900.0,37.0,400.0,36.0,200.0,5075.0,38050.0
2046,663875.0,982125.0,44500.0,719100.0,116825.0,471825.0,37.0,400.0,36.0,200.0,105175.0,36925.0
2047,655575.0,990575.0,43950.0,719825.0,116900.0,471425.0,37.0,400.0,36.0,200.0,195125.0,34075.0
2048,648100.0,998375.0,43325.0,720800.0,116550.0,471100.0,37.0,400.0,36.0,200.0,190025.0,31725.0
2049,641425.0,1005125.0,42650.0,721825.0,116350.0,470875.0,37.0,400.0,36.0,200.0,57125.0,30325.0
2050,636000.0,1010500.0,41975.0,722700.0,116325.0,470750.0,37.0,400.0,36.0,200.0,0.0,0.0
2051,631775.0,1014775.0,41175.0,724000.0,116175.0,470350.0,37.0,400.0,36.0,200.0,0.0,0.0
