'year','sc','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit','total_benefit_5','total_benefit_34'
2015,'B2',10.0,16536.05224999814,39706.18924999745,34380.79674999726,10109.190000000746,76122.0719999947,16556.74299999957,13222.406750000031,45784.2612499969,23754.31374999631,26931.92899999771,23670.107999998905,26289.530499998633,14661.99225000039,48741.071749991985,178046.04124999265,137915.35824998468,367725.5847500554,51589.593999987395,173358.84974998917
2016,'B2',10.0,16753.231999998094,40471.378749997355,34878.92624999721,10119.352500000748,78524.47949999478,16605.78324999957,13264.964250000025,49025.991999996186,24243.958749996295,27268.76399999773,23813.85074999881,27143.225749998634,14862.43175000039,48935.78874999192,185357.18974999493,139660.24749998446,376976.33950005664,101035.89599997165,359012.8499999767
2017,'B2',10.0,16873.870249998094,40713.46349999742,35289.84874999717,10072.713250000765,80156.59324999468,16646.668249999555,12829.495000000043,51588.196249995526,24376.528749996356,26566.640749997732,23685.678499998885,27732.6739999986,15061.561750000412,49063.12074999187,190618.54874999655,138889.1492499849,381593.9322500596,146316.95999995724,553926.3322502126
2018,'B2',10.0,17195.427999998035,41425.19699999736,35515.01299999715,10091.479500000754,81164.35899999457,16776.4299999995,12903.362000000037,53921.83824999479,24880.22149999628,26904.210749997757,23988.17099999877,28062.324499998536,15256.296750000422,49512.2067499919,194711.16874999684,140837.84224998453,388084.3312500677,191036.615999943,755555.7112518924
2019,'B2',10.0,17115.29949999813,30319.241999998252,35414.70449999719,10096.201500000752,60238.803999995944,16904.824749999476,12887.741500000033,53373.055999994394,24929.458999996332,22360.4129999981,23923.536249998826,28312.540999998495,15492.923500000436,49082.207999992126,162113.61524999468,137288.42474998484,351368.7465000616,233678.7699999294,921768.9577532772
2020,'B2',10.0,16837.671499998214,30934.716749998206,31093.38574999774,10086.149250000746,58614.44549999609,16793.99074999954,12907.12400000004,53492.83974999387,23807.42274999644,22308.341249998142,23975.90774999882,28566.23224999846,15752.07700000046,48324.53049999231,156499.5784999946,137718.1344999848,345170.304250053,275012.43399991625,1081910.8672546113
2021,'B2',10.0,17307.170999998187,31496.87674999813,35644.53274999715,10197.79800000075,58880.637499996046,17177.776999999387,13086.12100000003,48465.87099999372,24203.580999996382,25068.69774999799,24083.69524999879,28819.05724999838,15949.210250000466,49259.05774999218,158777.8467499919,139452.69274998442,350381.0265000573,315889.9539999032,1246384.4955059816
2022,'B2',10.0,17842.401499998086,43302.76374999722,35775.98999999713,10311.681250000756,82965.35999999438,17308.484249999365,13165.231500000016,58200.802249992885,25746.994749996255,28166.388249997828,24130.360999998782,29084.49749999832,16140.067500000494,50107.242999992086,203229.9327499968,145780.73424998365,402141.02350009175,356926.83199989016,1460877.3465077686
2023,'B2',10.0,18334.45549999798,43297.497499997284,35878.4702499971,10355.345000000743,83176.18949999435,17452.092499999304,13465.873250000015,59455.30674999245,25998.743499996217,28532.282249997847,24196.559499998766,29348.554249998277,16308.958750000515,51376.9719999918,204126.88149999682,147273.36149998324,405800.32850010286,398852.6059998768,1676409.8100095643
2024,'B2',10.0,18220.849749998077,43426.77549999728,36167.59224999701,10304.531750000755,83333.32499999431,17545.922499999273,13323.062250000037,58873.84649999262,26029.924749996222,28814.012999997853,24424.702249998663,29586.249999998246,16431.519750000494,50824.229249992015,204817.28599999673,147817.68649998307,406482.315250102,439468.42799986387,1892475.9412613644
