'year','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit','total_benefit_5','total_benefit_34'
2015,'B2',0.2,16332.303499998132,39022.42999999752,33776.18724999735,10023.38050000076,72687.97274999466,16362.95449999968,12815.766999999956,41826.814999996604,22795.858499996313,24921.56899999786,23058.345249998893,25411.62874999869,14447.53950000037,47822.35524999199,167786.3927499907,134850.88999998532,353482.75150005263,50750.40599998766,157743.86999999022
2015,'B2',1.0,16340.371999998122,39078.68424999751,33796.54249999734,9961.092250000758,72667.37699999467,16327.586499999681,12821.211499999958,41842.3719999966,22843.891749996303,24912.18074999786,23054.8689999989,25375.930749998697,14461.620500000365,47848.29524999201,167814.54449999065,134797.77749998533,353483.7307500526,50757.71599998766,157743.86999999022
2015,'B2',0.5,16353.554749998124,39061.882249997514,33765.00324999735,9964.266500000753,72741.79499999466,16317.801249999675,12847.873499999958,41785.882499996624,22884.383749996286,24860.22249999787,23045.16599999891,25419.532499998688,14409.709250000362,47812.61649999202,167761.88874999067,134859.4542499853,353457.0730000526,50766.48799998766,157736.93924999022
2015,'B2',0.1,16313.610999998135,39032.332499997516,33785.20824999735,10004.729750000757,72693.44874999466,16366.725999999666,12777.134249999961,41862.7469999966,22828.396249996305,24932.303249997865,23055.8359999989,25449.890749998674,14378.18800000037,47843.517499992,167805.8287499908,134808.0919999853,353480.55175005255,50748.94399998766,157750.80074999022
2016,'B2',0.1,16300.24624999813,39415.76249999747,33934.54899999732,9976.22325000075,73800.30724999461,16292.511749999674,12772.453499999958,43553.55324999648,22939.156249996326,25049.366499997865,22977.96174999887,26015.260249998693,14379.318500000369,47689.01399999199,171202.45524999176,135492.08724998528,357406.6700000525,100296.12399997188,321642.2459999792
2016,'B2',0.2,16318.93874999813,39413.92849999748,33926.383499997326,10000.811750000754,73811.44074999462,16288.338749999686,12811.825999999955,43512.7129999965,22915.87274999633,25033.866999997856,22988.32474999887,25978.656749998707,14453.12825000037,47681.19099999197,171192.68274999177,135557.24324998527,357454.23050005245,100312.20599997188,321628.3844999792
2016,'B2',0.5,16340.591499998123,39459.57174999747,33903.20824999733,9935.760000000746,73860.58224999465,16243.185499999678,12843.192749999958,43470.719999996516,23002.9794999963,24968.192999997864,22964.893499998892,25981.02424999871,14423.391750000363,47662.097499992014,171160.9134999918,135551.1694999853,357397.2940000525,100344.36999997187,321614.5229999792
2016,'B2',1.0,16323.467749998119,39474.51024999747,33941.08674999732,9935.385500000752,73790.92949999461,16253.372249999684,12819.668749999957,43520.366749996494,22949.65024999632,25020.151249997856,22973.793499998883,25940.560499998715,14462.011250000365,47696.50174999201,171206.81149999175,135478.52749998533,357404.9542500525,100318.05399997187,321628.3844999792
2017,'B2',0.1,16221.326999998158,39369.66299999754,34024.59199999731,9887.333750000755,74646.38799999462,16248.215749999668,12234.125749999992,44618.63974999641,22865.297499996384,24128.93649999774,22742.506749998982,26324.92349999869,14388.732500000371,47557.923249991974,173560.79124999238,133558.85374998595,357700.6817500519,146501.17199995718,490094.1247499679
2017,'B2',0.5,16256.439749998148,39371.074249997546,33998.04774999732,9851.256500000754,74700.79274999462,16197.427499999676,12334.844749999984,44591.88574999642,22880.888749996375,23997.675749997725,22722.405749998983,26294.226999998715,14434.464250000365,47494.33599999201,173501.68324999238,133612.29774998594,357631.43050005194,146533.33599995717,490024.8172499679
