'year','subsi_scenario','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_debt','total_debt_5','total_debt_34','total_wu'
2015,'B2',0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.621155875520003,0.0,0.0,0.0,0.0,13.513222422200002,0.0,8.107933453320001,21.621155875520003,21.621155875520003,0.0,13238157.849998694
2016,'B2',0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.052015336,39.07861402352,0.6465725240000001,0.0,0.0,0.0,31.6172530942,0.0,17.159948789319998,48.77720188351999,27.156046007999993,0.0,13086577.79999874
2017,'B2',0.1,35.97482159446503,213.8503283670968,0.0,26.648015995900025,0.0,1.332400799795,244.4955467623814,134.29769051673037,134.1282562057229,454.99524525409106,92.60185558575267,0.0,0.0,90.09821161642,153.2260919764254,1094.9998574890883,1338.324161081941,1277.772367003412,11.774592195015002,13017942.999998763
2018,'B2',0.1,35.97482159446503,457.04455351846434,0.0,56.32350180305998,0.0,1.332400799795,499.99424163867064,252.2758414086102,159.46098799232286,959.478503975795,92.60185558575267,0.0,0.0,108.19302003541998,311.0128213901052,2095.280866891377,2514.4867083170398,1176.1625472349824,0.0,12982219.399998765
2019,'B2',0.1,206.58304157872405,8027.940896743385,145.3329281347395,104.5045268912072,12843.252282326239,4.491812280985,820.0741523604042,1294.1897728410277,344.2367314165153,4039.317329054529,203.97111029769937,0.0,0.0,592.3230013023648,21241.426254763417,6116.384986888052,28033.894583923084,2080.4724603635236,23438.935415243686,12963253.949998762
2020,'B2',0.1,771.3458204787453,16029.63375026108,2761.5312159593113,211.36868094954008,27975.833306963857,126.5697310897876,1129.6398299378254,3243.8624949706373,1377.5571189507586,7295.750428495299,332.8658558371876,0.0,0.0,1860.8906408446628,48076.50034439402,10948.645920353609,61255.95823386758,2496.133909238061,30725.929740730186,12946421.649998764
2021,'B2',0.1,1131.70707137173,24746.85568272244,2923.9108639520114,275.62586785575485,43568.65391786558,126.5697310897876,1430.8596487181962,7252.486976965265,2300.1844421712835,9986.078033563086,465.62764407962464,0.0,0.0,2726.2488337994705,75323.38304270022,15686.691579670896,94208.55988030648,2703.14355187898,30249.458094588645,12930184.199998764
2022,'B2',0.1,1345.8219604801022,24920.362575620602,3062.3472146686313,283.93204889875256,43568.65391786558,126.5697310897876,1735.41962029476,7866.22146514228,2451.762939486426,10630.268518897758,606.8327218105799,0.0,0.0,3350.9580173947975,75542.11247683254,17232.88579584381,96598.19271419774,2351.572144173008,38.060689727515,12916274.899998765
2023,'B2',0.1,1394.819880655384,25204.350521126704,3226.3402536226354,290.93175178093486,43568.65391786558,127.5696886443851,1952.4104096424362,7866.22146514228,2608.2133813783444,11301.240038032432,745.8268218996285,0.0,0.0,3423.954918880414,75805.10131369156,18585.285473034095,98286.5781297294,1658.9295830772858,29.455832458024997,12902662.049998768
2024,'B2',0.1,1685.3132580911958,25547.759049099295,3226.3402536226354,363.2851208820555,43568.65391786558,135.0117364898251,2319.5767603048007,8450.44792310823,2888.4504859908116,12059.330562047398,745.8268218996285,0.0,0.0,4186.296920975721,76034.04033233982,20297.422211900957,100989.995889349,2550.7262360721797,152.69152353792006,12892023.14999877
2025,'B2',0.1,1735.2606695654829,25550.02938598449,3226.3402536226354,368.9609630950429,43568.65391786558,135.0117364898251,2480.7706791536684,8450.44792310823,3052.5568681675486,12809.676902604151,907.0207407484801,0.0,0.0,4263.365114572372,76245.1816626629,21303.946838984797,102284.7300403606,1267.9831503814105,26.751000622420005,12879830.549998768
2026,'B2',0.1,1735.2606695654829,25701.895291030916,3355.020524310627,368.9609630950429,43568.65391786558,135.0117364898251,2665.096472301332,8464.359303723148,3182.39642057345,13315.123731612839,1063.523772666327,0.0,0.0,4279.59505862311,76493.26795029565,22310.203370130606,103555.3028031838,1270.5727628293523,0.0,12870134.249998769
2027,'B2',0.1,2184.281823466829,26058.09553456543,3519.651655034871,444.37795276839273,43568.65391786558,333.2436463904051,3076.9892620557407,9319.471940480556,4755.031684724295,14084.37702628063,1232.6699637314416,0.0,0.0,5710.7336638815705,77765.86707432877,24628.007244968787,108576.84440729693,3381.001660125221,1640.539944004793,12859215.449998772
2028,'B2',0.1,2625.1653509018074,38467.77158207227,3637.374481732169,502.0852207572671,64898.84565471613,340.04319747005013,3451.961182904386,15380.313948399798,6399.817673657577,17560.01109206599,1392.9708476614849,0.0,0.0,6962.532606221208,115466.31163660924,31646.486748049225,154656.36023221427,3323.9386361590778,42755.57718881259,12847114.799998771
2029,'B2',0.1,2910.4247930142633,38845.05019905927,3637.374481732169,573.4000812853947,64898.84565471613,341.1934371559876,3840.742196751201,15986.490262889007,6672.351915834179,18307.666887924363,1396.4215667192975,0.0,0.0,7728.894364627602,115675.65525945008,33417.60607041689,157409.9614769377,2624.8469633093496,128.754281434375,12833552.049998771
2030,'B2',0.1,3199.8663293135382,38992.05003442398,3716.0023006481138,639.4930305190874,64898.84565471613,341.1934371559876,4241.858026583267,16729.466174964902,6889.410085685178,19070.014871327392,1538.86326765398,0.0,0.0,8581.538895235883,115897.86431290835,35176.42728793956,160257.06321281363,2753.1131956655654,93.98854024343002,12822775.349998772
2031,'B2',0.1,3496.9738769019523,38992.05003442398,3716.0023006481138,661.9162416578379,64898.84565471613,341.1934371559876,4241.858026583267,17122.993530449774,7682.35115749185,19070.014871327392,1696.946906182155,0.0,0.0,9255.990592610446,116491.33503977816,35565.98246437631,161921.14603736313,1010.1656618007038,653.9171627463757,12808611.799998771
2032,'B2',0.1,3757.4657012205676,50209.223467456766,3798.4364222679287,759.2606803320973,83204.75429359208,347.66882047359263,4623.755618839161,19353.61705210424,7976.871417409278,23019.937340925328,1838.7335953682368,0.0,0.0,10146.090421107747,146027.41788614812,42017.72279551077,198889.72440976024,2836.8329053432117,34131.7454670936,12794880.09999877
2033,'B2',0.1,3942.8025845762527,50512.012212939786,3798.4364222679287,830.3783216197589,83204.75429359208,347.66882047359263,4991.196765492002,19893.464601878193,8112.641459867513,23736.501453898738,1839.8111353877468,0.0,0.0,10653.61177029704,146224.60770971864,43632.95528475584,201209.66807173938,2319.943662005019,0.0,12783533.799998771
2034,'B2',0.1,4178.694388496214,50512.012212939786,3798.4364222679287,900.1938330938208,83204.75429359208,348.72663125350266,5194.296435234749,19895.58022343801,8342.6939703291,23736.501453898738,1839.8111353877468,0.0,0.0,10985.788419322398,146224.60770971864,44030.347555786604,201951.70099968518,654.7848727643004,87.24805517372003,12776552.49999877
2035,'B2',0.1,4588.992460036997,50813.24370850137,3798.4364222679287,973.9436130416577,83204.75429359208,348.72663125350266,5549.541854138414,20569.715535918942,8516.410970259974,24376.35869964335,1841.8885939778268,0.0,0.0,11882.799375016442,146394.9593141054,45593.29677840638,204582.01278240373,2587.474673944559,42.83710875583999,12773334.99999877
2036,'B2',0.1,4844.910605616976,51121.161158562296,3851.455320953797,1034.0996711660084,83204.75429359208,360.7403396171127,5871.733623075758,20738.968174031295,9943.490648679373,25028.89899116086,1969.3378696650104,0.0,0.0,12320.717717614323,147532.88862495008,47404.98703845174,207969.55069587,2084.0505560368492,1303.4873574516869,12769825.399998771
2037,'B2',0.1,5190.75876407395,51387.815101024775,3910.6003683420913,1099.259469136163,83204.75429359208,360.7403396171127,6184.5006533325,21480.787412460748,11282.188315986841,25696.536305747366,2107.5682826581196,0.0,0.0,13284.561280547392,148697.2622015468,49200.916708388555,211905.50930570273,2701.625469685552,1234.3331401656196,12765895.399998771
2038,'B2',0.1,5554.907142224211,51672.80078827202,3958.097982883408,1163.579155494196,83204.75429359208,360.7403396171127,6514.015354213036,22221.948106033564,11433.049727482135,26345.670371146254,2236.2076553741854,0.0,0.0,14187.790596526258,148895.16892880233,50860.04227551349,214665.77091607542,2731.112836125797,29.148774233224998,12762689.349998772
2039,'B2',0.1,6160.338153338612,62088.82021511977,7367.520742714527,1363.4827638739007,101637.06912477424,506.4033046395159,6888.619650524852,28630.16573475336,12851.302058280051,30359.003441325985,2365.6598901407515,0.0,0.0,15653.43684927816,186116.12593462592,57315.16013363231,260218.3850792797,2686.631131918878,42865.983031212185,12761009.349998772
2040,'B2',0.1,6536.510205318306,62385.32436506371,7413.562634493292,1426.1781058705456,101637.06912477424,506.4033046395159,7193.279828039656,29352.141782433137,13017.965215651044,31967.18735437161,2482.234041665763,0.0,0.0,16567.098272000258,187252.00689806722,58947.774675191766,263917.8559621243,2660.633575982521,1038.8373068528967,12759063.299998773
2041,'B2',0.1,7118.965554495433,73061.87602951018,10654.719887030918,1562.1853100194608,119006.95239374627,714.2184584059958,7536.565156688369,31563.94467594384,14344.094460016366,35860.59858831731,2616.259276274865,0.0,0.0,18015.33358589089,219376.8897117653,65162.36707250673,304040.37979032495,2698.478220697654,37424.045607446606,12734557.249998774
2042,'B2',0.1,7480.540288387569,73339.93486019199,10693.038948503183,1622.1202523222055,119006.95239374627,749.9323143107457,7854.908128919488,32854.714717433504,15567.612819646038,36448.15753089312,2742.024401106854,0.0,0.0,19013.212217516702,220937.21100059416,66883.20414855378,308359.93665539706,2577.202519018135,1742.3543459944965,12717701.199998774
2043,'B2',0.1,8122.567566332542,83906.65638175428,14246.515918544463,1762.851347962126,137040.36760230077,901.2291182548751,8199.968875128408,41266.29590653715,16975.89922906387,40318.68958690431,2883.7207533921696,0.0,0.0,20585.835081391087,259601.80781333602,73369.63307316182,355624.76228635106,2684.640437820294,44580.18519293093,12702487.649998775
2044,'B2',0.1,8694.505558227756,94254.17848665598,15839.77282714565,1932.1563512666048,150572.6788939301,1012.6785827283944,8508.186480187815,48639.240746608724,18341.796885205415,44446.593757423376,2997.2243192292085,0.0,0.0,22146.868941027053,291358.4082743366,79478.54499377213,395239.01288878755,2583.6995907641763,37030.55101165139,12689265.949998775
2045,'B2',0.1,9042.301390869132,94510.5020049326,15889.027150265383,1996.4885284026109,150572.6788939301,1012.6785827283944,8836.883697741947,49361.97254912202,19717.555128183514,45043.67677646774,3117.84715135922,0.0,0.0,23145.746360245266,292492.89279765834,81201.86002204238,399101.611854182,2589.370129724134,1273.2288356674999,12675313.599998776
2046,'B2',0.1,9462.302812412554,97497.8291683148,19405.727529035066,2084.3733885468637,163958.5982168211,1246.9605125699616,9191.886713020489,50108.173381696455,21189.898686088145,48866.64344738077,3241.3756226558553,0.0,0.0,24438.30756719004,315971.6041711805,83217.89203720214,426253.76947878115,2617.286729758241,24534.870894791202,12664458.349998776
2047,'B2',0.1,10101.348921009083,108676.53777127428,23094.21105547651,2247.819592207025,183226.70805627562,1398.0118596960892,9549.14211739181,58884.09706014036,22618.853448477304,52906.024282034356,3402.9700773723926,0.0,0.0,26169.126423675916,357228.8406040575,89731.35238534783,476105.7242416099,2669.55597444865,47182.39878831552,12654237.049998775
2048,'B2',0.1,10789.853377416835,119193.69698091604,26744.392049169357,2424.9415106277006,202523.30268312787,1581.1494233798408,9940.730336811224,65999.19127707943,24075.954886952917,56993.65236605017,3512.692959022253,0.0,0.0,27765.24356284304,396576.26923831285,96034.31923922342,523779.5578509056,2646.411284788367,45027.422324371284,12646640.349998776
2049,'B2',0.1,11214.401356642058,119616.79073119328,26773.710425696278,2542.352532948147,208408.35045004904,1735.3697527018392,10285.107564919064,72968.5934158591,25572.12868132375,57594.67908484995,3664.4065699535845,0.0,0.0,29082.870469877995,409526.9718858407,98288.29664222783,540375.8905664971,2679.490197581758,13916.84251801771,12639631.799998775
2050,'B2',0.1,11214.401356642058,119616.79073119328,26773.710425696278,2542.352532948147,208408.35045004904,1735.3697527018392,10285.107564919064,72968.5934158591,25572.12868132375,57594.67908484995,3664.4065699535845,0.0,0.0,29082.870469877995,409526.9718858407,98288.29664222783,540375.8905664971,0.0,0.0,12633114.699998777
2051,'B2',0.1,11214.401356642058,119616.79073119328,26773.710425696278,2542.352532948147,208408.35045004904,1735.3697527018392,10285.107564919064,72968.5934158591,25572.12868132375,57594.67908484995,3664.4065699535845,0.0,0.0,29082.870469877995,409526.9718858407,98288.29664222783,540375.8905664971,0.0,0.0,12617661.149998777
