'year','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit'
2015,'B1',0.2,15176.453749998049,39148.55799999766,33535.71974999737,9019.251999999791,73188.57949999464,14503.386499998096,12681.05199999919,43099.099749997,26438.268249997345,25228.558249997608,22660.126999998778,24126.182499998355,13522.6737499998,48103.55274999284,169896.4182499895,131173.13449998552,352327.9110000527
2015,'B1',1.0,15193.85674999805,38964.03299999768,33555.538249997364,8995.320249999804,73289.56824999463,14467.723249998102,12671.40274999919,43155.92924999698,26497.749749997325,25268.038749997602,22611.658499998775,24098.619749998357,13561.006249999802,48105.45024999285,169807.19224998954,131262.99674998553,352330.44475005293
2015,'B1',0.5,15158.884499998057,39114.180999997654,33535.32674999737,8999.754499999792,73239.04599999463,14527.397999998104,12759.441999999186,43047.81824999704,26483.137749997328,25188.275749997618,22627.745749998783,24127.52874999835,13507.189249999803,48132.80249999283,169803.81749998947,131224.30274998554,352315.7282500528
2015,'B1',0.1,15185.695499998044,39006.100499997665,33530.597749997374,9010.960249999793,73306.74399999462,14430.692999998095,12652.768999999187,43158.576749996995,26566.181749997304,25211.8214999976,22577.96174999879,24076.46574999836,13602.803499999798,48077.52699999284,169799.8012499895,131285.2372499855,352317.3710000528
2016,'B1',0.1,15222.295749998051,39384.06174999764,33685.12699999736,9046.947249999781,74399.96449999457,14511.309749998129,12646.556249999187,44874.07124999698,26755.096499997315,25329.803749997605,22761.421249998875,24653.404749998368,13625.3082499998,48201.94624999286,173197.75674998938,132340.85949998547,356895.36800005153
2016,'B1',1.0,15224.983999998054,39332.46374999764,33705.38674999735,9030.165999999788,74378.02349999458,14541.260999998134,12668.327999999188,44885.388999996976,26695.03499999733,25395.551499997604,22784.580249998857,24679.098249998366,13573.230749999802,48228.02299999287,173224.5782499894,132286.09099998546,356893.4977500517
2016,'B1',0.2,15206.777999998052,39545.98174999763,33690.36474999735,9048.15999999978,74289.70324999459,14576.52274999813,12674.43774999919,44789.729749996986,26640.74924999735,25350.90424999761,22838.18349999883,24716.138249998367,13535.701249999802,48226.27624999287,173303.5702499894,132218.70249998546,356903.3545000514
2016,'B1',0.5,15190.011749998064,39506.40174999763,33695.90949999735,9035.001749999778,74333.77724999457,14600.935749998136,12751.686499999183,44769.209499997,26673.791749997334,25305.46999999762,22807.327499998843,24704.467749998366,13529.693999999807,48257.526749992845,173232.98024998934,132258.3722499855,356903.6847500515
2017,'B1',0.2,15171.576499998077,39570.83749999771,33790.08549999734,9028.143249999795,75111.70249999454,14621.141749998154,12303.262749999323,45978.05974999681,26632.69574999741,24712.966499998085,22776.41724999894,25033.694249998385,13572.353249999807,48246.07124999289,175751.26549998944,131150.79424998612,358302.93650005566
2017,'B1',0.1,15185.01674999808,39427.88474999773,33775.25474999735,9007.841499999802,75218.82574999455,14551.328749998158,12249.929249999333,46078.83199999678,26696.481749997387,24693.98699999808,22677.561249998995,24975.757249998394,13641.864499999805,48197.24324999289,175631.58724998945,131196.92924998616,358180.56525005575
