'year','sc','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit','total_benefit_5','total_benefit_34'
2032,'B2',0.5,15992.440249998244,30231.221249998187,34381.707499997436,9827.606500000753,57298.17899999619,16081.511749999629,12195.992249999983,48335.12349999454,23434.01349999644,20751.12174999799,22834.040499998966,26925.113499998697,14501.937000000382,46427.1164999923,151480.80649999133,131962.9329999865,332790.008250048,821715.6380115838,3043202.22523917
2033,'B2',0.5,16128.406249998217,42824.55899999731,34689.865249997354,9858.088250000761,78063.14599999443,16102.962999999627,12263.837749999992,50086.02649999432,23590.172499996417,24294.790499997747,23038.720499998864,26931.389499998695,14501.937000000382,46965.61599999218,184795.5927499968,137589.5797499859,372373.9020000528,866599.0380133565,3233492.8972343626
2034,'B2',0.5,16011.446249998238,43321.69399999716,34708.06999999735,9853.702250000759,78161.99049999443,16101.099499999627,12526.997749999977,51021.17374999401,23521.678499996422,25408.834499997873,23035.79649999887,26931.389499998695,14501.937000000382,47142.303749992076,185442.9129999968,139497.4797499855,375105.8100000543,913978.0720152277,3424150.898979546
2035,'B2',0.5,15778.988249998307,42901.072249997305,34717.60049999735,9836.158250000746,78256.06974999442,16102.561499999627,12266.76174999998,50208.47249999418,23527.147249996433,24326.954499997748,23040.182499998864,26934.527499998698,14501.937000000382,46270.19324999234,185411.48599999704,137700.57149998588,372398.43350005255,958301.5260169783,3615294.0532247173
2036,'B2',0.5,15979.282249998249,42852.122749997325,34457.21799999743,9846.080500000751,78356.13999999443,16073.376499999651,12262.375749999987,51085.78824999393,22082.91499999657,24389.820499997757,22860.73574999895,26934.527499998698,14501.937000000382,46987.551749992104,184563.8962499971,137114.68899998616,371682.31975005084,1003098.6680187476,3805369.8719699155
2037,'B2',0.5,15776.679749998313,42876.97674999732,34481.36849999743,9851.928500000759,78413.32299999442,16102.561499999627,12301.849749999983,50346.40124999404,22156.608499996542,24357.656499997756,22841.35049999896,26937.665499998697,14501.937000000382,46081.182999992365,184707.83224999713,137141.1089999861,370946.3070000499,1046835.860020475,3995854.6049651033
2038,'B2',0.5,15785.451749998307,42856.50874999732,34483.96824999743,9866.548500000756,78460.97549999441,16099.63749999963,12252.14174999998,50554.33524999397,23622.679249996418,24378.124499997753,22851.584499998957,26937.665499998697,14509.871500000383,46276.16749999231,185976.28099999705,137383.93049998605,372659.4925000522,1090652.0000222055,4188044.302460248
2039,'B2',0.5,15637.85049999832,30749.681249998146,30505.069249997934,9708.927500000722,56225.83249999631,15924.906749999707,12223.715249999977,43845.539999994224,22164.297749996545,20259.41774999801,22810.32424999897,26940.803499998692,14509.871500000383,45749.919749992376,141608.0164999914,131693.50949998663,321506.2377500398,1134516.386023938,4329105.857215742
2040,'B2',0.5,15774.371249998314,42867.501249997316,34507.268749997434,9855.788750000758,78532.45424999441,16099.63749999963,12284.305749999992,50724.64224999386,23617.589749996416,23200.869749997815,22813.57249999897,26943.94149999869,14512.269750000383,46199.35199999234,185291.84174999734,137268.42099998603,371734.213000052,1178187.7880256628,4520650.994973772
2041,'B2',0.5,15497.844749998349,31139.96874999812,30325.157499997957,9762.44075000073,57995.779249996136,15850.130499999726,12223.715249999996,48941.82399999391,22249.362999996534,20467.28524999799,22809.565749998965,26952.615749998688,14512.269750000383,45521.86974999243,148719.80249999295,131879.0194999866,328727.9602500426,1221894.278027389,4669225.482730001
2042,'B2',0.5,15783.143249998308,42866.74274999732,34529.253749997435,9839.70675000075,78599.1677499944,16071.914499999652,12347.171749999985,50236.96224999376,22240.156749996553,24366.428499997754,22842.81249999896,26952.615749998688,14512.269750000383,46015.79424999237,185012.14499999717,137165.01624998613,371188.3460000495,1265670.944029118,4860250.81423801
2043,'B2',0.5,15434.385249998355,30704.46924999815,30750.20874999786,9750.365500000733,56506.97074999629,15926.368749999701,12228.53549999998,41847.18799999425,22170.002749996554,20505.24224999799,22787.31149999898,26952.615749998688,14512.269750000383,45311.45749999245,140386.62349999146,131839.89174998656,320075.93375003815,1309416.9080308457,5000245.033493879
2044,'B2',0.5,15508.188749998337,31200.2349999981,32795.48349999755,9713.491250000727,62398.976749995796,15912.507249999708,12199.295499999984,43887.05474999409,22141.196999996555,20370.25474999801,22805.55899999897,26955.753749998687,14512.269750000383,45290.395999992455,150257.26499999381,132072.06874998653,330400.267000041,1353184.8020325743,5150586.862500182
2045,'B2',0.5,15794.839249998302,42918.2919999973,34522.15774999744,9847.01675000076,78689.7074999944,16073.376499999651,12259.451749999982,51195.28624999361,22175.52649999656,24398.592499997758,22821.26174999897,26955.753749998687,14512.269750000383,46065.502249992365,185997.27999999732,137084.5669999862,372163.53200005036,1396924.9180343018,5342776.56000824
2046,'B2',0.5,15678.478499998331,39699.010749997535,30552.911999997912,9851.457750000753,62331.8404999958,15941.692249999687,12240.176499999985,51348.22474999354,22222.90399999654,20784.044249997987,22820.937499998967,26955.753749998687,14512.269750000383,45853.62799999237,159542.310749999,136846.3952499862,344939.7022500477,1440745.4440360325,5507714.548515155
2047,'B2',0.5,15534.015499998337,30711.02074999816,30687.465249997906,9747.062250000736,56506.5479999963,15927.83074999971,12193.392499999978,42276.20299999411,22168.216499996546,20507.193499998008,22810.32424999898,26955.753749998687,14512.269750000383,45377.840999992455,140960.54724999148,131647.0849999866,320537.29575003806,1484463.6300377592,5648408.773521054
2048,'B2',0.5,15436.226499998353,30987.87149999813,30478.894249997935,9752.206750000723,56570.22749999628,15915.43124999971,12235.086999999996,44291.759999993825,22114.55674999657,20364.082499998007,22814.710249998967,26955.753749998687,14512.269750000383,45459.16874999244,142261.9677499915,132183.84174998652,322429.07775003917,1528237.372039488,5791002.024027032
2049,'B2',0.5,15790.563249998297,42598.22974999734,34519.466499997434,9809.818250000752,72701.55099999491,15991.669499999676,12271.147749999984,44646.15749999377,22145.25874999654,24357.656499997753,22825.268499998972,26955.753749998687,14512.269750000383,45951.471999992355,173523.93774999242,136716.3872499862,359124.81075004296,1572011.114041217,5970355.972534551
2050,'B2',0.5,16382.563249998138,43359.81599999716,34799.411999997355,9952.280750000744,78866.02174999438,16102.561499999627,12797.681749999965,52878.63174999312,23829.760999996346,25411.75849999787,23040.182499998864,26955.753749998687,14512.269750000383,47640.828999991965,188107.77574999735,140116.9759999853,378888.6942500563,1620276.1200431231,6165040.7400427135
2051,'B2',0.5,16382.563249998138,43359.81599999716,34799.411999997355,9952.280750000744,78889.84799999438,16102.561499999627,12797.681749999965,52997.76299999307,23829.760999996346,25411.75849999787,23040.182499998864,26958.891749998686,14512.269750000383,47640.828999991965,188250.73324999737,140120.1139999853,379034.78975005617,1668539.6640450293,6359933.430050884
