'year','sc','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit','total_benefit_5','total_benefit_34'
2015,'B2',0.5,16358.860999998129,39045.09099999751,33778.16124999735,10007.963500000757,72691.52099999467,16297.077249999673,12786.672499999973,41859.360249996615,22853.4919999963,24899.885999997863,23066.714499998896,25390.23424999869,14455.955750000372,47854.267999991986,167780.65224999067,134832.95649998533,353490.9902500526,50759.17799998766,157785.4544999902
2016,'B2',0.5,16345.094749998127,39438.05149999747,33924.300749997325,9982.996500000749,73815.07349999464,16222.461499999674,12785.12974999997,43547.50099999651,22978.123249996308,25012.585499997862,22991.978249998858,25955.60374999871,14453.948250000372,47717.452499991974,171174.91174999144,135537.37049998532,357452.8482500525,100337.05999997187,321725.4149999792
2017,'B2',0.5,16255.094999998153,39343.00249999755,34011.94549999732,9904.341000000755,74642.21399999462,16178.165499999663,12270.505749999986,44657.34999999641,22885.59424999638,24062.91549999774,22777.589249998957,26256.592749998727,14462.622500000374,47541.87649999195,173484.3639999924,133658.57949998594,357707.93350005196,146564.03799995716,490225.8089999679
2018,'B2',0.5,16345.592749998134,39791.6944999975,34100.794749997316,9876.772500000761,75351.54574999458,16157.481749999652,12251.499749999986,45758.238499996245,23161.805749996325,24121.80399999774,22982.908999998865,26460.088749998722,14465.760500000375,47616.49924999197,175695.008749993,134491.3667499858,360825.98825005145,192897.7419999424,662725.245751119
2019,'B2',0.5,16018.942749998221,29304.15224999833,33909.02074999741,9836.833500000756,56332.420999996175,16139.959749999645,12148.945499999987,45128.60574999612,22959.59349999641,20444.012749997986,22767.722749998975,26610.65399999871,14474.434750000377,46747.83474999221,145851.69399999073,130632.85624998633,326075.29900004773,237574.99999992817,802906.5952522869
2020,'B2',0.5,15447.816499998338,30287.918999998223,30169.823499997918,9733.03025000073,54903.89124999633,15936.808249999716,12261.788749999985,44381.41974999586,21862.600249996518,20267.277999997998,22787.182249998972,26702.890749998704,14483.109000000379,45583.60349999243,140360.7484999911,130604.62949998652,319225.55750004406,281614.82599991414,937494.8295034082
2021,'B2',0.5,15751.645749998304,30142.187749998233,34113.927749997405,9821.947750000752,55043.00799999635,16125.907249999636,12223.935749999991,42002.17849999552,22061.267249996494,21463.08699999794,22791.178249998968,26776.472249998707,14486.24700000038,46131.363249992355,142744.49899999096,131001.04499998646,322802.9902500441,325496.75599990017,1076373.1980045652
2022,'B2',0.5,16027.776249998222,41681.05249999727,34138.28699999742,9915.515750000754,76785.07474999448,16119.48324999963,12332.123749999982,47200.70974999562,23193.328499996398,24326.410249997763,22816.765999998963,26823.237249998707,14486.24700000038,46631.87499999225,180155.11999999464,136035.90349998596,365846.0120000516,370156.46999988594,1258014.2940060785
2023,'B2',0.5,16291.150249998142,41769.976749997324,34208.15099999742,9917.914000000754,76975.56399999448,16113.347249999631,12466.627749999983,48591.270249995185,23232.441749996407,24302.369749997746,22829.254249998965,26856.107999998705,14489.38500000038,47498.63124999197,180846.6459999951,136675.16924998586,368043.5600000525,415956.54399987136,1441103.9167576039
2024,'B2',0.5,15980.359749998242,41990.64024999731,34520.620749997346,9837.718000000756,77129.15699999448,16102.202499999641,12298.711749999988,48167.52174999524,23164.112749996457,24296.57674999775,23023.012999998868,26879.077999998703,14492.523000000381,46669.790499992225,181505.4569999951,136704.66649998588,367882.23525005224,460818.01399985707,1625295.5287591384
2025,'B2',0.5,16285.917749998145,42648.33174999716,34558.74274999735,9922.514000000752,77272.11449999447,16114.394749999627,12572.105749999984,49238.118499994875,23374.530749996404,24332.04399999775,22829.966249998968,26883.357249998702,14495.661000000382,47511.641499991965,182146.57774999551,137846.46624998556,370527.7990000526,507419.2639998422,1810679.229760683
2026,'B2',0.5,16368.405249998139,42593.16074999722,34324.963999997424,9938.810000000745,77386.48049999448,16110.202999999628,12582.339749999985,49456.90774999477,23442.9204999964,24652.601249997777,22848.24999999896,26890.3729999987,14495.661000000382,47597.41349999198,182462.39024999554,138008.15949998566,371091.07675005234,553956.1860010086,1996908.4822622344
2027,'B2',0.5,15781.439749998306,42427.96049999731,34321.39149999742,9810.154000000755,77486.55074999447,15951.3914999997,12269.685749999986,48524.70174999491,22002.517249996552,24402.978499997764,22818.863499998963,26898.1284999987,14495.661000000382,45868.887999992396,181715.08499999603,136584.33774998615,367191.4242500493,597760.6300027387,2182153.568260922
2028,'B2',0.5,15778.372749998307,30711.591249998153,34348.79024999742,9827.698000000755,55877.34649999632,16088.337249999648,12267.520249999989,43252.797999995,22156.18649999653,21470.402749997946,22826.173499998964,26905.144249998695,14498.799000000381,46025.64374999236,145220.81249999092,131885.13624998648,326009.16025004216,641516.8280044668,2326437.921757277
2029,'B2',0.5,15984.514749998243,42633.24549999731,34630.25274999735,9858.400000000758,77700.98699999445,16107.780999999626,12278.457749999987,49309.05449999469,23431.462999996416,24430.756499997766,23034.860249998866,26909.423499998695,14498.799000000381,46759.3477499922,183537.2754999963,137495.1894999859,370807.9955000522,686455.7840062417,2514517.6845025257
2030,'B2',0.5,15999.13474999824,42970.753249997215,34341.91449999744,9848.166000000752,77791.52674999445,16105.773499999626,12247.75574999999,49218.256999994635,23445.75874999642,24348.884499997752,22834.56624999896,26922.715249998695,14498.799000000381,46514.43524999228,183778.3577499965,137265.029499986,370574.00525005255,730739.7640079907,2703165.76874776
2031,'B2',0.5,15972.818749998249,43235.91949999716,34658.87549999735,9897.348250000754,77882.06649999444,16101.64499999963,12794.543749999966,49930.09749999443,22888.594749996482,25411.75849999787,22832.57849999897,26922.715249998695,14501.937000000382,46708.17774999222,183910.99999999645,139388.60749998546,373030.898750052,777684.5840098448,2891772.2684929953
