'year','subsi_scenario','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_debt','total_wu'
2022,'B2',0.5,906.4565350528148,24169.55490686016,3034.5491948167924,250.01988585857168,43911.88799295773,146.37160908835008,1117.7758385236318,6815.722614859617,2278.2086989728027,9226.726183944276,346.82767499700475,0.0,0.0,2387.842017730566,75167.74331392779,14274.885885918615,92204.10113588987,1725643750.0
2022,'B2',0.2,943.3199837432288,24079.399897742773,3009.5658093819115,217.73263755517652,42655.13007268642,117.53326209328009,1212.206027733971,6846.245682191236,2107.7592504054123,9343.7447242751,387.1601256164194,0.0,0.0,2320.1784131918826,74123.49888578181,13980.941922168535,90919.7974733835,1726756250.0
2023,'B2',1.0,973.1203220248814,24254.223581768663,2878.3505702453076,262.80611895195165,43260.67152403745,142.8171258195051,1303.538881993144,6930.722379764135,2305.196003354084,9646.713433420971,435.96459162599035,0.0,0.0,2355.7304186845995,74438.45696989668,15136.082619759953,92394.12453296261,1717000000.0
2023,'B2',0.5,937.6538344048124,24352.189096816168,3078.7453688987966,253.91954827757172,43911.88799295773,146.37160908835008,1243.214979668144,6815.722614859617,2374.5670634272296,9551.048108457808,423.5210359040055,0.0,0.0,2441.2207498497764,75167.74331392779,15106.247270628372,93088.84125271648,1716006250.0
2023,'B2',0.2,973.2173956222265,24241.885831867334,3051.1622085179156,224.2320749201766,42655.13007268642,118.18320582978009,1344.1446062434838,6846.245682191236,2193.026898476234,9661.567211423631,458.0039928949201,0.0,0.0,2365.066203873488,74123.49888578181,14783.05583873579,91766.79918063009,1716106250.0
2023,'B2',0.1,931.0443964207408,24404.838578742205,2950.380927047794,244.0109635480565,42917.13003808554,137.4828567651601,1261.5529463602509,6538.49940868091,2439.8227377277344,9632.33734741973,418.7006675968502,0.0,0.0,2328.0603919051246,73997.896414529,15083.510728370684,91875.8008683519,1715525000.0
2024,'B2',0.1,1096.6939065647425,24583.824278262513,2950.380927047794,284.01953167605683,42917.13003808554,150.20715039332012,1483.3548328242734,6861.375572521048,2652.743052375397,9968.549700635438,419.40257230085024,0.0,0.0,2810.4221039326717,73997.896414529,16093.029710634464,93367.68156263205,1706075000.0
2024,'B2',0.5,1106.1109633648155,24531.174796336476,3078.7453688987966,299.5433540375726,43911.88799295773,159.79780742051008,1477.6511508041679,7147.723539851759,2581.1702357388936,9890.068080489513,424.9248453120055,0.0,0.0,2926.3000717371388,75167.74331392779,16128.400537564143,94608.79813515638,1707568750.0
2024,'B2',0.2,1143.7802386942355,24408.23724671562,3051.1622085179156,268.4520712721762,42655.13007268642,131.6094041619401,1582.090300899508,7199.303748303386,2365.7586270835795,9984.44337526335,459.4078023029201,0.0,0.0,2838.825041540683,74123.49888578181,15785.510769481505,93249.37509584578,1706225000.0
2024,'B2',1.0,1139.47173687289,24431.103567176968,2878.3505702453076,303.5165917839525,43260.67152403745,149.1792726335851,1513.4083884891654,7276.761398836283,2518.773218227665,9970.99340666869,436.66649632999037,0.0,0.0,2864.107609238214,74438.45696989668,16112.477067501506,93878.89617124655,1707150000.0
2025,'B2',0.1,1118.09088772324,24583.824278262513,2950.380927047794,288.446493295057,42917.13003808554,150.20715039332012,1601.4071426642597,6861.375572521048,2768.8184200414125,10325.657937901397,507.20397774435355,0.0,0.0,2854.7863355768823,73997.896414529,16753.526741983223,94072.54282562497,1698118750.0
2025,'B2',0.5,1136.361867761312,24531.912623272976,3078.7453688987966,302.4946617835727,43911.88799295773,160.53563435701008,1583.8982296601555,7147.723539851759,2682.441756947805,10217.663240295475,520.8423470570091,0.0,0.0,2989.1572845209544,75167.74331392779,16731.252452411703,95274.50726278771,1699831250.0
2025,'B2',1.0,1172.6739490153861,24431.841394113468,2878.3505702453076,307.20572646645263,43260.67152403745,149.9170995700851,1624.0824289641525,7276.761398836283,2639.2282397855743,10322.199028442648,520.7787670909935,0.0,0.0,2923.2283796124257,74438.45696989668,16758.170252393167,94583.71012651238,1698681250.0
2025,'B2',0.2,1171.0798353447324,24408.23724671562,3051.1622085179156,269.9277251451763,42655.13007268642,131.6094041619401,1685.386072009496,7199.303748303386,2462.5558789463857,10329.74638154531,541.3065922544232,0.0,0.0,2886.878407867393,74123.49888578181,16393.52747288456,93905.44516557551,1698825000.0
2026,'B2',0.5,1136.361867761312,24593.69961294107,3107.3783641108053,302.4946617835727,43911.88799295773,160.53563435701008,1693.1557113901554,7156.012038465761,2770.6012422058316,10421.86170614929,605.234332945009,0.0,0.0,2996.6922832609544,75167.74331392779,17308.433355895497,95859.22316501259,1693068750.0
2026,'B2',1.0,1172.6739490153861,24493.62838378156,2903.9695659613153,307.20572646645263,43260.67152403745,149.9170995700851,1737.1074100641524,7283.542897702285,2729.6482246656014,10517.355495808471,606.6777527269934,0.0,0.0,2936.7913773444257,74438.45696989668,17323.29515789297,95162.39802974525,1692062500.0
2026,'B2',0.2,1171.0798353447324,24494.88973222575,3073.013704863922,269.9277251451763,42655.13007268642,131.6094041619401,1799.918052857496,7206.838747043388,2547.7013647084113,10534.698347273124,637.7545761264231,0.0,0.0,2895.920406355393,74123.49888578181,17001.601871202336,94522.56156238244,1692706250.0
2026,'B2',0.1,1118.09088772324,24663.695264906633,2979.767422133803,288.446493295057,42917.13003808554,150.20715039332012,1708.4041247722596,6871.171070883051,2857.7314051734393,10506.497907661233,599.1309623723535,0.0,0.0,2865.3353338128823,73998.649914403,17329.954145593023,94660.27272734586,1690956250.0
2027,'B2',0.5,1434.2941884973282,24755.83898753131,3148.198448846853,346.23458609157217,43911.88799295773,392.9454597576903,1940.5125247181522,7713.319005079922,4197.197948731794,10763.485597726976,698.843981501048,0.0,0.0,4041.423480626182,76070.04028313041,18798.1051626002,99302.75872137988,1687881250.0
2027,'B2',0.2,1462.3216333787886,24686.440435230037,3113.83378959997,320.45487908717564,42655.13007268642,262.23961968831986,2026.159040657493,7729.455428861539,4058.539124846595,10859.731233078826,720.7579584524422,0.0,0.0,3815.542111906335,75169.34310008487,18401.80202137882,97895.06321550783,1687756250.0
2027,'B2',0.1,1428.137747941276,24840.163235390897,3014.554413861849,330.67814435105646,42917.13003808554,321.8508645198201,1975.3684903762562,7436.773540383214,4113.29347380085,10845.859389360921,678.3153081023524,0.0,0.0,3803.0563183878266,74798.41313710532,18827.486273989547,97902.1246461141,1685056250.0
2027,'B2',1.0,1434.3593582373828,24682.162540281843,2947.1004140413816,357.732880408452,43260.67152403745,334.4778432706251,1989.7431797741492,7811.438535902437,4120.5103889734455,10843.142518240173,730.5979267210923,0.0,0.0,3870.9350926534444,75347.58952219934,18829.557970369664,98511.9371098284,1685956250.0
2028,'B2',1.0,1696.9158442123544,36408.589168149745,2971.1055784733862,408.74385482645033,64679.2574249234,348.0769454299151,2249.3471187783257,13377.028849118571,5574.23887704814,14009.982356419358,822.915876089741,0.0,0.0,4687.370592199113,112418.74200843045,24860.6423998209,142546.2018933778,1680231250.0
