2020,'B1',0.1,398.4587412094977,15909.130946728274,2706.050749705486,165.80356421850047,29671.547239023865,126.03118728200006,438.8707736894947,2913.6988221259808,1161.945177931994,7137.538119838682,65.68552681099982,0.0,0.0,997.6178335534908,51609.326996295524,8087.816018715657,60694.76084856383,240459.99999980433
2020,'B1',0.2,409.22364282049836,15739.538918275812,2681.782506599986,119.35335858999981,28982.829624361933,111.48912721100005,461.1370164609943,2771.7112397324804,1279.2642050169932,7038.15936803868,81.39986807099974,0.0,0.0,966.2445134349914,50596.03468238513,8113.6096793591605,59675.888875178585,240520.89999980477
2020,'B1',0.5,395.8147302874981,15784.54987716529,2580.5546598719866,122.7937430854998,29596.74365108787,116.33648056800006,450.1940911809942,2790.650224084981,1103.9780419974945,7259.79334696069,91.52758594149974,0.0,0.0,938.9407474989919,51382.79157377505,7971.204110957652,60292.93643223101,240570.29999980453
2020,'B1',1.0,381.2726702164986,15678.857543268818,2673.661615910986,147.4723905440003,29198.937859088903,145.42060071000006,439.17528774449437,2794.4110062149803,1195.5298277764937,7149.546382126693,81.31949751099974,0.0,0.0,982.6238330669917,51010.96854423559,7892.012303810148,59885.60468111214,240348.4999998057
2030,'B1',0.2,453.11731435149767,36122.19596028003,2856.57657588002,191.47983788199957,68497.12384599168,302.22848263300034,1010.6128471109915,14347.130892609535,5978.088925195938,12671.954720059488,308.5339542574972,0.0,0.0,2267.3858103514494,121317.83038812873,19153.8271577364,142739.0433562341,209955.99999979875
2030,'B1',0.1,434.18638821599694,36359.40674896793,2890.5108950520194,225.69881792450047,69538.30072904448,330.3617019780004,944.8549724724943,14599.262740102578,5749.2841103804585,12668.641187983461,275.3817734059984,0.0,0.0,2320.094758114459,122585.67897203553,19110.1163353464,144015.89006551402,120906.99999996326
2030,'B1',1.0,425.97278982649806,35977.142935535485,2852.9024887440173,212.8275411520003,68723.07164429844,369.40760063900046,963.2964658139946,14558.132829903047,5730.901406024461,12556.062966850486,295.34806932599787,0.0,0.0,2425.7111580079554,121124.47050609929,19114.885073971927,142665.06673809665,234500.39999975852
2030,'B1',0.5,431.1708471899974,36691.986168741045,2738.472005218015,176.2996965699995,69417.28925476862,266.1223032930003,1000.9537054819921,14441.636008002542,5721.518960212965,12842.471446119464,307.8562447954978,0.0,0.0,2138.0089657269573,122556.74587686518,19341.021797768462,144035.77664037736,234609.5999997584
2040,'B1',0.2,1199.3818597999968,58320.939666980266,6501.064802974441,351.703416641999,107888.89155001451,465.52242113300036,1614.4793955979737,24597.01573695143,11120.024775713913,23520.170604197756,513.9584480564953,0.0,0.0,4580.650038023504,199484.9138707054,32027.588769275964,236093.15267809125,130764.2999999523
2040,'B1',0.1,1129.3566793535022,58921.31710306785,6139.488222138458,445.62751808699926,109022.20401391224,494.8116513340004,1485.05404586148,25767.318804229257,11583.926541635401,25013.332279022106,482.21723399199647,0.0,0.0,4576.190815752482,204004.6088057557,31903.854471073835,240484.65409266483,44547.900000009984
2040,'B1',0.5,1145.8422543325025,59009.47061632895,5970.243541932466,333.11511778449886,109134.29433302215,429.1967418970003,1607.5413855809754,24846.420121485633,10929.16845822846,22887.40597570367,520.3838001319953,0.0,0.0,4534.273293411006,199769.36408090318,32509.444972062083,236813.08234645842,233933.79999973322
2040,'B1',1.0,1150.0805025225018,58180.38733326774,6477.338720634937,436.4400061094986,108538.08679555885,575.6907259179998,1559.7404054414812,24976.049681931418,10687.08054972348,22433.735811468912,487.5461496724957,0.0,0.0,4812.511222312003,198560.92257077046,32128.74288911247,235502.17668228032,233937.09999973356
2050,'B1',0.2,3647.2452671630404,115093.6593638045,25110.96356858085,1029.274619867999,223604.33196078453,1578.7534606689987,2910.6735194460202,77987.01478558319,26200.8298382919,56236.09400306051,1024.7306755510078,0.0,0.0,11567.871671568417,460515.3464150527,62340.35297584327,534423.5710622139,77409.3999999966
2050,'B1',0.1,3346.979533955537,115873.70183868654,27586.53318645753,1122.1765612644995,227615.98621846744,1552.5685549219988,2714.0724915480287,78370.64160696982,25203.515997250353,55049.76074941594,1037.2636857260034,0.0,0.0,10083.618504746883,467023.0807330463,62366.50118651485,539473.2004240041,28671.499999999607
2050,'B1',0.5,3804.7322567175474,114477.96519936311,24957.62296010043,897.2002901099997,222265.67602770773,1704.1366934899986,2813.7197605800275,75179.11190428352,23031.41295304352,47917.01290101661,963.0904456200079,0.0,0.0,11751.683305247918,443541.0744057649,62718.92368070455,518011.68139156915,206934.79999976538
2050,'B1',1.0,3506.4948039500337,113716.15139180512,25609.895096736804,1112.9248918609999,221515.28310496805,1700.4675276049977,2879.5028393715274,75020.69635489596,22730.073327833878,47610.63376871877,961.3856729845072,0.0,0.0,11612.319679014898,441476.5109339622,63274.67816744628,516363.5087802756,234681.2999997181
