2015,'B2',10.0,16667.038499998096,39564.315999997474,34374.799999997274,10059.530000000757,76197.25649999469,16524.834999999606,13244.215250000037,45823.640499996895,23787.867999996302,26931.96749999771,23779.75099999888,26358.120999998653,14648.866250000387,48902.25549999194,177971.37724999266,138065.45924998468,367962.20550005534,51534.03799998741,173358.84974998917
2016,'B2',10.0,16858.258749998062,40310.32899999738,34886.960999997216,10084.865250000754,78586.59399999477,16587.588249999593,13303.831250000014,49109.193749996186,24176.60999999631,27289.976249997733,23889.351249998785,27216.665249998627,14858.191750000396,49011.69124999188,185274.73124999477,139848.87974998445,377158.4157500568,100902.85399997169,359012.8499999767
2017,'B2',10.0,16982.266999998064,40574.77299999743,35287.90874999718,10040.169750000765,80271.83649999465,16665.899999999554,12790.535250000046,51657.58824999553,24364.902249996383,26570.76374999773,23736.271999998855,27834.302999998607,15072.789250000415,49168.694749991875,190584.76749999655,139073.43299998483,381850.00875005947,146103.5079999573,553926.3322502126
2015,'B2',10.0,16599.262249998115,39520.15574999748,34393.62799999726,10149.689250000749,76251.04249999468,16492.3764999996,13214.886250000021,45804.47799999691,23711.835749996335,26935.14749999771,23769.773999998884,26388.41399999862,14636.798500000388,48820.910999991975,177951.42374999262,138072.03999998464,367867.48825005547,51538.42399998741,173358.84974998917
2016,'B2',10.0,16777.740749998084,40265.316999997376,34890.480749997216,10179.48275000075,78632.07524999477,16536.18599999959,13259.982000000024,49063.264499996185,24186.44749999633,27288.137249997733,23901.623749998784,27217.068499998626,14813.42375000039,48985.500249991936,185291.29299999477,139711.32299998446,377011.22975005663,100954.02399997167,359012.8499999767
2017,'B2',10.0,16890.70874999805,40544.76024999743,35269.68499999719,10110.779750000764,80292.54124999465,16595.630749999556,12823.366250000052,51615.948999995526,24375.818999996372,26614.59599999774,23766.641249998847,27778.728749998594,15028.24375000041,49059.7697499919,190620.47999999655,139004.08649998487,381707.4497500594,146289.18199995725,553912.4707502124
2018,'B2',10.0,17165.301499998008,41238.47724999738,35512.57949999717,10148.05225000075,81364.01799999454,16725.77649999951,12919.638000000043,53966.51949999481,24892.607999996304,26882.051999997762,24068.662249998735,28074.66424999855,15213.74375000042,49447.264499991914,194740.32199999684,140961.39274998452,388172.0927500674,191046.849999943,755541.8497518923
2019,'B2',10.0,17104.39299999809,30591.424249998232,35426.90474999721,10157.784750000752,59962.85149999594,16833.86374999947,12898.929000000033,53511.79199999438,24895.039249996356,22117.583749998106,23991.325249998794,28345.314749998513,15439.457250000436,48925.985749992135,161714.3969999947,137717.1282499848,351276.6632500616,233703.6239999294,921540.2430032752
2020,'B2',10.0,16722.438249998228,30682.745749998205,31052.71549999775,10109.020000000753,58901.752749996034,16797.576249999533,12897.284500000029,53181.75299999386,23753.58749999644,22717.283249998105,24020.723499998796,28637.560999998466,15652.459500000454,48115.034499992325,156360.051999994,138002.96124998474,345126.9007500516,275123.5459999162,1081418.7840046072
2021,'B2',10.0,17314.01474999814,30625.8877499982,35705.60924999715,10295.879500000769,59635.20124999596,17122.601999999395,13120.25650000002,48567.910749993716,24183.435499996383,24949.738999998022,24119.689999998784,28879.07124999844,15839.260000000466,49105.86124999222,159010.3974999918,139364.73099998443,350358.5575000563,315901.6499999032,1245670.6282559757
2022,'B2',10.0,17766.28574999807,43082.792999997255,35855.23499999712,10437.301250000752,83189.79549999435,17246.969999999365,13246.900500000016,58204.19224999287,25810.650499996264,28238.728999997853,24214.00849999875,29164.469999998357,16026.060500000476,49944.063999992104,203443.43474999676,146072.7794999836,402483.3917500915,356915.13599989016,1460184.2715077628
