year,tong_luc,total_2rice_luk,total_rice_shrimp,tong_tsl,tong_bhk,total_fruit_tree_lnk,climate_maxTAS_shrimp,climate_maxPR_thuysan,climate_maxTAS_caytrong,climate_minPR_caytrong,area_shrimp_tsl_risk,area_rice_fruit_tree_risk
2015,868725.0,795975.0,172325.0,579675.0,110825.0,470725.0,37.0,400.0,36.0,200.0,0.0,925.0
2016,848750.0,813825.0,151900.0,601825.0,111625.0,470325.0,37.0,400.0,36.0,200.0,0.0,1125.0
2017,838950.0,822150.0,136000.0,618400.0,112150.0,470600.0,37.0,400.0,36.0,200.0,275.0,47750.0
2018,833375.0,826525.0,122025.0,632625.0,112950.0,470750.0,37.0,400.0,36.0,200.0,0.0,41525.0
2019,829850.0,829100.0,111225.0,643500.0,113675.0,470900.0,37.0,400.0,36.0,200.0,127850.0,67275.0
2020,827350.0,830625.0,102950.0,651875.0,114175.0,471275.0,37.0,400.0,36.0,200.0,157600.0,77625.0
2021,824650.0,832500.0,95725.0,659200.0,114675.0,471500.0,37.0,400.0,36.0,200.0,147150.0,75875.0
2022,822025.0,834350.0,89400.0,665600.0,115150.0,471725.0,37.0,400.0,36.0,200.0,100.0,63775.0
2023,819650.0,836175.0,84225.0,670800.0,115600.0,471800.0,37.0,400.0,36.0,200.0,125.0,40600.0
2024,817150.0,837900.0,79875.0,675175.0,116100.0,472050.0,37.0,400.0,36.0,200.0,550.0,58275.0
2025,814675.0,839625.0,76200.0,678850.0,116550.0,472350.0,37.0,400.0,36.0,200.0,150.0,28575.0
2026,812725.0,841175.0,73225.0,681825.0,116725.0,472575.0,37.0,400.0,36.0,200.0,0.0,28000.0
2027,810675.0,842775.0,70825.0,684225.0,116850.0,472900.0,37.0,400.0,36.0,200.0,5725.0,71400.0
2028,808450.0,844725.0,68475.0,686575.0,117000.0,473025.0,37.0,400.0,36.0,200.0,156825.0,71750.0
2029,806250.0,846750.0,66100.0,688950.0,117200.0,473000.0,37.0,400.0,36.0,200.0,400.0,55375.0
2030,804775.0,847925.0,64125.0,690925.0,117325.0,473175.0,37.0,400.0,36.0,200.0,250.0,61175.0
2031,803175.0,849350.0,62025.0,693075.0,117400.0,473225.0,37.0,400.0,36.0,200.0,2550.0,22600.0
2032,801550.0,850625.0,60125.0,695025.0,117525.0,473400.0,37.0,400.0,36.0,200.0,133350.0,65800.0
2033,800200.0,851675.0,58400.0,696800.0,117650.0,473525.0,37.0,400.0,36.0,200.0,0.0,54125.0
2034,798825.0,852675.0,56625.0,698775.0,117650.0,473700.0,37.0,400.0,36.0,200.0,350.0,14925.0
2035,797950.0,853375.0,54875.0,700550.0,117750.0,473750.0,37.0,400.0,36.0,200.0,200.0,62425.0
2036,797275.0,853900.0,53250.0,702350.0,117800.0,473675.0,37.0,400.0,36.0,200.0,4925.0,50675.0
2037,796650.0,854350.0,52150.0,703575.0,117850.0,473675.0,37.0,400.0,36.0,200.0,5350.0,69750.0
2038,795975.0,854975.0,51200.0,704600.0,117875.0,473625.0,37.0,400.0,36.0,200.0,125.0,68825.0
2039,795000.0,855850.0,50275.0,705600.0,117875.0,473650.0,37.0,400.0,36.0,200.0,183975.0,67775.0
2040,794175.0,856600.0,49350.0,706525.0,117900.0,473700.0,37.0,400.0,36.0,200.0,4075.0,67050.0
2041,792025.0,858675.0,48425.0,707525.0,117850.0,473750.0,37.0,400.0,36.0,200.0,161125.0,68150.0
2042,790275.0,860275.0,47675.0,708425.0,117850.0,473750.0,37.0,400.0,36.0,200.0,8000.0,67450.0
2043,788300.0,861700.0,47025.0,709225.0,118100.0,473900.0,37.0,400.0,36.0,200.0,191775.0,67775.0
2044,784550.0,865050.0,46500.0,710050.0,118275.0,473825.0,37.0,400.0,36.0,200.0,154950.0,65500.0
2045,781125.0,868050.0,45750.0,710875.0,118550.0,473900.0,37.0,400.0,36.0,200.0,5850.0,64075.0
2046,778250.0,870425.0,45075.0,711725.0,118850.0,473925.0,37.0,400.0,36.0,200.0,103900.0,63525.0
2047,775375.0,872775.0,44500.0,712425.0,119175.0,474000.0,37.0,400.0,36.0,200.0,197250.0,64850.0
2048,772275.0,875475.0,43875.0,713325.0,119425.0,473875.0,37.0,400.0,36.0,200.0,186125.0,62100.0
2049,768900.0,878375.0,43150.0,714400.0,119800.0,473625.0,37.0,400.0,36.0,200.0,56225.0,63725.0
2050,765250.0,881250.0,42425.0,715500.0,120125.0,473700.0,37.0,400.0,36.0,200.0,0.0,0.0
2051,762150.0,883950.0,41600.0,716725.0,120350.0,473475.0,37.0,400.0,36.0,200.0,0.0,0.0
