'year','sc','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit','total_benefit_5','total_benefit_34'
2037,'B2',0.1,15764.87274999831,42881.46499999732,34469.12124999742,9850.079500000764,78467.66399999442,16174.742999999618,12350.820749999993,50274.52049999407,22198.421249996547,24394.198249997753,22823.94699999897,26957.512499998684,14460.475500000372,46134.817999992374,184857.99974999708,137051.90999998615,371067.8412500501,1047606.3340205054,3997538.777215061
2038,'B2',0.1,15709.932249998326,42868.30699999732,34512.656999997416,9861.775500000762,78515.31649999441,16173.28099999962,12295.264749999986,50387.424499994006,23560.15149999644,24347.414249997746,22822.662749998974,26957.512499998684,14460.475500000372,46150.59199999238,186031.583499997,137266.88599998606,372472.1750000524,1091245.572022229,4189693.8209602064
2039,'B2',0.1,15417.757999998355,30923.376499998143,30435.9139999979,9787.378500000741,55822.743999996346,15918.305249999721,12237.977499999995,43937.90299999425,22220.73049999653,20225.62424999802,22815.40774999897,26960.650499998683,14460.475500000372,45540.41674999245,141165.67899999145,131975.63449998654,321164.2452500399,1134982.7640239564,4330512.799465801
2040,'B2',0.1,15736.248249998318,42831.108499997325,34493.033749997434,9861.775500000762,78582.02999999441,16170.356999999622,12273.334749999989,50694.692249993874,23611.64574999642,23266.920749997807,22841.668749998964,26963.788499998685,14460.475500000372,46213.07874999237,185369.25549999732,137209.35449998605,371787.07925005216,1178664.4000256816,4522078.729473832
2041,'B2',0.1,15386.40749999836,30846.11049999814,30658.65274999791,9715.85050000073,58387.12724999611,16008.404999999682,12254.059499999994,48879.65499999393,22129.49299999658,20370.62574999799,22807.71849999898,26963.788499998685,14460.475500000372,45526.934499992465,148847.24849999248,131879.98699998658,328868.36925004236,1222341.6500274066,4670812.624480068
2042,'B2',0.1,15762.564249998306,42919.47699999731,34538.41074999743,9872.00950000076,78643.9782499944,16131.696499999634,12343.510749999985,50193.15074999377,22280.562499996526,24337.180249997753,22838.74474999896,26963.788499998685,14460.475500000372,46159.63899999238,185060.80799999717,137076.6424999861,371285.5492500498,1266191.4160291385,4861851.817488077
2043,'B2',0.1,15520.279249998337,31052.570999998137,30388.677749997943,9796.474750000747,56607.227249996286,15940.559499999712,12245.666749999986,41736.44874999429,22243.30899999655,20337.433999997993,22811.021749998974,26970.867499998683,14460.475500000372,45435.01549999247,140704.1237499914,131503.21999998664,320111.012750038,1309878.900030864,5001922.27499395
2044,'B2',0.1,15475.391499998343,30691.73774999816,32819.96399999754,9723.160500000724,62263.58774999581,15991.619499999677,12233.591499999984,43412.778249994146,22256.846249996543,20310.414499998005,22802.953249998976,26970.867499998683,14460.475500000372,45493.764749992464,149308.6584999932,131809.63499998656,329413.38775004074,1353589.7760325903,5151321.522000213
2045,'B2',0.1,15798.267749998295,42885.85099999732,34544.258749997425,9872.009500000759,78734.5179999944,16169.274249999622,12304.036749999981,51139.163249993624,22154.34699999655,24421.976249997755,22846.05474999896,26970.867499998683,14460.475500000372,46110.16724999239,186066.76824999732,137107.98199998614,372301.1002500504,1397435.156034322,5343538.942508272
2046,'B2',0.1,15701.940749998323,39877.90549999752,30687.7827499979,9846.831250000756,62099.42099999581,16020.804499999676,12261.693749999984,51205.228249993575,22238.598749996552,20313.717749997995,22831.489749998967,26970.867499998683,14460.475500000372,45939.82249999239,159154.188249999,136766.9624999862,344516.75700004766,1441118.2540360473,5508192.770265175
2047,'B2',0.1,15472.379499998344,31040.495749998146,30507.870999997926,9769.51025000074,57078.09549999624,16023.728499999677,12267.21749999999,42088.80799999413,22392.15799999652,20535.501749997988,22794.560499998985,26970.867499998683,14460.475500000372,45431.18999999247,141541.86124999143,131876.79549998653,321401.66925003857,1484843.7500377742,5649739.477521109
2048,'B2',0.1,15447.091249998353,30971.567499998142,30529.74599999793,9749.421500000735,56400.18474999629,15972.289249999692,12215.343999999994,44654.92824999382,22171.45674999657,20584.830499997996,22816.490499998974,26970.867499998683,14460.475500000372,45590.97649999244,143130.85574999146,131629.45399998655,322944.6932500392,1528608.7200395027,5792852.534277109
2049,'B2',0.1,15739.75474999831,42619.23424999734,34552.88424999742,9882.622750000755,72448.33924999494,16041.596749999679,12330.352749999984,44207.30424999378,22127.70674999655,24383.964249997753,22833.27599999897,26970.867499998683,14460.475500000372,45909.3567499924,173085.18949999238,136691.61124998613,358598.3790000431,1572433.6320412336,5971624.299784604
2050,'B2',0.1,16351.519249998142,43372.69699999716,34812.740999997346,9964.11550000075,78910.83224999439,16176.204999999618,12828.89474999996,52795.57724999314,23805.657499996363,25420.52224999787,23044.886749998866,26970.867499998683,14460.475500000372,47672.62724999198,188178.92399999732,140040.3267499853,378914.9915000562,1620724.9540431409,6166309.067292767
2051,'B2',0.1,16351.519249998142,43372.69699999716,34812.740999997346,9964.11550000075,78934.65849999437,16176.204999999618,12828.89474999996,52914.70849999309,23805.657499996363,25420.52224999787,23044.886749998866,26970.867499998683,14460.475500000372,47672.62724999198,188321.88149999737,140040.3267499853,379057.94900005613,1669016.2760450481,6361201.757300938
