'year','subsi_scenario','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_debt','total_debt_5','total_debt_34','total_wu'
2015,'B2',0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.837561301090002,0.0,0.0,0.0,0.0,9.459255695540001,0.0,3.3783056055500005,12.837561301090002,12.837561301090002,0.0,13239806.249998696
2016,'B2',0.5,0.0,0.6465725240000001,0.0,0.0,0.0,0.0,0.0,7.758870288,29.648446925089996,0.0,0.0,0.0,0.0,28.209858891539998,0.0,9.844030845549998,38.053889737089996,25.216328435999994,0.0,13089171.199998744
2017,'B2',0.5,36.641021994362525,230.48571048863658,0.0,24.64941479620752,0.0,0.6662003998975,260.4843563599212,134.33694626852537,144.0330560947977,466.34027992824593,90.60325438606016,0.0,0.0,93.8743451438725,151.89369117663043,1142.4722043961526,1388.240240716656,1303.0879821995145,47.098368780060014,13021409.549998762
2018,'B2',0.5,36.641021994362525,463.5468429253644,0.0,70.97212434884746,0.0,0.6662003998975,504.40237384805044,249.4199278133652,162.85165685055767,999.0514397835879,90.60325438606016,0.0,0.0,109.7977765525925,326.3276443357905,2142.02942146168,2578.154842350214,1189.9146016334219,0.0,12990521.44999877
2019,'B2',0.5,225.4158579954639,8069.471975640189,148.49233961592947,126.17606032409209,12987.506202888613,1.456053270195,844.142841381642,1315.647768333845,332.3449325422796,4254.927798487803,202.76236196830436,0.0,0.0,589.9605251079734,21550.43482914354,6312.108610882393,28508.34419244583,2151.559218690311,23778.630131406564,12975382.149998771
2020,'B2',0.5,803.7271469099021,16051.298392092713,3000.6138334313287,261.2286758245973,27761.173446813675,123.5339720789976,1148.1244623207604,3247.56627188543,1299.2304537396096,7595.818161094208,343.2721845354978,0.0,0.0,1865.5799621134888,48461.822943063285,11024.385115615616,61635.58700069929,2527.417909419804,30599.824898858205,12968945.199998772
2021,'B2',0.5,1161.4833767120942,24627.015871060314,3143.02165306129,321.1441609128246,43461.42490838119,124.4023124425951,1480.604534190643,7302.8180252221655,2202.263098149312,10390.197542761265,485.5857167775073,0.0,0.0,2730.0698147046896,75507.36023630391,16076.417072845958,94699.9611996218,2707.4852536969665,30356.88894525436,12965178.249998776
2022,'B2',0.5,1385.7502648730185,24793.139491920258,3315.6056369546764,329.4503419558223,43461.42490838119,125.3252214473726,1778.7041427337647,7938.70232951384,2346.558536065255,11021.467302029052,622.1762494845739,0.0,0.0,3392.5180548568737,75764.8518486369,17574.820446048485,97118.30442530004,2385.719777349774,32.623448337869995,12962872.999998778
2023,'B2',0.5,1436.7481001574954,25134.1250180385,3488.5982939000587,337.4500023926021,43461.42490838119,126.3251790019701,1982.6954838716722,7938.70232951384,2478.335775600175,11701.438439155101,757.1705193552326,0.0,0.0,3465.5149563424893,76028.84064305048,18962.544374157587,98843.01404930503,1712.9272910255554,11.782332983209999,12961588.149998777
2024,'B2',0.5,1733.7208837814667,25489.412457356055,3488.5982939000587,403.32396530556264,43461.42490838119,127.4050800333301,2391.977974757073,8500.250865821221,2781.8616654062425,12496.245598236319,759.3303214179526,0.0,0.0,4228.702340720996,76286.93698954547,20725.436461498386,101633.55201434279,2618.760001047853,171.77796398016008,12962444.749998778
