'year','sc','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit','total_benefit_5','total_benefit_34'
2015,'B2',0.1,16335.200999998127,39073.80024999751,33807.02299999733,9999.848250000761,72687.82449999466,16311.224249999683,12753.46624999996,41828.5172499966,22826.671999996317,24948.389249997865,23053.845499998904,25333.995499998702,14489.76375000037,47823.86249999201,167778.27324999066,134824.32149998532,353449.5707500526,50765.02599998766,157778.5237499902
2016,'B2',0.1,16325.777249998126,39466.76074999747,33945.62949999732,9971.341750000753,73812.60274999465,16236.608499999687,12749.525249999957,43516.7024999965,22960.771499996332,25065.85399999786,22975.907999998886,25896.226999998722,14493.69400000037,47705.02974999199,171190.78649999178,135498.4729999853,357417.4027500525,100370.68599997186,321711.5534999792
2017,'B2',0.1,16244.335499998147,39410.482249997534,34035.67249999731,9880.99025000075,74649.27374999462,16193.774499999672,12217.357249999985,44574.09974999643,22901.08774999639,24120.190749997742,22761.509999998972,26209.028249998737,14505.506250000373,47532.465749991985,173546.69849999237,133601.03099998593,357703.30875005206,146631.28999995714,490211.9474999679
2018,'B2',0.1,16327.07824999813,39842.00949999749,34127.659749997314,9856.34575000076,75339.54449999458,16171.227249999658,12246.597249999988,45748.82449999625,23151.14849999635,24170.30724999774,22964.84199999888,26422.276499998727,14508.644250000374,47594.099999991995,175767.2529999933,134492.0387499858,360876.50525005156,193036.63199994236,662704.4535011188
2019,'B2',0.1,15999.983249998228,29730.893249998302,33967.9344999974,9833.01450000076,56822.03349999614,16152.832249999647,12189.903249999994,45217.4639999961,22931.671999996423,20447.193999997973,22768.875749998977,26570.10524999873,14514.180500000375,46706.31924999225,147033.03949999064,130515.29799998632,327146.0860000478,237773.8319999281,803904.6232522952
2020,'B2',0.1,15463.329499998328,29331.10974999832,30275.991999997896,9717.582750000738,54724.76049999636,15916.087499999734,12146.801749999979,44321.10474999594,21799.722999996546,20666.759749997982,22749.093999998986,26668.27974999872,14517.318500000376,45485.10874999243,140162.8967499911,129994.15424998652,318297.9435000433,281927.69399991404,937453.2450034078
2021,'B2',0.1,15734.148249998309,29784.29199999826,34137.0312499974,9834.11300000076,55254.16474999634,16133.992249999632,12262.403749999996,41875.479999995514,22163.93649999649,21386.45749999794,22755.090249998986,26741.86124999872,14517.318500000376,46188.07099999236,142560.12949999096,130926.7979999864,322580.2892500442,325891.49599990004,1076012.7990045622
2022,'B2',0.1,16011.125249998222,41721.133499997275,34173.72749999741,9919.319500000749,76781.3782499945,16129.030249999625,12248.70124999997,47211.59849999558,23201.65849999641,24342.74949999775,22824.39149999897,26785.48824999872,14522.854750000377,46605.06749999227,180295.1987499946,135949.77674998596,365873.1565000517,370558.5199998858,1257660.8257560756
2023,'B2',0.1,16273.883749998138,41801.285749997325,34234.19499999742,9923.705500000748,76973.09324999448,16128.956249999626,12428.527249999983,48539.760249995175,23240.24599999642,24369.878999997745,22780.797999998984,26821.095499998726,14525.992750000378,47483.98699999199,180918.9639999951,136615.35374998586,368041.41825005255,416343.97399987123,1440757.379257601
2024,'B2',0.1,15943.471749998243,42043.879249997306,34541.94949999733,9847.36975000076,77131.45149999448,16114.88749999963,12263.321249999988,48172.65049999522,23194.984749996445,24361.161999997752,23014.030749998874,26839.268999998723,14529.130750000379,46664.06124999223,181586.33299999544,136730.98124998587,367997.5582500523,461337.0239998569,1624935.1297591354
2025,'B2',0.1,16273.883749998138,42691.33674999716,34582.46974999734,9927.99375000075,77274.40899999447,16128.541749999624,12558.645249999963,49181.84324999488,23354.232749996427,24412.71124999776,22807.201499998977,26843.14674999872,14529.130750000379,47487.609749991985,182246.08049999547,137808.74249998556,370565.54625005275,507998.21599984204,1810304.9692606798
2026,'B2',0.1,16339.673749998135,42628.855749997216,34319.976749997426,9938.22775000075,77388.77499999446,16122.887999999624,12510.399249999979,49404.40299999477,23432.477249996413,24652.85849999777,22824.43374999897,26843.88649999872,14529.130750000379,47550.836249992004,182470.63349999592,137891.40274998566,370935.9860000524,554413.7920010267,1996527.2910122313
2027,'B2',0.1,15786.19124999829,42495.8194999973,34337.808499997416,9840.27375000076,77492.38474999447,15947.290999999703,12228.23324999998,48416.640999994925,22098.959249996555,24425.165749997755,22803.115749998975,26850.90224999872,14532.26875000038,45806.51999999242,181915.569999996,136523.71274998612,367255.05475004925,598218.2360027567,2181855.5460109296
2028,'B2',0.1,15771.5712499983,30849.461249998145,34376.47624999742,9857.81775000076,55862.38824999634,16097.015499999636,12211.447749999976,43373.50699999499,22168.321749996543,21556.86299999794,22815.13599999897,26857.917999998717,14534.66700000038,46032.781249992375,145469.3784999909,131959.79399998646,326332.5907500422,641983.2060044853,2326465.6447572764
2029,'B2',0.1,15958.70724999824,42711.3384999973,34666.71074999734,9827.11575000076,77706.82099999445,16121.927999999623,12257.47324999999,49278.47974999469,23419.000749996438,24483.645749997762,23028.587999998872,26862.197249998717,14537.06525000038,46725.549249992226,183631.3094999964,137486.02974998584,370859.0712500525,686998.1860062631,2514531.5460025254
2030,'B2',0.1,15938.008249998247,36499.868000001945,34401.23874999742,9849.04575000076,72624.03504999753,16119.920499999624,12248.701249999982,48691.66649999498,23410.450149996534,24369.32179999776,22834.141999998967,26862.936999998718,14537.06525000038,46476.01974999232,174090.1045999938,134797.1623999883,358386.4002502136,731130.4104079813,2691648.2484003752
2031,'B2',0.1,15943.856249998249,36725.356050001945,34695.33349999734,9908.987750000746,72714.43669999753,16115.791999999623,12758.939249999954,49332.37794999481,22870.72014999659,25379.242599997855,22831.21799999896,26868.47324999871,14540.20325000038,46685.08574999224,174271.71979999376,136705.01764998806,360684.93670021987,777715.8708097922,2868769.109248231
2032,'B2',0.1,15946.780249998243,26485.758950000058,34472.25949999741,9820.943500000762,54439.53334999766,16101.127499999624,12144.684999999981,47871.16044999476,23411.483649996542,20636.316349997996,22825.369999998966,26877.887249998712,14549.617250000381,46414.401499992324,145646.4632999992,130575.18294998755,325582.92300014413,821662.4212115069,3013549.7044462296
2033,'B2',0.1,16072.512249998226,36386.846000001926,34726.32324999734,9831.501750000763,72892.31529999757,16117.109999999624,12248.17549999999,49480.5111499947,23568.401149996516,24342.684599997752,23025.663999998873,26877.887249998712,14549.617250000381,46864.098249992225,175123.99379999368,135108.343899988,360119.54945021425,866353.1296132514,3192257.707044054
2034,'B2',0.1,15983.330249998231,36796.83480000198,34735.85374999734,9847.58375000076,72969.51234999757,16115.246499999625,12477.709499999968,50437.39384999439,23438.123899996543,25376.318599997856,23027.125999998872,26881.42674999871,14549.617250000381,47099.26599999211,175739.82284999336,136773.8748999881,362636.077250226,913342.1020150783,3371320.564041873
2035,'B2',0.1,15795.347749998291,36398.64100000194,34745.38424999734,9846.121750000757,73058.82634999757,16113.784499999623,12249.637499999983,49675.992299994534,23494.762649996544,24397.070999997763,23025.663999998873,26881.42674999871,14552.015500000382,46380.84674999233,175729.78389999352,135107.861899988,360234.67530021403,957595.3800168062,3550846.395139685
2036,'B2',0.1,16013.570249998224,36421.76260000194,34443.129499997434,9853.43175000076,73146.5069499976,16116.708499999624,12242.32749999998,50548.922049994304,22061.93864999668,24338.883399997754,22834.141999998963,26881.42674999871,14552.015500000382,47072.59799999211,174758.24954999326,134607.7350999883,359454.76540021197,1002197.7836185474,3729360.3367375266
2037,'B2',0.1,15772.340249998304,36407.43500000193,34488.68424999742,9840.27375000076,73197.9716499976,16115.246499999625,12262.795499999973,49786.14304999441,22298.018399996647,24336.544199997752,22807.82599999897,26881.42674999871,14552.015500000382,46117.47774999236,175137.39909999352,134482.59194998824,358746.72080021026,1045682.6344202448,3908371.9061853574
2038,'B2',0.1,15724.09424999832,36426.73340000193,34507.579999997426,9837.34975000076,73240.8588999976,16113.784499999623,12265.719499999987,49871.77799999437,23533.01089999654,24368.123399997767,22819.521999998982,26884.56474999871,14552.015500000382,46100.147999992376,176268.04264999327,134753.83069998818,360145.1348502148,1089135.0288218374,4088879.131483152
2039,'B2',0.1,15460.368499998343,26212.194050000122,30449.842999997934,9754.939250000743,52793.32944999757,15950.370499999683,12174.806249999976,43637.264899994465,22176.58204999665,20256.94319999801,22841.68474999896,26884.56474999871,14552.015500000382,45574.246499992434,135360.39659999992,129651.50979998754,313144.9061500781,1132695.9036234366,4222345.97038316
2040,'B2',0.1,15813.891749998293,34389.484950002596,30761.006500000265,8358.927500000502,68879.48035000138,16115.246499999625,10103.172050000725,46309.83210000048,22283.264099997916,20047.912350000755,21475.237249999565,21629.63299999979,12833.283599999984,46043.319599992785,163392.90874998824,116626.97145000263,329000.3719998713,1172738.9140231994,4390309.924330676
2041,'B2',0.1,15412.413749998354,24869.75550000058,27003.77325000033,8239.76915000052,51342.606499999994,15976.631499999678,10037.155650000725,44731.63825000002,20994.61919999806,17461.117650000484,21461.054549999553,21635.230199999787,12833.283599999984,45268.73479999292,131898.20950000227,112202.65755000136,291999.04874972353,1212574.3204229665,4521547.834028955
2042,'B2',0.1,15766.261249998308,34385.76095000261,30790.540500000276,8359.218300000502,68932.85115000137,16101.38499999963,10121.720450000734,45828.36975000009,21041.964849998036,21019.24125000096,21477.255249999555,21634.908999999785,12833.283599999984,45804.42734999285,163025.38744998837,116470.32830000269,328292.76129986515,1252525.809622728,4689001.684776434
2043,'B2',0.1,15467.590499998334,24817.687450000572,26906.233800000322,8255.86690000051,49350.365000000216,15948.908499999681,10023.11795000072,37971.06789999731,21040.232449997995,17496.751300000516,21425.674149999566,21634.908999999785,12833.283599999984,45248.37794999289,123521.95730000612,111903.5906000013,283171.68849969,1292336.9468225022,4811516.552524549
2044,'B2',0.1,15405.103749998361,24866.420400000596,29090.68080000027,8219.96770000053,54461.794850000224,15907.323999999708,10017.519500000722,39808.83554999758,20794.363949998038,17609.774350000527,21505.325649999544,21637.419399999788,12833.283599999984,45072.270899992945,132105.68505000256,112258.92475000139,292157.81349971937,1332250.4240222685,4942949.909372459
2045,'B2',0.1,15789.653249998304,34382.55555000261,30792.202500000272,8357.014500000503,69005.28295000139,16101.38499999963,10100.960050000725,46756.72535000032,21049.385199998007,20943.192850000916,21486.319649999547,21637.419399999788,12833.283599999984,45920.55414999281,163929.98714998763,116392.22035000267,329235.3798498703,1372176.1820220447,5111500.204769937
2046,'B2',0.1,15692.567749998327,31835.764900002137,27112.15895000033,8304.405650000508,54584.12690000022,15904.399999999716,10047.50585000072,46820.645700000336,20883.48029999806,17526.43560000046,21472.165749999545,21637.419399999788,12833.283599999984,45577.89139999288,140346.06574999687,116142.54080000264,304654.36034979165,1412070.6532218165,5255548.912767519
2047,'B2',0.1,15440.460999998351,24578.534300000516,26629.079550000315,8237.578050000522,49869.833050000285,15900.393249999699,10063.43615000072,38475.19524999734,20852.335349998055,17014.935700000406,21443.510549999562,21639.929799999787,12833.283599999984,45036.468399992955,123532.6057000058,111942.16415000136,282978.505599688,1451966.0016215798,5377961.20541562
2048,'B2',0.1,15494.879249998343,24628.954500000546,26914.008650000327,8246.837000000518,49529.88235000023,15892.000499999722,10058.768750000721,40418.17219999856,20885.73264999805,17508.542050000502,21464.065399999545,21639.929799999787,12833.283599999984,45330.40919999288,125546.946500006,112070.63085000135,285515.05669969664,1491834.1568213499,5502990.549263834
2049,'B2',0.1,15716.987499998313,34161.59375000256,30766.893300000258,8322.740000000504,64053.96435000072,16012.747249999678,10113.825650000732,40295.27669999844,20945.17984999806,20994.309650000934,21492.46004999955,21639.929799999787,12833.283599999984,45634.398149992856,152781.50154999585,116009.98105000258,317349.19144981005,1531688.2768211204,5659916.590761523
2050,'B2',0.1,16165.500399998231,34775.5411500026,28719.805800001624,7954.436900000554,65645.95745000402,15475.498449999632,10203.400700001406,45223.39735000381,21015.889000000483,20454.593650001814,19459.172350000343,21595.572999999775,11650.812400000128,45583.474649997566,156517.0374499805,113292.19125000488,318339.57859976636,1573884.813219919,5821879.901355105
2051,'B2',0.1,16165.179199998232,34775.5411500026,28718.52100000162,7954.436900000554,65665.01845000403,15473.250049999642,10203.400700001406,45318.38115000382,21013.057400000478,20453.63005000181,19453.128750000345,21595.572999999775,11650.812400000128,45580.32184999756,156631.98664998036,113280.74645000488,318439.9301997666,1616050.9400187202,5984009.549948678
