'year','subsi_scenario','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_debt','total_debt_5','total_debt_34','total_wu'
2015,'B2',0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.215866906640002,0.0,0.0,0.0,0.0,8.783594574430001,0.0,7.432272332210001,16.215866906640002,16.215866906640002,0.0,13.235621649987959
2016,'B2',0.1,0.0,0.6465725240000001,0.0,0.0,0.0,0.0,0.0,5.172580192000001,31.087034958639997,0.0,0.0,0.0,0.0,22.36161757843,0.0,14.544570096209998,36.906187674639995,20.690320767999996,0.0,13.085031999988317
2017,'B2',0.1,41.97062519354251,221.8251052899692,0.0,33.310019994875034,0.0,0.6662003998975,232.50393956422656,125.08865217355043,145.23947373473027,465.67407952834844,107.25826438349779,0.0,0.0,92.76184496442501,147.2302883773479,1133.5442269208652,1373.53636026264,1313.080988197976,23.549184390030003,13.015976799988488
2018,'B2',0.1,41.97062519354251,447.6483143590964,0.0,64.43309047555499,0.0,0.6662003998975,483.65988041995513,253.19989578007025,161.88669748021024,963.6432072192118,107.25826438349779,0.0,0.0,108.685276373145,307.91218713806774,2107.768712199796,2524.366175711143,1150.8298154483834,0.0,12.978086499988597
2019,'B2',0.1,241.01354850851126,8290.808648214806,163.49954415158186,115.77352704489212,13666.895635214634,0.6662003998975,813.5790537276562,1475.1863901350457,373.0886137666181,4109.779845177514,216.257960484552,0.0,0.0,625.2849902678684,22339.41887433995,6427.391465798266,29466.548966822822,2102.5883407318574,24839.59445038103,12.958610249988652
2020,'B2',0.1,808.9799873090212,16323.71483757472,2892.7385844062023,272.7860696870299,29129.28932320974,103.34337430532007,1127.0822616180249,3594.258059168349,1412.1718434396034,7248.683826266488,346.7098395991752,0.0,0.0,1866.8637309422497,49681.56515574918,11379.81561349663,63259.75800655444,2252.448013085536,31540.76102667221,12.613964599989908
2021,'B2',0.1,1159.789494202433,25336.990536349287,2989.1243647655056,327.4915125936722,45264.37994223244,104.21171466891757,1448.859386960796,7952.510301727213,2436.717359108528,9717.18773519315,461.1421928180848,0.0,0.0,2696.9028311534967,77511.27123294488,16581.98064821196,97198.40454057023,2348.8606835312708,31589.78585051327,12.555243049990091
2022,'B2',0.1,1362.8294752534755,25504.959975218786,3089.7214462862494,333.9518756271149,45264.37994223244,106.05753267847255,1759.879721570802,8574.550970947226,2588.3960690626905,10192.485872653546,576.5058184152713,0.0,0.0,3316.0745607201593,77511.27123294488,18118.123077971344,99353.71869988793,2122.6907109881963,32.623448337869995,12.524059749990162
2023,'B2',0.1,1419.827055865538,25780.948260288096,3187.717286636813,345.95136628228454,45264.37994223244,108.05744778766756,1944.8718691713555,8574.550970947226,2762.628589265404,10709.463928380263,705.5003429583452,0.0,0.0,3407.853498071168,77511.27123294488,19476.522500489187,100803.89705975399,1408.9401944278893,41.238165441235,12.503192849990253
2024,'B2',0.1,1712.4802353640696,26094.119559382598,3187.717286636813,399.946417850285,45264.37994223244,127.14388822990757,2307.7186157082806,9100.462773219717,3049.8387042269937,11246.174740966357,706.5802439897052,0.0,0.0,4149.091083700238,77511.27123294488,21121.588116037616,103196.56240775337,2195.438796754774,197.2265512364801,12.488304199990292
2025,'B2',0.1,1765.833152166149,26095.254727825195,3187.717286636813,405.62226006327245,45264.37994223244,128.27905667250508,2459.831187016367,9100.462773219717,3190.229809609161,11816.029299150154,849.611467756996,0.0,0.0,4221.618603526499,77511.27123294488,22115.74915075286,104263.2509623015,1046.6253040749111,20.063250466815003,12.476921599990336
2026,'B2',0.1,1765.833152166149,26229.731407102947,3279.3005423516897,405.62226006327245,45264.37994223244,129.43833839041508,2633.7234447028422,9116.692717270455,3344.414278091169,12144.106025318637,989.8845556240998,0.0,0.0,4243.644956166788,77511.27123294488,23133.598499077772,105303.12666326173,1039.87570096525,0.0,12.467004249990358
2027,'B2',0.1,2202.999721916549,26533.719888555854,3368.5146834025913,482.19951111621225,45264.37994223244,301.488177270505,3045.616234457251,9974.125876787042,4902.092129484872,12755.563772362266,1142.9130725524703,0.0,0.0,5575.226658353614,78577.62219654799,25406.152180111934,109973.61301007084,3057.2887352196435,1613.1976116047133,12.45785624999037
2028,'B2',0.1,2654.2705575895243,38749.04478543718,3431.99267819035,558.3731048615288,66540.17527044582,329.8405269488625,3467.782793977751,15585.946871291695,6585.241813097453,16075.53979130481,1289.2388910861648,0.0,0.0,6871.285343250454,115499.18455902686,32380.37194063531,155267.44708410618,3055.0227673309364,42238.81130675947,12.449164149990393
