'year','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit','total_benefit_5','total_benefit_34'
2029,'M1',1.0,16026.453999998223,42652.2069999973,34581.92649999739,9865.06975000076,77746.68474999446,16077.674499999634,12323.104999999967,49169.28474999468,23376.128249996418,24444.562999997688,23061.030999998868,26884.1627499987,14515.104500000378,46731.25749999222,183565.08624999644,137417.79999998587,370723.3957500512,681490.8320060456,2512653.312752573
2029,'M1',0.5,15944.373249998245,42708.2817499973,34543.89199999738,9823.832500000759,77802.04999999443,16116.538499999631,12327.496749999973,49065.05899999468,23328.31249999643,24404.109999997676,23029.737249998885,26915.592749998694,14497.742750000372,46642.03499999225,183421.08474999643,137420.78574998584,370507.0190000518,680391.4080060022,2514302.831252531
2029,'M1',0.2,15965.041499998231,42583.24574999731,34600.08724999737,9851.929250000758,77810.63624999444,16086.781999999643,12391.755499999965,49214.382249994684,23317.497999996438,24341.793499997686,23045.108249998873,26906.671499998694,14461.665000000372,46654.447249992256,183473.36849999643,137439.52824998586,370576.5960000522,680957.2020060245,2513595.894752549
2029,'M1',0.1,15974.032999998239,42653.3737499973,34540.269499997376,9850.57075000076,77747.14349999445,16117.684499999626,12339.902999999975,49177.55599999468,23347.373499996418,24409.03124999767,23063.374999998865,26889.71224999871,14500.162250000374,46694.931999992215,183392.4959999964,137506.57749998584,370610.18825005216,681050.7700060282,2514032.532002538
2030,'M1',0.1,15898.881999998262,39425.40535000024,34424.33449999741,9854.95675000076,74799.98839999628,16114.214999999627,12361.30499999998,49150.94249999463,23365.494249996435,24462.17824999767,22873.31499999896,26890.451999998706,14500.162250000374,46415.70499999231,178243.44014999535,136446.30334998737,364121.63125016383,724454.0412077362,2696125.51289923
2030,'M1',0.2,15936.05049999824,39394.58865000024,34510.0017499974,9862.163250000758,74859.92949999627,16086.236499999643,12374.682999999977,49208.66049999463,23418.084249996424,24359.664999997687,22904.34399999894,26913.687249998697,14464.063250000372,46523.28599999229,178302.98309999527,136449.70554998732,364292.1574001646,724464.5676077368,2695702.7371492404
2030,'M1',1.0,16026.809749998225,39434.697800000285,34476.476749997426,9835.82975000076,74806.46039999627,16075.666999999634,12354.867499999968,49077.30499999466,23400.04199999644,24447.412999997676,22882.522999998953,26894.7179999987,14515.104500000378,46540.315999992294,178423.08984999527,136241.39509998742,364227.9144501636,724900.243607754,2694760.1551492643
2030,'M1',0.5,16003.403249998233,39518.45035000029,34444.20724999742,9794.806500000754,74859.05334999628,16114.530999999632,12370.891999999969,49065.84424999461,23378.597249996437,24415.26049999768,22856.81974999897,26916.332499998694,14497.742750000372,46542.23374999229,178263.70499999524,136413.81919998734,364235.940700164,723760.7608077087,2696381.9506492233
2031,'M1',0.1,15944.059999998248,36791.432219997085,34549.43049999738,9900.278750000749,72474.86927999443,16114.472499999627,12841.650749999959,49806.961249994434,22771.069749996488,25406.743749997786,22892.00924999895,26890.451999998706,14503.300250000375,46683.55624999222,173847.73546000046,137339.2557899846,360886.73025003227,769945.9840895187,2873061.738565795
2031,'M1',1.0,15993.458749998232,36792.268469997056,34598.1139999974,9909.866000000748,72486.88587999444,16074.462499999634,12836.52449999996,49775.865749994446,22763.741749996498,25400.34899999779,22884.499999998952,26897.855999998697,14515.104500000378,46698.53049999224,174014.36814000038,137192.9849599846,360928.9971000319,770367.7418495354,2871689.45006583
2031,'M1',0.2,15975.773499998228,36765.79438999705,34608.360499997376,9917.407500000747,72526.93110999442,16083.569999999643,12883.716499999957,49840.32624999444,22719.736819996506,25321.7744999978,22856.097999998965,26916.825249998696,14467.201250000373,46702.969999992245,173864.02456000037,137293.4075099846,360883.51557003194,769972.5924895199,2872558.2888858076
2031,'M1',0.5,16035.778999998229,36876.32096999702,34558.41024999739,9862.058500000754,72532.49573999441,16113.326499999632,12850.240499999956,49738.703499994415,22824.438249996478,25402.625499997794,22840.95174999898,26922.608499998692,14497.742750000372,46759.770749992225,173863.83300000036,137408.98445998458,361055.7017100317,769247.7913694909,2873332.0378157883
2032,'M1',0.2,15984.436499998224,24673.337039999387,34521.2419999974,9822.81175000075,53218.64739999681,16070.367499999644,12331.761499999979,48315.93924999451,23344.768699996457,20690.2887499979,22829.781999998977,26922.762999998697,14470.339250000374,46461.59699999231,143465.5711859853,130322.44120398653,323196.4846400873,812876.4795792,3014487.4071942004
2032,'M1',0.5,16033.066749998226,24881.29526799937,34471.523249997415,9782.786250000747,53044.56388399677,16090.269249999641,12309.410499999962,48086.798249994536,23314.108699996475,20851.807249997913,22838.027749998982,26928.144749998693,14500.880750000373,46419.110499992305,143236.28034998535,130537.3472519865,323132.6826020864,812198.3922831732,3015045.4157381854
2032,'M1',1.0,16003.182249998237,24709.40231199936,34538.34424999741,9833.517750000758,53322.37364799675,16045.936499999638,12293.098999999973,48259.838749994524,23329.705449996465,20604.9377499979,22891.52199999895,26904.1319999987,14515.104500000378,46430.97374999231,143421.6861319853,130479.28402798658,323251.0961600875,813226.0262352147,3013672.1846562214
2032,'M1',0.1,15980.06449999823,24726.95645799932,34467.47949999741,9819.220250000757,53150.00721599679,16099.807999999628,12316.313749999974,48098.11399999453,23338.81969999647,20491.87799999791,22859.845249998965,26893.589999998705,14506.438250000376,46421.211999992316,142903.7927379853,130497.44713598657,322748.5348740883,812916.1641072022,3014528.4926801994
2033,'M1',0.5,16103.749249998207,32471.81750399908,34587.37174999739,9813.286750000754,69234.07682279647,16111.720499999632,12398.48249999998,49817.58324999433,23542.495909996403,24414.68449999766,23035.611749998883,26937.960249998698,14504.018750000374,46888.010749992216,168558.4104351772,134503.32480158616,352972.85948687186,855563.466688071,3186303.5717922035
2033,'M1',1.0,16095.072499998212,32362.256307199095,34629.3889999974,9874.778000000759,69191.66065239646,16074.318499999634,12391.51399999997,49884.78849999434,23539.5209099964,24458.131499997668,23053.25849999887,26910.407999998697,14515.104500000378,46905.53349999219,168706.80049957728,134344.75336998623,352980.2008696724,856655.3748385139,3184923.4099602397
2033,'M1',0.1,16052.17399999823,32387.773492399094,34566.27249999739,9859.34275000076,69179.96457839647,16112.866499999627,12313.092249999978,49917.88324999433,23533.2236599964,24409.114249997667,23075.18724999886,26899.865999998703,14506.438250000376,46860.24374999221,168542.42912037726,134387.41236038622,352813.19873087254,856293.7438752995,3185779.7179842177
2033,'M1',0.2,16066.895749998215,32384.934895999068,34627.907999997384,9860.38950000076,69204.61008959646,16083.425999999643,12387.910999999973,49963.824499994334,23534.171159996396,24295.162499997663,23043.233999998876,26926.302499998696,14470.339250000374,46854.33974999223,168570.42823557724,134401.22765998624,352849.1091456722,856253.4605120973,3185738.6324982187
2034,'M1',1.0,16044.088249998233,31302.15914359907,34645.079499997395,9851.38600000076,68077.77174071662,16073.916999999634,12603.93199999996,50837.35799999404,23455.90402799644,25395.93249999778,23054.923749998867,26917.0854999987,14515.104500000378,47138.94624999211,167081.97031823095,135551.40409406586,352774.64191244065,902183.3086515242,3353970.7920530764
2034,'M1',0.1,15952.57049999824,31306.41372359908,34577.746999997384,9853.70875000076,68063.23683151662,16111.002999999628,12599.644249999961,50864.18099999402,23442.060527996437,25404.334749997783,23075.18724999886,26911.678249998702,14512.714250000377,47066.9227499921,166907.6802603908,135676.76357270585,352674.48008324084,901866.0415519915,3354820.1693270546
2034,'M1',0.5,16006.827499998242,31389.84999159906,34599.19524999739,9800.128750000747,68109.52187703662,16111.318999999632,12584.370499999957,50764.66174999402,23454.382777996438,25397.085249997785,23036.547999998882,26937.960249998698,14509.555000000377,47078.442749992115,166890.03946223092,135730.6024343858,352701.40589676047,901009.0494329181,3355337.0923850406
2034,'M1',0.2,15997.49449999823,31292.92839647907,34640.13299999738,9870.837500000758,68084.47574047661,16083.024499999643,12614.520999999953,50911.18274999403,23457.952277996435,25314.83549999779,23046.371999998875,26926.302499998696,14473.477250000375,47109.869999992115,166945.7282617509,135648.6866531858,352713.5369150803,901820.8931206291,3354799.876091055
