'year','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit'
2020,'B1',0.2,14394.0,25804.0,26601.0,8280.0,49721.0,14126.0,11131.0,40791.0,21071.0,19351.0,21004.0,24917.0,13819.0,41178.0,129916.0,119916.0,291010.0
2020,'B1',0.1,14504.0,25796.0,26460.0,8290.0,49895.0,14095.0,11270.0,40884.0,21085.0,19358.0,21008.0,25076.0,13924.0,41304.0,130081.0,120260.0,291645.0
2020,'B1',0.5,14412.0,25994.0,26546.0,8375.0,49526.0,14190.0,11213.0,40778.0,21211.0,19478.0,20981.0,25164.0,13873.0,41165.0,129660.0,120916.0,291741.0
2020,'B1',1.0,14426.0,26021.0,26813.0,8357.0,49886.0,14072.0,11248.0,40786.0,21176.0,19316.0,20933.0,25062.0,13861.0,41192.0,130451.0,120314.0,291957.0
2030,'B1',0.2,17793.0,33742.0,30928.0,9122.0,68426.0,16642.0,12078.0,47289.0,24444.0,26019.0,21849.0,27941.0,15949.0,47065.0,168661.0,136496.0,352222.0
2030,'B1',0.1,18059.0,30959.0,27106.0,7196.0,64716.0,16607.0,8984.0,43635.0,22949.0,21065.0,20290.0,20756.0,13612.0,47228.0,157249.0,111457.0,315934.0
2030,'B1',0.5,17924.0,38136.0,30842.0,9156.0,71645.0,16742.0,12007.0,47439.0,24649.0,26036.0,21835.0,28055.0,16122.0,47245.0,174419.0,138924.0,360588.0
2030,'B1',1.0,17990.0,38093.0,31002.0,9183.0,71753.0,16637.0,12126.0,47421.0,24623.0,26047.0,21802.0,27943.0,16142.0,47423.0,174558.0,138781.0,360762.0
2040,'B1',0.2,19858.0,31541.0,28237.0,8877.0,65991.0,18427.0,9750.0,45940.0,24670.0,21468.0,21174.0,22519.0,15180.0,50519.0,161446.0,121667.0,333632.0
2040,'B1',0.1,18830.0,31518.0,24460.0,5992.0,61526.0,14488.0,8729.0,41746.0,22681.0,20150.0,17119.0,22354.0,12575.0,45126.0,149376.0,107666.0,302168.0
2040,'B1',0.5,20132.0,38666.0,31217.0,9585.0,72825.0,18819.0,12220.0,49281.0,26273.0,26065.0,22193.0,29673.0,17382.0,51030.0,177591.0,145710.0,374331.0
2040,'B1',1.0,20122.0,38614.0,31285.0,9632.0,72835.0,18374.0,12317.0,49241.0,26301.0,26237.0,22162.0,29692.0,17384.0,50897.0,177890.0,145409.0,374196.0
2050,'B1',0.2,21825.0,32047.0,25170.0,6475.0,63847.0,19465.0,8947.0,44005.0,24499.0,22737.0,19014.0,23213.0,13557.0,52695.0,157014.0,115092.0,324801.0
2050,'B1',0.1,19953.0,32119.0,24431.0,6382.0,61009.0,14174.0,8874.0,42805.0,23192.0,22675.0,16907.0,23244.0,13119.0,45738.0,151250.0,111896.0,308884.0
2050,'B1',0.5,22234.0,34586.0,31416.0,9934.0,69926.0,20537.0,12346.0,50383.0,27409.0,29491.0,22398.0,30533.0,17962.0,55037.0,175472.0,148646.0,379155.0
2050,'B1',1.0,22279.0,39413.0,31455.0,10063.0,73583.0,20000.0,12435.0,50535.0,27381.0,29323.0,22394.0,30640.0,17901.0,54860.0,182144.0,150398.0,387402.0
