'year','subsi_scenario','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_debt'
2020,'M1',1.0,440.3634843834969,15712.996549379335,2618.735436638486,112.12258309499981,28864.73781768293,135.72589399600005,459.62896481249464,2771.454185995981,1189.2567534299938,6776.713012913163,92.80195342249976,0.0,0.0,1104.4866552904896,50000.525102496584,8069.524877962162,59174.53663574876
2020,'M1',0.5,401.22865741349744,15926.092262384287,2705.9877970644857,122.34043211399985,29262.599086179907,140.57324735300006,451.82353981699407,2935.2062243879795,1155.8699087444938,6962.749749993673,80.81157856999974,0.0,0.0,1070.3376580779902,50838.384110678075,8236.560715266169,60145.28248402136
2020,'M1',0.2,408.72002169249765,15683.244268680293,2810.5521337654855,140.23473635650015,29802.62249864685,121.18383392500006,426.35139469199504,2662.637536881981,1155.782264194994,7272.74568411319,82.43092931699977,0.0,0.0,1002.0569409099911,51557.580650685064,8006.867710670655,60566.5053022649
2020,'M1',0.1,440.00748426949673,15719.320010917845,2716.280553867986,158.85076933900038,29656.611740984867,145.42060071000006,413.5899499824955,2716.2684055904806,1250.1852822874932,7370.082711730198,93.20348825849968,0.0,0.0,1093.8856252379903,51516.225167658085,8069.710205042165,60679.820997937415
2030,'M1',0.1,483.38907091699616,36022.17034090453,2901.6068311620174,218.91986238450042,69301.70478854077,375.5859766120004,970.5710985199962,14302.791340785516,5907.002281788952,12989.848976375995,331.0585495879976,0.0,0.0,2423.392207506454,122225.01719893195,19156.23971110791,143804.64911756318
2030,'M1',0.5,439.1256464394969,36051.62810624453,2901.03744114602,186.95024586549962,69244.94175837084,303.44105861300034,1017.7961500074914,14371.212701778046,5521.824519724469,12176.397459028009,313.5768879314974,0.0,0.0,2424.1692727339514,120931.40942770072,19172.353274680892,142527.93197513267
2030,'M1',1.0,485.49960552999613,36148.85391956756,2803.471922318021,168.42809419099953,68306.15646115286,319.16049904200037,1062.6624764534893,14379.868689241528,5678.61116973997,12479.203761823537,306.18263263499773,0.0,0.0,2444.7620221229463,120604.49090106449,19088.846308472428,142138.0992316765
2030,'M1',0.2,437.56790093349707,36053.629369107985,2977.5299791125135,206.17585807749998,68941.41269907609,270.4244749360003,966.420079555496,14033.126750500971,5581.275766052974,12986.605614321934,298.42887773199783,0.0,0.0,2295.378357807951,121559.31805245661,18897.90095910992,142752.59736939165
2040,'M1',0.1,1228.2167725914944,59087.95925440709,6197.118518889945,422.4664684624994,108883.21219386841,533.3448248590003,1580.1685986689788,25181.353910059206,11429.38284755491,25603.089192415282,549.8712016839969,0.0,0.0,4736.782270827503,203576.4522602707,32382.949252309423,240696.18378349187
2040,'M1',0.5,1188.891140528499,58614.78284274155,6376.346918430944,350.9117885834993,108751.66512036455,472.51884295000036,1570.3553205419767,25024.844686039836,10699.500756758534,22089.89902530837,547.075393475497,0.0,0.0,4778.463496272994,198206.43802408598,32701.89031531095,235686.79183575336
2040,'M1',0.2,1208.2872231764975,59256.910312427055,6479.967950511927,409.0054544644988,108412.53043462888,515.8190103220003,1510.4277412669837,24638.91988069431,10831.809234247972,23559.647676855773,474.9362850364959,0.0,0.0,4865.966038546502,200164.60209737287,32267.69306765841,237298.26120366383
2040,'M1',1.0,1241.1932516009892,58532.429029715444,6023.5594395539665,371.310552773999,107403.75993258292,493.8026293200004,1650.8532451644744,24937.42721926885,10753.241678479488,22398.51937702753,525.9676566219961,0.0,0.0,4961.910107443004,197126.3517521914,32243.802152417906,234332.06401213733
2050,'M1',0.1,3635.162859961533,115296.16103564345,28772.58244068677,1153.7219439119986,227174.19240901092,1690.2971097319974,2895.44383829203,77820.67757864128,24801.16654624155,57428.4818521256,1329.5259871550036,0.0,0.0,10489.146653422318,468241.0442034993,63267.22274413559,541997.4136007123
2050,'M1',0.5,3699.846583035545,114244.64172794417,25116.66278499729,958.2097954925005,221550.99738295082,1468.5991642629979,2902.8717126260262,75067.9065676154,22303.697066758963,47061.86658138743,1061.9585662365039,0.0,0.0,11367.868945182869,440918.1629576016,63151.22603020851,515437.257932856
2050,'M1',1.0,3945.989029443538,114131.41890812019,24616.65086367252,1087.630012135497,220202.53562600783,1651.778917942998,2929.470452008021,74343.8343884043,22687.33870290637,47697.778948446765,1094.4503121055027,0.0,0.0,12386.512907930915,439115.34567112674,62887.01758182885,514388.87616073544
2050,'M1',0.2,3892.3900715470477,116905.50048302587,24998.914588188305,1072.061792729498,224078.97658985647,1776.5324845729963,2723.8242860410332,77923.61527949816,24198.096818340764,52889.702881216464,874.6570044925046,0.0,0.0,12108.842807108904,455813.5406035305,63411.88886852753,531334.2722789565
