'year','subsi_scenario','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_debt'
2020,'B2',0.5,436.13589684799666,15537.510311280332,2894.4365278979844,139.0909110710001,29364.66084690389,164.81001413800007,448.7975889964945,2805.3207110969806,1247.7813037724939,7190.329170162185,83.2122832569997,0.0,0.0,1060.7501129189898,51233.18951002512,8018.145942480156,60312.085565423295
2020,'B2',1.0,395.1537275569979,15841.298236791767,2796.450742181485,137.20262686850006,29280.23317349689,145.42060071000006,456.743413612994,2822.874442319981,1225.7722813394935,7177.694590216685,92.72158286249973,0.0,0.0,1032.3851225704907,51243.6095312891,8095.5707640976625,60371.565417956466
2020,'B2',0.1,391.9529034544987,15450.395095907848,2943.5395878779846,137.97440281400011,29038.83395582193,111.48912721100005,444.7249036774942,2794.5847320709804,1185.1264798214936,7046.990139515168,80.9136648619997,0.0,4.847353357000001,1045.3706207519917,50793.08115007914,7792.920575560137,59631.37234639047
2020,'B2',0.2,396.318351415498,15713.637835477299,2585.9371106774865,139.92655681650015,29158.78199934491,155.11530742400006,431.8055400744943,2575.3298540014816,1099.2131889904945,7137.149264233171,109.96630868349966,0.0,0.0,1029.286379364491,50481.6333207926,7992.26161698167,59503.181317138165
2030,'B2',0.5,466.5916886529961,35779.16458347095,3113.526109518519,197.49066653200003,68426.18059006974,402.8973440800005,1005.0442985639929,14461.783440253048,5674.051498877963,12973.465846838468,320.74833490799745,0.0,0.0,2351.917412039944,121532.43741955758,18936.589570133914,142820.9444017492
2030,'B2',1.0,438.65599279649723,36725.1236969335,2985.9859012595202,196.33494417900016,68484.19249971758,342.0812381910004,1032.3183818249915,13965.09223789398,5958.547663771954,12724.367454219453,333.9533977334978,0.0,0.0,2325.3289488274568,121216.96040271345,19644.364056946906,143186.65340850496
2030,'B2',0.1,425.6149820529981,36017.95111376456,3098.0822096825113,201.81900352150004,68519.6649059946,334.9309454260004,972.3829000274928,14418.881424837022,5409.75734984348,12635.366249399971,270.90712196399875,0.0,4.847353357000001,2376.097208804961,121111.52805256052,18822.580298470908,142310.2055598536
2030,'B2',0.2,437.9169618739973,35984.54792494299,2751.599764934017,204.15121616250025,68529.45817586555,277.10160793700027,988.2975210834933,13927.57705204347,5699.431983152458,12724.698741108496,332.1259940389974,0.0,0.0,2275.480579901455,120848.07096580512,18733.355397402916,141856.90694312705
2040,'B2',0.5,1249.733876161492,57933.38926444138,6498.273103981426,369.81203066299906,107564.55278518777,561.095192119,1595.919410981978,24691.724111856485,10660.133069624511,22910.59087703565,506.850980969995,0.0,0.0,4796.213593755001,197636.51766164144,32109.343447568994,234542.07470305183
2040,'B2',1.0,1170.8746336030047,58918.651732657396,6500.446829995436,397.37887403499934,107928.95087108534,489.6186498280004,1695.326956505977,24143.3366852757,10906.611479928955,22302.132140892354,515.6418669429961,0.0,0.0,4616.778253046016,197541.24284534666,32810.94962230299,234968.97072078098
2040,'B2',0.2,1168.580497990502,58999.26183838008,6164.637060598956,413.3100069409998,107727.98039491751,410.5690619800003,1567.8357433439776,24360.051283591052,10961.58912243447,23948.182968668214,512.7462173894949,0.0,0.0,4694.392589513002,199581.78151563037,31958.57009103678,236234.74419626695
2040,'B2',0.1,1199.2910650829986,59053.843716693285,6570.8698676329195,416.40698545949874,107960.70269765337,555.624342504,1555.0813728609755,25397.290071677522,11093.21870375604,25222.98366782171,468.6286452739967,0.0,10.631199194,4574.112043386962,202864.72774037247,32065.73255179445,239504.57233563915
2050,'B2',0.1,3521.7916604415254,115952.60785579006,28094.278381830714,1005.3224467305017,226368.4855488258,1644.038817266998,2850.71760876753,78656.36411030682,23744.686259616814,55354.57463761645,1061.6613928835006,0.0,28.347768371999997,10037.267295140377,465346.5112447886,62899.097948166775,538282.8764877988
2050,'B2',0.5,3671.2842576550397,113479.31610413814,24883.053386255804,1160.5692088414974,220982.73506895112,1657.0877482389974,2792.084790126526,74392.57649438326,22694.75537851707,47784.95565377049,995.0949765750075,0.0,0.0,11691.64811688591,440381.0664165331,62420.79853372155,514493.5130670038
2050,'B2',1.0,3747.3712606055497,115500.26982449304,25624.79219053569,1066.6966790469994,219812.6332455198,1666.0890704919993,2958.7751795995296,73687.0716301938,22492.052052454404,47026.29723628894,999.3011034490063,0.0,0.0,11651.079754625924,439938.0611604188,62992.20855732852,514581.3494722381
2050,'B2',0.2,3704.259169828546,115563.00772544144,25037.737105957895,1205.0803919895015,224556.64273289067,1553.5533331779995,2764.5531790170335,77534.6916085971,24980.068222829672,56162.32264740001,1049.5074077125046,0.0,0.0,11513.014700878377,460077.911985731,62520.4968378925,534111.4235242526
