'year','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit'
2020,'B1',0.1,13415.0,25962.0,26405.0,8308.0,49515.0,13637.0,11189.0,41023.0,20672.0,19510.0,20994.0,25165.0,13773.0,39087.0,129940.0,120541.0,289568.0
2020,'B1',1.0,13365.0,25828.0,26598.0,8258.0,49946.0,13649.0,11231.0,40907.0,20637.0,19397.0,21057.0,25035.0,13898.0,38986.0,130506.0,120314.0,289806.0
2020,'B1',0.2,13409.0,26157.0,26418.0,8205.0,49966.0,13511.0,11208.0,40744.0,20417.0,19606.0,21150.0,25062.0,13862.0,38892.0,130479.0,120344.0,289715.0
2020,'B1',0.5,13230.0,25310.0,26711.0,8200.0,50043.0,13513.0,11342.0,40715.0,20529.0,19553.0,21067.0,25250.0,13977.0,38838.0,130313.0,120289.0,289440.0
2030,'B1',0.2,15193.0,38221.0,30935.0,8891.0,71761.0,15406.0,12069.0,47340.0,23170.0,26743.0,21998.0,28061.0,15985.0,41834.0,175319.0,138620.0,355773.0
2030,'B1',0.1,15250.0,38432.0,30994.0,9013.0,71262.0,15412.0,12074.0,47854.0,22949.0,26936.0,22019.0,28306.0,16049.0,41837.0,175641.0,139072.0,356550.0
2030,'B1',1.0,15133.0,38208.0,30992.0,8928.0,71782.0,15302.0,12114.0,47370.0,23404.0,26606.0,21975.0,27998.0,16125.0,41660.0,175393.0,138884.0,355937.0
2030,'B1',0.5,15163.0,38156.0,31029.0,8869.0,71697.0,15265.0,12119.0,47377.0,23351.0,26645.0,21953.0,28209.0,16158.0,41700.0,175368.0,138923.0,355991.0
2040,'B1',0.2,15786.0,38823.0,31301.0,9349.0,72946.0,16950.0,12273.0,49570.0,24154.0,26461.0,22424.0,29791.0,17315.0,43179.0,178305.0,145659.0,367143.0
2040,'B1',0.1,15856.0,38948.0,31757.0,9494.0,71651.0,16676.0,12294.0,49777.0,23875.0,25583.0,22784.0,30033.0,17264.0,42887.0,177172.0,145933.0,365992.0
2040,'B1',1.0,15807.0,38865.0,31291.0,9350.0,72947.0,16824.0,12325.0,49191.0,24771.0,26695.0,22380.0,29622.0,17274.0,43005.0,178708.0,145629.0,367342.0
2040,'B1',0.5,16049.0,38699.0,31324.0,9357.0,72786.0,16693.0,12314.0,49219.0,24602.0,26713.0,22381.0,29885.0,17323.0,43180.0,178641.0,145524.0,367345.0
2050,'B1',0.2,16456.0,39454.0,32040.0,9688.0,73881.0,17860.0,12357.0,50981.0,24811.0,30597.0,22773.0,30697.0,17923.0,44592.0,184148.0,150778.0,379518.0
2050,'B1',0.5,16839.0,39594.0,31451.0,9666.0,73579.0,17685.0,12439.0,50472.0,25537.0,29841.0,22580.0,30745.0,17862.0,44896.0,182951.0,150443.0,378290.0
2050,'B1',0.1,16247.0,39649.0,31897.0,9765.0,72110.0,17095.0,12382.0,50723.0,24313.0,29017.0,23031.0,30973.0,17843.0,43093.0,180895.0,151057.0,375045.0
2050,'B1',1.0,16555.0,39648.0,31421.0,9701.0,73714.0,17901.0,12403.0,50447.0,25758.0,29808.0,22655.0,30587.0,17874.0,44642.0,183079.0,150751.0,378472.0
