'year','subsi_scenario','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_debt'
2020,'B1',0.1,359.6799143534989,15692.66254153933,2887.071068900985,114.7848377979998,30107.022165217822,116.33648056800006,443.55120972249466,2591.826070170981,1219.1045997919937,6951.513493224662,60.53872490999983,0.0,0.0,990.5630624894925,51655.67951777301,7897.848525935154,60544.09110619691
2020,'B1',0.2,348.34843897349907,15838.284032952784,2719.9632833664855,184.37557568200032,29617.18728067886,111.48912721100005,419.94154258549526,2704.0724901859817,1245.0520290269933,7094.223943750674,77.22117477499975,0.0,0.0,923.0170755774925,51180.995657138075,8256.146186473175,60360.15891918795
2020,'B1',0.5,395.7203013259982,15756.583844969775,2695.254371773986,129.43675392499986,29743.147846717853,145.42060071000006,422.387159862995,2740.1086547699806,1223.3382668389936,7146.149365022674,92.5934830254997,0.0,0.0,1017.579586423991,51538.40570158354,7934.155360935147,60490.14064894197
2020,'B1',1.0,373.1300637954984,15824.89284817528,2658.112313583986,120.99861044849983,28885.96832320992,130.87854063900005,446.9599123669947,2710.4646097334817,1443.7043959834923,7070.901195714179,82.35821608749973,0.0,0.0,993.8502374959919,50660.47886128861,8094.0399309531595,59748.36902973705
2030,'B1',1.0,407.7201183594977,36443.10207837401,2822.9810788395157,175.4308413094996,68315.28563520686,286.4416015230003,981.542473431494,14172.487948253993,5975.27216643843,12853.650017499978,301.5517516589973,0.0,0.0,2313.529900063961,120929.57409592319,19492.36171487296,142735.46571087715
2030,'B1',0.1,398.4764193169982,36590.40674092451,3044.600133898513,163.56345622999947,69599.18250677039,306.6386872010004,976.0520804324932,14123.341439627502,5807.002640849954,12370.896312179952,315.2221378004968,0.0,0.0,2269.262515524966,122080.23994794412,19345.880091731422,143695.38255521748
2030,'B1',0.5,440.9689163224976,36508.96696955303,2868.874067443514,201.39734435249977,69106.25650350894,268.35322075100026,964.5447662079953,14247.685312086516,5714.979856942464,12752.49914614347,296.8829250609977,0.0,0.0,2325.303356874958,121957.75244118836,19088.353230276458,143371.4090283568
2030,'B1',0.2,384.06416026749827,36168.70918862643,2898.941378975018,242.19900909400027,69966.94155165402,293.9774127290003,966.9774469044974,13833.891533548478,5829.399946449954,12673.89830945746,283.4621307154982,0.0,0.0,2191.791919065461,122422.40362071298,18928.266528611857,143542.46206840788
2040,'B1',0.1,1152.170738194504,59212.84580261993,6592.9123529214185,340.13063554449917,109037.75107975416,464.1487798640004,1521.2000262319787,25303.222549852522,11441.840263020928,25129.138491804137,533.874087575496,0.0,0.0,4552.100600297993,203379.93757474812,32797.19663228703,240729.23480741592
2040,'B1',1.0,1152.3621229710043,58827.6804537394,6196.515135822952,397.27898648449883,107728.65555871466,462.2397426570003,1567.9500267104752,24389.688072878806,11113.365906858417,22641.398272647602,482.09900182299543,0.0,0.0,4856.535846700012,197587.72549692658,32514.97193762303,234959.23328133597
2040,'B1',0.5,1205.5098729329964,58894.25012711401,6249.700196408945,383.4997639699986,108476.01603549981,442.7758511330003,1553.3164197324786,24560.798473841627,10689.474322008991,22550.17011503663,480.92210848599535,0.0,0.0,4790.0521973465,198689.25222169366,32007.128867070518,235486.4332861938
2040,'B1',0.2,1136.6115725300049,58547.28049894484,6213.484373727452,469.0916532649989,109399.19617653581,544.7167941600001,1564.6267605149794,24180.4282303271,11134.09889719745,23943.783976563707,524.001499463996,0.0,0.0,4674.486003087505,201086.80094945282,31896.03348063932,237657.32043326364
2050,'B1',1.0,3702.2406189655508,114398.64434332246,25229.420006958364,1115.7754779329978,222454.1477978114,1618.3509429779983,2875.659043919523,74470.43473680633,23264.85450940281,47739.45627704498,905.399105631505,0.0,0.0,11907.784844830892,443067.55402277585,62799.0439928504,517774.3828603203
2050,'B1',0.2,3597.549080627046,114757.4501562173,25606.988380694795,1181.0332554385,224637.6723635667,1727.522726775997,2793.8070727070303,76724.29055190497,25444.477849051047,56177.786356656405,1033.7483588875073,0.0,0.0,11653.806151783352,460122.59787662595,61905.92212378663,533682.3261519413
2050,'B1',0.1,3579.0390338910447,115342.57200931656,27714.954455582832,854.3177145149989,227911.9768371599,1610.4973423769986,2782.2316998670312,77706.4261530487,24865.709037903,55370.789509066046,1110.6218820220024,0.0,0.0,9985.256957000372,465898.926051274,62964.95266612922,538849.1356740982
2050,'B1',0.5,3601.445461847535,114020.63766413179,25468.358195117347,1076.2904198729973,222434.9773152469,1721.9792417519996,2811.52711098003,74479.51004386279,22621.41444561106,47121.26241828468,946.4722618235066,0.0,0.0,11664.22614941738,442624.8522464631,62014.79618233715,516303.8745780851
