2020,'B2',0.1,13286.0,26105.0,26477.0,8325.0,49934.0,13631.0,11252.0,40691.0,20392.0,19312.0,21000.0,25062.0,13815.0,38866.0,130105.0,120311.0,289282.0
2020,'B2',0.2,13411.0,26114.0,26420.0,8188.0,49597.0,13630.0,11268.0,40801.0,20539.0,19347.0,21040.0,24983.0,13758.0,39077.0,129985.0,120034.0,289096.0
2020,'B2',0.5,13322.0,25688.0,26450.0,8217.0,49825.0,13622.0,11202.0,40765.0,20468.0,19585.0,21000.0,25067.0,14037.0,38773.0,130196.0,120279.0,289248.0
2020,'B2',1.0,13260.0,26042.0,26434.0,8222.0,49797.0,13570.0,11274.0,40747.0,20577.0,19277.0,21000.0,24999.0,14041.0,38891.0,129921.0,120428.0,289240.0
2030,'B2',0.2,15237.0,32708.0,31015.0,8922.0,67836.0,15385.0,12155.0,46839.0,23015.0,26663.0,21862.0,28054.0,16034.0,41787.0,167826.0,136112.0,345725.0
2030,'B2',0.1,15131.0,31242.0,26423.0,5898.0,64001.0,15234.0,8636.0,43462.0,21087.0,22081.0,19882.0,21005.0,13105.0,41284.0,157686.0,108217.0,307187.0
2030,'B2',0.5,15211.0,38126.0,30994.0,8979.0,71619.0,15301.0,11992.0,47334.0,23279.0,26793.0,21880.0,27947.0,16210.0,41705.0,175326.0,138634.0,355665.0
2030,'B2',1.0,15141.0,38239.0,30957.0,8858.0,71694.0,15301.0,12068.0,47344.0,23164.0,26734.0,21971.0,28076.0,16295.0,41693.0,175516.0,138633.0,355842.0
2040,'B2',0.1,14581.0,31750.0,25045.0,6309.0,60445.0,12530.0,8661.0,43321.0,20610.0,20618.0,17757.0,22605.0,12539.0,38445.0,150632.0,107694.0,296771.0
2040,'B2',0.2,15966.0,31779.0,27121.0,6542.0,65434.0,16769.0,9078.0,45341.0,22317.0,21869.0,20400.0,22601.0,14460.0,42892.0,160341.0,116444.0,319677.0
2040,'B2',1.0,15844.0,38811.0,31283.0,9227.0,72797.0,16573.0,12313.0,49167.0,24469.0,26823.0,22486.0,29819.0,17341.0,42821.0,178828.0,145304.0,366953.0
2040,'B2',0.5,15955.0,35895.0,31270.0,9335.0,70489.0,16772.0,12263.0,49156.0,24622.0,26836.0,22296.0,29629.0,17382.0,43045.0,174517.0,144338.0,361900.0
2050,'B2',0.1,14649.0,32185.0,25077.0,6773.0,60213.0,13240.0,8834.0,44614.0,20759.0,23396.0,17633.0,23414.0,13128.0,39294.0,152867.0,111754.0,303915.0
2050,'B2',0.2,16444.0,32293.0,25567.0,6479.0,63293.0,16465.0,8903.0,44285.0,21896.0,24149.0,18287.0,23508.0,13169.0,43443.0,157619.0,113676.0,314738.0
2050,'B2',0.5,16669.0,32728.0,31385.0,9606.0,68378.0,17700.0,12363.0,49129.0,25472.0,29618.0,22538.0,28178.0,17797.0,44600.0,173242.0,143719.0,361561.0
2050,'B2',1.0,16572.0,39581.0,31430.0,9504.0,73534.0,17365.0,12410.0,50406.0,25399.0,30085.0,22687.0,30690.0,17867.0,44222.0,183133.0,150175.0,377530.0
