year,tong_luc,total_2rice_luk,total_rice_shrimp,tong_tsl,tong_bhk,total_fruit_tree_lnk,climate_maxTAS_shrimp,climate_maxPR_thuysan,climate_maxTAS_caytrong,climate_minPR_caytrong,area_shrimp_tsl_risk,area_rice_fruit_tree_risk
2015,809075.0,803850.0,164525.0,610475.0,111500.0,498825.0,37.0,400.0,36.5,180.0,0.0,0.0
2016,768600.0,814975.0,142600.0,640825.0,118025.0,513225.0,37.0,400.0,36.5,180.0,0.0,0.0
2017,735425.0,822800.0,124300.0,662675.0,124900.0,528150.0,37.0,400.0,36.5,180.0,200.0,28725.0
2018,706450.0,827950.0,109225.0,680100.0,130075.0,544450.0,37.0,400.0,36.5,180.0,0.0,7675.0
2019,680850.0,831600.0,97450.0,693375.0,133400.0,561575.0,37.0,400.0,36.5,180.0,133225.0,36200.0
2020,658075.0,833325.0,87800.0,704375.0,136225.0,578450.0,37.0,400.0,36.5,180.0,168150.0,62700.0
2021,636725.0,834100.0,79250.0,713550.0,138575.0,596050.0,37.0,400.0,36.5,180.0,155925.0,48550.0
2022,617000.0,835175.0,72325.0,720925.0,140825.0,612000.0,37.0,400.0,36.5,180.0,150.0,1625.0
2023,598550.0,835200.0,66675.0,726950.0,142375.0,628500.0,37.0,400.0,36.5,180.0,150.0,1300.0
2024,581375.0,834925.0,61725.0,732175.0,143825.0,644225.0,37.0,400.0,36.5,180.0,500.0,1125.0
2025,565250.0,833950.0,57375.0,736775.0,144975.0,659925.0,37.0,400.0,36.5,180.0,125.0,1125.0
2026,550125.0,832825.0,53450.0,740825.0,146175.0,674850.0,37.0,400.0,36.5,180.0,0.0,675.0
2027,535725.0,831525.0,49975.0,744400.0,147250.0,689375.0,37.0,400.0,36.5,180.0,6175.0,30575.0
2028,521925.0,830625.0,46550.0,747900.0,148550.0,702700.0,37.0,400.0,36.5,180.0,167175.0,41050.0
2029,509025.0,829475.0,43525.0,751050.0,149300.0,715875.0,37.0,400.0,36.5,180.0,425.0,150.0
2030,496575.0,827900.0,41100.0,753550.0,150250.0,728875.0,37.0,400.0,36.5,180.0,325.0,950.0
2031,485350.0,826575.0,38675.0,756000.0,150750.0,740900.0,37.0,400.0,36.5,180.0,3075.0,850.0
2032,473800.0,825100.0,36300.0,758375.0,151600.0,753075.0,37.0,400.0,36.5,180.0,142350.0,40525.0
2033,462550.0,823625.0,34125.0,760550.0,151975.0,765425.0,37.0,400.0,36.5,180.0,0.0,2825.0
2034,452875.0,822350.0,31975.0,762700.0,152500.0,775850.0,37.0,400.0,36.5,180.0,350.0,275.0
2035,443525.0,820375.0,30175.0,764525.0,152900.0,786750.0,37.0,400.0,36.5,180.0,125.0,25275.0
2036,434050.0,818675.0,28575.0,766225.0,153125.0,797600.0,37.0,400.0,36.5,180.0,5525.0,7350.0
2037,425775.0,816675.0,27075.0,767750.0,153400.0,807575.0,37.0,400.0,36.5,180.0,5825.0,17500.0
2038,417600.0,814925.0,25800.0,769025.0,153650.0,817250.0,37.0,400.0,36.5,180.0,125.0,22525.0
2039,410325.0,812900.0,24700.0,770125.0,153900.0,826300.0,37.0,400.0,36.5,180.0,199350.0,38400.0
2040,402900.0,811050.0,23650.0,771200.0,154075.0,835375.0,37.0,400.0,36.5,180.0,7500.0,23300.0
2041,395600.0,809025.0,22700.0,772175.0,154450.0,844300.0,37.0,400.0,36.5,180.0,170550.0,37125.0
2042,388225.0,806925.0,21700.0,773175.0,154625.0,853600.0,37.0,400.0,36.5,180.0,12700.0,33025.0
2043,381800.0,805150.0,20825.0,774050.0,154900.0,861525.0,37.0,400.0,36.5,180.0,209175.0,35825.0
2044,375100.0,802950.0,20000.0,774875.0,155150.0,870175.0,37.0,400.0,36.5,180.0,170800.0,35450.0
2045,369875.0,800725.0,19150.0,775725.0,155175.0,877600.0,37.0,400.0,36.5,180.0,5700.0,20425.0
2046,364225.0,798550.0,18425.0,776450.0,155375.0,885225.0,37.0,400.0,36.5,180.0,107050.0,34600.0
2047,358975.0,796425.0,17775.0,777100.0,155675.0,892300.0,37.0,400.0,36.5,180.0,209700.0,33425.0
2048,353725.0,794050.0,17250.0,777625.0,155800.0,899800.0,37.0,400.0,36.5,180.0,203725.0,33450.0
2049,348725.0,792125.0,16775.0,778125.0,155900.0,906600.0,37.0,400.0,36.5,180.0,65250.0,31825.0
2050,343300.0,790375.0,16250.0,778675.0,155925.0,913725.0,37.0,400.0,36.5,180.0,0.0,0.0
2051,337850.0,788800.0,15850.0,779075.0,156050.0,920625.0,37.0,400.0,36.5,180.0,0.0,0.0
