Landuse,5,6,12,34,14,100
5,1,1,0.75,0,0.5,0
6,1,1,0.5,0,1,0
12,0,0.5,1,0,0.5,0
34,0,0,0,1,0,0.5
14,0,0,0,0.25,1,0
100,0,0,0,0.75,0,1
