year,tong_luc,tong_luk,tong_lua_tom,tong_tsl,tong_bhk,climate_maxTAS_thuysan,climate_maxPR_thuysan,climate_maxTAS_caytrong,climate_minPR_caytrong,dt_tsl_risk,dt_lua_caqrisk
2017,728150.0,783575.0,200700.0,567125.0,189300.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,682025.0,812450.0,199625.0,571300.0,200575.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,650125.0,837875.0,192500.0,575425.0,207525.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,626475.0,848875.0,209200.0,559150.0,212325.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,606250.0,847275.0,208125.0,565175.0,216325.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,588100.0,871475.0,207625.0,566150.0,219575.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,569425.0,877800.0,207400.0,563750.0,222100.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,555025.0,890575.0,208800.0,564275.0,224925.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,543525.0,873325.0,190850.0,581750.0,226975.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,532825.0,900925.0,188625.0,583050.0,228800.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,523975.0,904025.0,187450.0,586925.0,230300.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,516100.0,906375.0,186750.0,588275.0,231075.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,505600.0,891975.0,185225.0,589150.0,231575.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,836500.0,736375.0,204250.0,552975.0,145625.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,771500.0,768875.0,201825.0,563475.0,171100.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,709575.0,803650.0,199700.0,568850.0,189825.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,667675.0,831500.0,199275.0,571500.0,201450.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,644775.0,835400.0,197225.0,575875.0,209025.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,616625.0,853625.0,206875.0,563900.0,213875.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,597175.0,862525.0,208350.0,564050.0,217650.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,582550.0,864100.0,207050.0,567600.0,221050.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,564850.0,885025.0,206575.0,564575.0,223875.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,549875.0,881000.0,201775.0,567400.0,221200.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,526975.0,894850.0,190325.0,582750.0,229025.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,532525.0,900150.0,189475.0,584600.0,230550.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,522050.0,904500.0,186700.0,588175.0,231925.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,507575.0,907225.0,186325.0,581525.0,232525.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,506500.0,908450.0,184550.0,590275.0,232775.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,830050.0,744275.0,204275.0,545825.0,145625.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,761900.0,779325.0,202800.0,563100.0,171750.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,698525.0,819325.0,201100.0,566400.0,190025.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,655775.0,834800.0,199925.0,568525.0,200125.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,641575.0,842650.0,198375.0,574300.0,209100.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,621475.0,854925.0,208525.0,565025.0,213925.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,599425.0,864750.0,207600.0,567425.0,217375.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,579625.0,867100.0,206825.0,566175.0,221025.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,560700.0,877325.0,207900.0,565200.0,223250.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,538275.0,865850.0,207350.0,566350.0,225900.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,539925.0,891900.0,190875.0,583375.0,228075.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,533300.0,901850.0,190200.0,584200.0,229725.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,524725.0,906875.0,188675.0,587000.0,230775.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,516675.0,906575.0,188100.0,581850.0,231550.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,508650.0,910000.0,186825.0,584525.0,232075.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,825275.0,748450.0,204000.0,552850.0,145325.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,750850.0,791250.0,202800.0,553825.0,170875.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,691350.0,823250.0,201500.0,566475.0,189425.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,660950.0,838150.0,199875.0,571300.0,201850.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,642500.0,844875.0,198750.0,575025.0,209175.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,618700.0,859125.0,208025.0,565075.0,213850.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,595125.0,873050.0,207900.0,564500.0,217175.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,576550.0,882375.0,208750.0,563700.0,220925.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,563750.0,875325.0,206850.0,567725.0,223275.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,551900.0,892600.0,209325.0,565100.0,226200.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,537050.0,882150.0,190875.0,582425.0,228475.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,531000.0,898150.0,190175.0,582650.0,229975.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,522800.0,906400.0,189525.0,586150.0,231475.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,514200.0,911150.0,187100.0,587200.0,232275.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,506275.0,913375.0,187375.0,585825.0,232675.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,816400.0,756250.0,205225.0,552450.0,145275.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,742200.0,801150.0,202825.0,562050.0,171325.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,687350.0,819225.0,201150.0,569350.0,190175.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,658400.0,839200.0,198100.0,568175.0,201950.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,638775.0,847100.0,197600.0,574550.0,208800.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,616975.0,852100.0,206250.0,565200.0,213175.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,593700.0,874900.0,207275.0,566325.0,217225.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,576300.0,884950.0,208325.0,566800.0,220650.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,563300.0,888100.0,208125.0,566575.0,223400.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,553225.0,894400.0,206525.0,567025.0,225350.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,542575.0,898300.0,191450.0,583700.0,227550.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,520775.0,873475.0,190800.0,584200.0,229125.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,522825.0,905500.0,189250.0,585925.0,229950.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,515725.0,909975.0,188200.0,582875.0,230225.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,507100.0,914825.0,187450.0,584800.0,230750.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,818700.0,758325.0,203475.0,549525.0,145650.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,732725.0,807650.0,202400.0,560500.0,171375.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,684375.0,830725.0,201050.0,566375.0,189475.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,660025.0,839775.0,199675.0,570325.0,201450.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,639925.0,844125.0,198300.0,574750.0,208425.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,616600.0,859575.0,205825.0,567175.0,212800.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,591925.0,875100.0,207225.0,563400.0,216500.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,576550.0,884225.0,208500.0,566425.0,219500.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,564075.0,888125.0,206950.0,567875.0,222250.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,550800.0,892300.0,206250.0,566825.0,224450.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,540450.0,896750.0,191225.0,582000.0,226600.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,531325.0,896625.0,189075.0,585500.0,228300.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,523100.0,905575.0,187950.0,585800.0,229475.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,514875.0,909500.0,187125.0,587075.0,230100.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,506075.0,912775.0,186075.0,588950.0,230850.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,856150.0,724600.0,208575.0,548150.0,145525.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,808350.0,734275.0,207225.0,556500.0,171300.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,769175.0,748825.0,205750.0,563150.0,189900.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,734700.0,765125.0,205525.0,563925.0,201850.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,690950.0,782525.0,205800.0,564025.0,208800.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,676350.0,802250.0,217975.0,554650.0,213575.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,648325.0,820950.0,217450.0,553300.0,217150.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,622175.0,826675.0,217275.0,557275.0,220325.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,598900.0,855050.0,217450.0,556975.0,222575.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,580200.0,867075.0,218200.0,555650.0,224900.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,563700.0,878050.0,199750.0,575300.0,227050.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,549000.0,878475.0,198225.0,573600.0,228550.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,536125.0,893800.0,197200.0,575550.0,229800.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,526300.0,901050.0,195375.0,579925.0,230350.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,516875.0,903100.0,195225.0,580275.0,231175.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,843000.0,729800.0,209600.0,547875.0,145725.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,794175.0,744175.0,206850.0,557000.0,171850.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,745775.0,772100.0,205450.0,564900.0,190025.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,698750.0,797150.0,203150.0,566500.0,201900.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,666375.0,820100.0,204800.0,567850.0,209325.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,634750.0,838575.0,218375.0,554500.0,214125.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,611200.0,856000.0,218375.0,553475.0,217850.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,592100.0,866500.0,218600.0,555250.0,221250.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,572825.0,852475.0,219125.0,555750.0,224350.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,557825.0,888025.0,219500.0,555150.0,226600.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,545150.0,894175.0,200400.0,574550.0,228700.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,533950.0,898550.0,198675.0,576250.0,230200.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,524550.0,901700.0,196875.0,576975.0,231025.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,515550.0,908750.0,194775.0,581400.0,232025.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,508550.0,911075.0,195000.0,579950.0,232275.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,846325.0,734500.0,209650.0,546825.0,145525.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,785600.0,757075.0,207025.0,556350.0,171225.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,722475.0,787950.0,206325.0,562550.0,189450.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,681325.0,818850.0,205325.0,565925.0,201125.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,648925.0,838075.0,205775.0,565900.0,208025.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,626550.0,850775.0,217025.0,556600.0,212625.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,606575.0,862850.0,218700.0,556000.0,216575.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,586525.0,871750.0,219375.0,553750.0,219700.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,569200.0,883500.0,219975.0,555025.0,222750.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,555425.0,890950.0,218550.0,556425.0,224900.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,544200.0,895000.0,200425.0,572950.0,227300.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,533100.0,895650.0,199275.0,573825.0,229100.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,523750.0,904500.0,197150.0,577950.0,229900.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,516125.0,908200.0,196900.0,576450.0,230575.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,508025.0,913400.0,195975.0,578925.0,230825.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,835925.0,737725.0,208350.0,548150.0,145325.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,772400.0,768375.0,206900.0,556800.0,170875.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,710250.0,807100.0,205900.0,564400.0,189050.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,667950.0,830775.0,203400.0,564975.0,201125.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,643875.0,842925.0,204025.0,568375.0,208375.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,623825.0,818125.0,216675.0,556075.0,213050.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,602175.0,864900.0,219725.0,554000.0,216925.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,557525.0,856525.0,218150.0,551475.0,220375.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,565350.0,885675.0,218500.0,555075.0,223300.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,553975.0,891750.0,219100.0,553275.0,225850.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,542400.0,896625.0,200300.0,574625.0,227750.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,531825.0,895000.0,199450.0,572175.0,229450.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,522300.0,902550.0,198650.0,574575.0,230225.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,514600.0,900400.0,197800.0,574300.0,230750.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,508375.0,911575.0,194500.0,579625.0,231375.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,835650.0,743125.0,208925.0,549200.0,145750.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,762000.0,780825.0,207050.0,558600.0,171725.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,699750.0,814725.0,206025.0,563275.0,189725.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,663250.0,833650.0,204325.0,564775.0,201575.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,642400.0,842350.0,205825.0,564350.0,208200.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,622000.0,852275.0,218000.0,554050.0,213275.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,600250.0,868025.0,217275.0,556825.0,216800.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,580125.0,876925.0,217375.0,554000.0,220050.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,565500.0,887175.0,219050.0,543900.0,222650.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,528750.0,891675.0,218250.0,541700.0,225475.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,544025.0,896550.0,200875.0,574250.0,227100.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,533375.0,899500.0,200100.0,574650.0,229300.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,523950.0,903650.0,198150.0,576525.0,230250.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,512075.0,907375.0,196550.0,578950.0,230825.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,506500.0,896775.0,196175.0,577725.0,230725.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,829250.0,749550.0,206950.0,550500.0,145450.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,750300.0,793475.0,206050.0,560625.0,171500.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,687950.0,826400.0,207600.0,561775.0,189925.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,660475.0,838675.0,206725.0,563925.0,201500.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,629400.0,845725.0,205250.0,567000.0,208475.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,618300.0,859150.0,217175.0,556425.0,212800.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,595675.0,872550.0,216950.0,556625.0,216325.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,576400.0,859850.0,218550.0,554200.0,219725.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,561875.0,887825.0,218600.0,555700.0,222300.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,552850.0,893650.0,216750.0,557925.0,222650.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,541325.0,896525.0,199100.0,572525.0,216500.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,531700.0,903325.0,197900.0,576825.0,228475.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,522550.0,906975.0,196950.0,576000.0,229575.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,514550.0,910050.0,195725.0,578475.0,230250.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,504775.0,915700.0,194925.0,579875.0,230300.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,824175.0,756475.0,207600.0,549350.0,145375.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,740175.0,800100.0,207875.0,557825.0,171600.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,689200.0,829675.0,206275.0,564725.0,189700.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,660350.0,836500.0,205075.0,565925.0,201375.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,643150.0,838300.0,193000.0,564400.0,208325.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,618475.0,859025.0,217250.0,547575.0,212800.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,595300.0,873550.0,218725.0,554500.0,216500.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,577500.0,883725.0,218825.0,555125.0,219700.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,564600.0,885975.0,219525.0,551450.0,222750.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,553650.0,893075.0,218875.0,553325.0,224725.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,543400.0,896075.0,202625.0,569500.0,226900.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,523425.0,899575.0,201475.0,571925.0,228650.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,523850.0,902200.0,199700.0,574850.0,229725.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,515000.0,899200.0,198000.0,574575.0,230350.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,508275.0,912875.0,197025.0,578450.0,230850.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,819575.0,757500.0,207950.0,544950.0,145675.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,735400.0,807750.0,207575.0,556050.0,171375.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,670675.0,829475.0,206700.0,559300.0,189425.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,661325.0,840300.0,206150.0,565600.0,201550.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,642800.0,844050.0,207025.0,565625.0,208300.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,616325.0,859475.0,216200.0,555375.0,213300.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,593425.0,874075.0,220125.0,553700.0,217325.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,576150.0,883450.0,219125.0,554600.0,220475.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,564375.0,888700.0,219825.0,554300.0,223050.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,553525.0,893000.0,219575.0,554625.0,225375.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,541975.0,898325.0,200725.0,574150.0,227475.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,532575.0,902725.0,199425.0,575150.0,229075.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,521625.0,906900.0,198625.0,564575.0,230150.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,515525.0,906225.0,198225.0,576550.0,230600.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,508200.0,894200.0,196525.0,577675.0,231200.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,822175.0,739400.0,187800.0,570575.0,152650.0,515475.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,740025.0,767600.0,173825.0,593375.0,179275.0,522475.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,683225.0,793350.0,162625.0,609075.0,198250.0,526050.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,647500.0,793125.0,152275.0,620025.0,212350.0,531450.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,615050.0,806650.0,144550.0,628625.0,223425.0,556975.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,590900.0,813250.0,151075.0,621200.0,232200.0,568650.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,562950.0,789875.0,146175.0,630375.0,240525.0,582650.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,538900.0,822350.0,140075.0,637050.0,247925.0,595475.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,521000.0,822825.0,137900.0,638975.0,253800.0,606875.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,505425.0,821725.0,134500.0,643550.0,259175.0,619500.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,489625.0,818625.0,100225.0,671800.0,264625.0,630575.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,472375.0,801175.0,94900.0,673850.0,269450.0,639325.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,462025.0,814900.0,89025.0,677325.0,273850.0,652250.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,452075.0,807675.0,86150.0,684725.0,278500.0,660125.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,442600.0,805850.0,81050.0,697050.0,281750.0,673100.0,30.0,400.0,28.0,180.0,0.0,0.0
2030,417175.0,816750.0,112825.0,667200.0,284775.0,683175.0,30.0,400.0,28.0,180.0,0.0,0.0
2015,822700.0,738375.0,186950.0,573025.0,152650.0,516125.0,30.0,400.0,28.0,180.0,0.0,0.0
2016,735125.0,770100.0,174725.0,594100.0,179425.0,523075.0,30.0,400.0,28.0,180.0,0.0,0.0
2017,682375.0,793450.0,160425.0,607125.0,198275.0,532925.0,30.0,400.0,28.0,180.0,0.0,0.0
2018,647200.0,804175.0,150950.0,621675.0,212500.0,544625.0,30.0,400.0,28.0,180.0,0.0,0.0
2019,617450.0,805050.0,142375.0,631150.0,223225.0,555850.0,30.0,400.0,28.0,180.0,0.0,0.0
2020,593025.0,811200.0,149575.0,624075.0,232450.0,568525.0,30.0,400.0,28.0,180.0,0.0,0.0
2021,563750.0,818650.0,143475.0,624200.0,240625.0,582350.0,30.0,400.0,28.0,180.0,0.0,0.0
2022,526975.0,821075.0,138575.0,620650.0,247800.0,594500.0,30.0,400.0,28.0,180.0,0.0,0.0
2023,520450.0,817200.0,138250.0,637350.0,254100.0,599975.0,30.0,400.0,28.0,180.0,0.0,0.0
2024,504925.0,814775.0,135050.0,639450.0,259950.0,577175.0,30.0,400.0,28.0,180.0,0.0,0.0
2025,491675.0,817075.0,100175.0,676225.0,265025.0,627600.0,30.0,400.0,28.0,180.0,0.0,0.0
2026,477700.0,813125.0,94450.0,682725.0,270525.0,642150.0,30.0,400.0,28.0,180.0,0.0,0.0
2027,451000.0,793250.0,89000.0,685175.0,275400.0,616550.0,30.0,400.0,28.0,180.0,0.0,0.0
2028,453975.0,803900.0,83675.0,693750.0,279450.0,661825.0,30.0,400.0,28.0,180.0,0.0,0.0
2029,442500.0,804150.0,80650.0,654625.0,283225.0,672175.0,30.0,400.0,28.0,180.0,0.0,0.0
2030,417325.0,715850.0,112450.0,662075.0,286575.0,680600.0,30.0,400.0,28.0,180.0,0.0,0.0
