'year','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit'
2015,'B1',0.1,15172.769749998055,39120.675999997664,33542.669749997374,8983.139249999802,73219.83849999463,14478.874499998099,12706.290249999185,43044.76199999701,26492.752249997327,25245.58049999759,22657.032499998768,24091.05374999836,13548.663999999806,48045.36474999286,169827.15249998952,131276.78024998552,352304.10300005274
2015,'B1',1.0,15197.699499998049,39148.12899999766,33576.22074999736,8981.511249999807,73240.49074999463,14440.494999998093,12721.530499999182,42991.447499997026,26518.369999997318,25233.0967499976,22619.11774999878,24110.490499998356,13546.012499999806,48136.25724999283,169699.15624998952,131334.39274998553,352324.6117500528
2015,'B1',0.5,15172.37924999805,38990.484249997666,33544.85224999737,8991.828499999801,73273.83524999462,14506.370249998101,12697.986999999186,43083.73724999702,26480.16149999733,25293.607249997604,22623.773749998778,24173.910749998344,13495.523499999797,48130.23799999285,169799.4739999895,131243.93324998554,352328.4507500528
2015,'B1',0.2,15168.687999998054,39046.67074999766,33538.898749997374,9001.021999999786,73185.81574999462,14449.157249998096,12748.231749999184,43144.54849999701,26522.434249997317,25260.725999997605,22619.973249998777,24117.095749998356,13527.771749999803,48194.71699999284,169756.63824998948,131224.87299998553,352331.03375005285
2016,'B1',0.1,15206.231999998063,39498.637249997635,33689.718499997354,9024.324249999789,74308.32999999457,14552.813749998131,12703.616999999183,44764.569499996964,26670.30699999734,25373.093249997593,22832.289249998837,24667.992749998368,13560.888499999806,48166.59349999289,173233.0474999894,132298.36649998545,356852.81300005136
2016,'B1',1.0,15233.89824999805,39526.053999997624,33729.20724999734,9010.419249999792,74340.02349999458,14518.776749998126,12715.31774999918,44709.43499999699,26709.50624999733,25355.880499997606,22791.236499998857,24701.587499998368,13555.552999999805,48274.24899999285,173116.6459999894,132351.19499998546,356896.8955000514
2016,'B1',0.2,15198.61074999806,39434.12624999764,33689.88849999736,9040.949999999777,74288.56674999458,14523.497999998128,12745.156999999183,44852.991499997,26727.463749997318,25368.812499997606,22795.631499998857,24697.574249998368,13542.795999999804,48320.13299999286,173162.0912499894,132269.0369999855,356906.06675005157
2016,'B1',0.5,15206.242999998054,39377.97599999764,33710.11574999735,9027.815499999788,74355.93424999458,14579.907999998133,12694.912249999184,44804.770499996994,26667.821499997342,25420.295749997607,22800.813249998842,24754.38924999837,13507.008249999797,48260.10999999287,173197.13174998938,132295.95599998545,356908.0032500516
2017,'B1',0.1,15166.028999998072,39524.03024999771,33795.37699999734,8993.425249999797,75127.19124999455,14591.772249998156,12303.10599999933,45939.27824999681,26651.4607499974,24703.34049999809,22770.44224999894,24991.486499998395,13564.427999999807,48163.57724999291,175645.29449998945,131157.68999998612,358121.3672500559
2017,'B1',0.5,15157.599499998063,39414.497249997716,33815.658499997335,9000.097999999794,75184.32599999454,14618.207499998156,12292.280249999321,45956.82124999683,26672.493999997394,24782.895249998073,22740.68574999895,25064.866249998384,13517.6267499998,48254.957749992886,175643.80999998946,131164.48299998612,358218.05625005614
2017,'B1',0.2,15158.150249998082,39467.46599999773,33782.41449999735,9010.686249999799,75102.66274999455,14568.518499998156,12358.432499999313,46063.57799999679,26717.11799999737,24759.643999998065,22732.403249998955,25024.607499998383,13552.273249999804,48329.69299999286,175603.45149998943,131210.0047499861,358297.9547500551
2017,'B1',1.0,15186.716749998071,39551.98424999771,33832.46749999733,8979.520249999801,75157.25749999455,14558.136749998153,12322.932749999318,45894.83524999682,26707.596749997378,24699.87074999809,22731.20949999896,25020.400499998388,13566.171499999808,48269.00549999287,175517.16999998948,131268.1189999861,358209.1000000558
2018,'B1',0.2,15223.187499998056,39951.21549999765,33885.61149999734,9028.465749999796,75780.51499999453,14597.289249998183,12385.726499999317,47198.480249996515,26960.024249997336,24782.307249998106,22923.771749998872,25235.245749998398,13566.431249999803,48445.12999999286,177826.66199998942,132091.67399998594,361518.27150005545
2018,'B1',0.1,15235.943499998053,40008.31699999764,33895.03449999733,9006.604749999791,75801.90549999452,14619.124499998177,12342.726749999323,47079.561249996514,26923.58224999735,24785.007749998098,22956.889999998864,25203.265999998406,13570.365749999808,48309.48174999289,177867.69724998943,132096.34499998594,361428.32950005564
2018,'B1',0.5,15233.682749998045,39900.89099999764,33914.05899999732,9021.336249999791,75859.04024999452,14646.62024999818,12339.873999999318,47105.867999996524,26911.309999997353,24872.50574999807,22923.53299999887,25280.185249998398,13523.5644999998,48385.10924999288,177852.62524998945,132139.92999998596,361532.4700000554
2018,'B1',1.0,15262.014499998038,40001.01699999765,33927.328499997326,9005.439249999794,75847.77824999452,14589.42999999818,12342.892499999321,47059.811749996516,26943.109749997344,24806.828499998068,22924.057499998875,25231.0387499984,13579.18824999981,48403.47499999286,177790.85799998944,132170.79599998594,361519.93450005434
2019,'B1',0.1,14999.901499998152,29296.877999998556,33767.38724999743,8986.450499999795,57010.67024999611,14635.184499998191,12309.355749999326,46675.59149999634,26754.009499997428,20877.25499999845,22849.345999998972,25353.048999998406,13579.84299999981,47692.38649999311,148143.57749999082,128235.83649998657,327094.9217500486
