'year','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit'
2015,'B2',0.2,15195.87374999805,39040.62324999766,33532.928499997375,8993.634999999798,73198.68599999463,14449.2644999981,12720.01199999919,43107.949499997005,26484.067249997333,25280.713249997607,22623.464499998772,24067.647499998355,13591.765999999801,48104.909749992854,169820.91849998952,131205.99724998552,352286.6310000527
2015,'B2',0.5,15163.657749998052,39137.19674999766,33536.40049999738,8962.697249999805,73244.55249999462,14514.599249998106,12731.598749999188,42991.350999997034,26478.24299999733,25286.39724999759,22629.90974999878,24101.327499998355,13520.731749999806,48092.144999992845,169717.3597499895,131334.35274998553,352298.6630000527
2015,'B2',0.1,15150.601499998062,39076.55749999766,33514.39949999738,8981.945749999804,73321.64574999461,14499.469749998096,12705.649999999185,42985.767999997006,26473.60574999733,25274.595249997597,22630.591749998774,24117.802999998352,13605.7802499998,48109.594749992844,169900.2647499895,131173.74874998553,352338.41375005274
2015,'B2',1.0,15186.54674999805,39148.529499997654,33537.87324999738,8971.0604999998,73225.25849999463,14465.972499998103,12743.310749999191,43033.417249997045,26538.86499999732,25203.861249997615,22597.954749998782,24063.09574999836,13555.533249999806,48079.77524999285,169950.67399998952,131086.02424998552,352271.2790000528
2016,'B2',0.2,15228.934499998057,39423.34974999764,33682.77699999736,9028.480749999784,74299.80974999457,14533.822249998135,12713.397749999187,44821.437499996995,26696.594749997337,25398.695499997608,22797.579999998852,24658.744499998364,13600.852499999803,48244.524999992864,173228.8734999894,132256.27249998547,356884.4765000515
2016,'B2',0.1,15190.741249998067,39463.64774999763,33672.58399999736,9020.330999999787,74410.10099999457,14573.408999998126,12704.973499999183,44714.490499996995,26661.641249997338,25387.812249997598,22810.11024999884,24700.278249998366,13623.540999999803,48241.91974999286,173313.4709999894,132223.4647499855,356933.6610000514
2016,'B2',0.5,15206.132499998053,39519.92324999762,33683.85074999736,8997.944499999789,74336.18199999457,14588.13699999814,12721.846499999185,44701.299499996996,26670.483249997334,25409.144749997587,22810.364499998836,24680.664749998366,13522.739249999806,48227.67124999287,173111.44174998938,132354.79399998547,356848.7125000513
2016,'B2',1.0,15216.870999998055,39539.689749997626,33687.320249997356,9012.985249999785,74318.47899999458,14543.451249998132,12735.956749999188,44742.706749997,26735.347249997325,25316.311499997617,22776.412749998857,24650.768999998367,13569.754499999808,48203.15099999285,173354.18274998938,132133.91574998546,356846.0550000514
2017,'B2',0.2,15194.033999998077,39467.83174999772,33777.70124999735,8998.297749999796,75113.90574999455,14575.303249998164,12348.160499999316,46000.9114999968,26681.337499997397,24743.388249998097,22720.10274999896,24965.68199999839,13604.391999999803,48252.53749999289,175648.52999998943,131135.17524998615,358191.0482500555
2017,'B2',0.1,15152.716249998071,39499.1084999977,33775.72849999735,8995.794999999796,75241.63074999453,14613.82949999815,12327.435499999317,45886.5467499968,26620.4872499974,24736.22374999808,22750.259999998947,25028.45274999839,13635.416499999805,48232.630249992886,175767.0059999894,131109.18924998614,358263.6310000554
