'year','subsi_scenario','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_debt','total_wu'
2015,'B2',0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.296489912000004,0.0,0.0,0.0,0.0,7.4657260180000025,0.0,4.830763894000001,12.296489912000004,1797525000.0
2016,'B2',0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.463296799999999,20.701561911999995,0.0,0.0,0.0,0.0,18.39231961800001,0.0,7.772539093999999,26.16485871199998,1723900000.0
2017,'B2',0.1,14.28936816449999,133.36743620200008,0.0,16.454423946999988,0.0,0.0,139.86260354949988,77.77615993550012,86.7136032955351,279.29219594249713,48.49724952800006,0.0,0.0,48.75862788601002,80.1070639525001,667.3873487260214,796.2530405645501,1664118750.0
2018,'B2',0.1,14.28936816449999,276.3824924580013,0.0,37.153971563000034,0.0,0.0,285.7003253895006,159.16301760750002,93.29982299153501,566.7336412464848,48.49724952800006,0.0,0.0,56.28573611001002,171.8436954324997,1253.0904574059982,1481.2198889485207,1612787500.0
2019,'B2',0.1,128.7734909440008,7910.999774334906,68.79315001100002,70.01040141900009,14215.991203806898,0.0,473.86136825014677,1163.0229822882193,226.44355923033947,3795.5935891091854,102.40232976050055,0.0,0.0,401.8049188412897,22979.153807286606,4723.746247987607,28155.89184915167,1566587500.0
2020,'B2',0.1,526.3238255438658,15603.868217623065,2949.927155339268,158.71319069364057,30022.748113837028,150.35577300119508,683.4618716964371,3066.504361465707,1272.1697089632544,7483.387942341091,191.4686705369166,0.0,0.0,1368.6857185905358,51563.22192126314,8834.823142591265,62108.92883101565,1525475000.0
2021,'B2',0.1,711.4458239158506,24159.674789832123,3018.7835083922764,192.5769708836412,46694.99298618727,150.35577300119508,849.4305823925289,7777.0936330029035,2144.3805034377683,9990.649943688655,252.45966264402261,0.0,0.0,1853.0825263679817,80617.5468694499,13047.164656257628,95941.84417733949,1490456250.0
2022,'B2',0.1,820.6211426228523,24267.050515373543,3084.1687267387774,194.37656404914122,46694.99298618727,150.35577300119508,1015.5930180070314,8129.214029052142,2209.9580312499934,10306.17861203942,313.64583027102356,0.0,0.0,2203.4802530382767,80726.72218815677,13831.902662094826,97186.15522854595,1455631250.0
2023,'B2',0.1,831.6701861433514,24437.98571807258,3144.6134942332833,196.97633899514125,46694.99298618727,150.35577300119508,1118.93407211054,8129.214029052142,2293.442539563732,10637.649917654453,376.69037271152416,0.0,0.0,2232.161123170487,80858.01082292973,14498.303356322887,98012.52542767709,1423056250.0
2024,'B2',0.1,967.8396987193432,24633.81713048892,3144.6134942332833,239.7925259391404,46694.99298618727,163.0800666293551,1311.9578657105596,8449.984478779945,2484.036917117644,10968.948937942165,377.3922774155242,0.0,0.0,2715.314748858201,80970.31557556965,15326.775929432846,99436.45637910422,1393187500.0
