'year','subsi_scenario','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_debt','total_wu',
2048,'B2',0.1,6738.814705,112445.1321,26186.81625,1727.732731,208324.2982,1498.248517,5367.92012,56770.4951,21617.19993,48340.77122,1689.829668,0,0,16142.99977,400960.6819,70184.08063,490707.2585,1062750000,1062.75
2048,'B2',0.5,7400.795253,113909.156,25108.84284,1890.517303,204084.8663,1477.653158,6106.829209,57378.54554,21819.15495,45190.55291,2140.374133,0,11.63840445,19204.14553,388572.4899,75504.28448,486518.9259,1609268750,1609.26875
2048,'B2',1,7341.034029,113558.2593,25079.04978,1840.075277,203126.294,1384.572598,6341.611492,58102.89678,21528.46416,46292.44395,1984.445978,0,12.08578265,19129.01139,388439.8197,75753.35083,486591.2331,1611112500,1611.1125
2048,'B2',0.2,7171.371807,113001.8515,25281.03914,1836.348163,203966.3845,1359.217626,6194.212519,59281.44337,21680.67532,49298.69902,2040.660257,0,0,18572.21412,396017.4892,73341.40321,491111.9032,1488268750,1488.26875
2049,'B2',1,7610.210306,113869.9543,25105.04255,1902.819101,208579.5248,1538.792928,6553.313998,64743.56671,22904.31007,46531.32582,2063.436332,0,12.08578265,19992.93228,400740.4331,77337.94034,501414.3827,1608943750,1608.94375
2049,'B2',0.2,7416.64068,113264.3009,25281.71971,1912.834401,210116.6912,1464.768025,6339.8556,66173.42928,22976.67575,49443.66153,2108.717771,0,0,19328.89198,409292.7751,74585.79243,506499.2948,1478031250,1478.03125
2049,'B2',0.5,7658.489027,114195.7133,25112.24572,1962.876453,209834.2002,1589.37237,6315.085203,64143.18503,23159.30549,45430.11536,2214.556823,0,11.63840445,20062.70909,401341.9332,76910.10932,501626.7833,1606775000,1606.775
2049,'B2',0.1,6963.160296,112624.6646,26192.98506,1779.674626,214554.7995,1633.962407,5429.896095,63182.1603,22937.32595,48348.93812,1703.441171,0,0,16740.94668,414174.2797,70960.76619,505351.0081,1051850000,1051.85
2050,'B2',0.2,7416.64068,113264.3009,25281.71971,1912.834401,210116.6912,1464.768025,6339.8556,66173.42928,22976.67575,49443.66153,2108.717771,0,0,19328.89198,409292.7751,74585.79243,506499.2948,1412256250,1412.25625
2050,'B2',0.1,6963.160296,112624.6646,26192.98506,1779.674626,214554.7995,1633.962407,5429.896095,63182.1603,22937.32595,48348.93812,1703.441171,0,0,16740.94668,414174.2797,70960.76619,505351.0081,995275000,995.275
2050,'B2',0.5,7658.489027,114195.7133,25112.24572,1962.876453,209834.2002,1589.37237,6315.085203,64143.18503,23159.30549,45430.11536,2214.556823,0,11.63840445,20062.70909,401341.9332,76910.10932,501626.7833,1601950000,1601.95
2050,'B2',1,7610.210306,113869.9543,25105.04255,1902.819101,208579.5248,1538.792928,6553.313998,64743.56671,22904.31007,46531.32582,2063.436332,0,12.08578265,19992.93228,400740.4331,77337.94034,501414.3827,1607281250,1607.28125
2051,'B2',0.1,6963.160296,112624.6646,26192.98506,1779.674626,214554.7995,1633.962407,5429.896095,63182.1603,22937.32595,48348.93812,1703.441171,0,0,16740.94668,414174.2797,70960.76619,505351.0081,955006250,955.00625
2051,'B2',1,7610.210306,113869.9543,25105.04255,1902.819101,208579.5248,1538.792928,6553.313998,64743.56671,22904.31007,46531.32582,2063.436332,0,12.08578265,19992.93228,400740.4331,77337.94034,501414.3827,1605950000,1605.95
2051,'B2',0.2,7416.64068,113264.3009,25281.71971,1912.834401,210116.6912,1464.768025,6339.8556,66173.42928,22976.67575,49443.66153,2108.717771,0,0,19328.89198,409292.7751,74585.79243,506499.2948,1367168750,1367.16875
2051,'B2',0.5,7658.489027,114195.7133,25112.24572,1962.876453,209834.2002,1589.37237,6315.085203,64143.18503,23159.30549,45430.11536,2214.556823,0,11.63840445,20062.70909,401341.9332,76910.10932,501626.7833,1599962500,1599.9625
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2030,,
,,,,,,,,,,,,,,,,,,,,0.1,1641.01875
,,,,,,,,,,,,,,,,,,,,0.2,1671.81875
,,,,,,,,,,,,,,,,,,,,0.5,1671.18125
,,,,,,,,,,,,,,,,,,,,1,1669.31875
,,,,,,,,,,,,,,,,,,,2040,,
,,,,,,,,,,,,,,,,,,,,0.1,1329.5375
,,,,,,,,,,,,,,,,,,,,0.2,1597.0875
,,,,,,,,,,,,,,,,,,,,0.5,1633.8375
,,,,,,,,,,,,,,,,,,,,1,1631.19375
,,,,,,,,,,,,,,,,,,,2050,,
,,,,,,,,,,,,,,,,,,,,0.1,995.275
,,,,,,,,,,,,,,,,,,,,0.2,1412.25625
,,,,,,,,,,,,,,,,,,,,0.5,1601.95
,,,,,,,,,,,,,,,,,,,,1,1607.28125
