'year','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit','total_benefit_5','total_benefit_34'
2030,'B1',0.1,15932.943499998246,38013.28610000106,34449.765249997414,9878.025250000752,73537.54254999691,16125.79649999962,12344.384499999975,49083.361049994775,23374.458749996473,24360.970749997658,22838.315499998975,26873.384999998703,14559.90650000038,46512.07149999232,176207.85864999425,135636.02829998793,361372.1412001925,723982.9848077086,2693199.350249836
2031,'B1',0.2,16023.88674999823,34152.621359997225,34581.915999997385,9895.725500000754,70256.59026999488,16087.894999999648,12829.86949999996,49531.040809994774,22693.528899996487,25368.046499997785,22849.798249998978,26929.610999998695,14474.003000000374,46711.481249992255,169930.90136000072,136009.03672998448,355674.5328400185,770011.3647294951,2864532.757616971
2031,'B1',1.0,16005.58099999822,34288.89713999726,34624.51724999739,9915.408750000739,70206.83826999489,16108.720249999635,12828.91624999996,49539.95268999472,22795.413299996486,25358.21799999779,22901.60624999896,26925.737499998697,14485.398250000375,46745.33199999223,170147.22595000072,136076.46419998445,355985.2049000195,769355.9208894693,2863206.489297005
2031,'B1',0.1,15978.514499998235,34190.34027999723,34592.49499999738,9935.043250000752,70211.2414199949,16124.59199999962,12829.768499999964,49578.77993999473,22678.454549996528,25373.333749997786,22836.16399999897,26876.522999998702,14563.04450000038,46691.35399999225,170092.55630000072,135968.20163998447,355768.2946900187,769277.2068094661,2865334.229546951
2031,'B1',0.5,15967.40399999824,34183.197989997265,34628.177749997405,9944.948500000752,70229.01644999489,16137.148749999624,12880.161999999964,49583.98008999475,22716.165049996493,25344.505249997786,22826.842499998973,26928.183499998693,14490.672750000376,46808.74674999222,169982.75741000072,136052.71766998447,355860.40458001994,769401.1844094712,2864842.1462969636
2032,'B1',1.0,15962.949749998234,22082.096955999576,34537.53649999741,9806.951500000749,50635.65382999714,16095.517749999635,12272.685499999972,47964.697917994374,23258.05783999651,20829.732499997903,22900.358249998964,26925.737499998697,14485.398250000375,46399.619499992325,139154.37952798465,129270.3612659863,317757.37404408597,812048.2741231255,3000045.1657915185
2032,'B1',0.5,15980.291499998233,22233.960187999583,34552.19049999743,9871.14500000076,50824.76803999712,16129.414999999624,12350.61499999997,48133.32747599436,23304.700839996505,20559.718749997908,22772.748499999005,26931.722999998696,14490.672750000376,46483.6862499923,139464.20329198445,129233.58100198636,318135.2765440873,812010.0282031246,3002089.016243468
2032,'B1',0.1,15962.788249998239,22273.783873999593,34484.978499997414,9852.143500000757,50298.68527599716,16116.858249999621,12294.73149999998,47960.737697994395,23314.8570899965,20769.6152499979,22838.562249998973,26876.522999998702,14566.182500000381,46422.73449999232,139026.67182998452,129234.95760798635,317610.4469380878,812009.7474991239,3002092.3430034667
2032,'B1',0.2,16031.47174999823,22316.302501999617,34501.18024999741,9828.528500000759,50828.07459999716,16078.69924999965,12258.672249999987,47825.663505994395,23309.237813996497,20721.126999997898,22871.18274999897,26932.748999998697,14476.401250000374,46446.03974999233,139395.2078359845,129177.3060859863,317979.29042208596,812759.5897551525,3001617.1707834774
2033,'B1',0.2,16118.08549999821,28199.135949599928,34597.976499997385,9848.415750000762,65507.878763996734,16086.288999999648,12315.85024999997,49540.974468393964,23505.875101196372,24374.829499997653,23047.35174999888,26932.748999998697,14478.799500000374,46916.08149999223,162226.1318663734,132388.8841667863,344554.2110332812,855946.6697536214,3165008.049540709
2033,'B1',1.0,16069.647499998217,28298.363225599925,34638.537999997396,9867.162750000754,65472.42251399673,16108.576249999634,12356.101249999972,49471.528201593996,23463.505321996385,24401.079499997675,23072.874249998877,26925.737499998697,14485.398250000375,46866.61074999224,162333.4883943734,132407.72186878626,344630.9345132814,855222.8651327936,3163442.9752987497
2033,'B1',0.1,16074.657499998228,28213.48607839992,34611.15474999739,9883.873250000748,65462.85043999673,16122.98599999962,12322.454499999978,49536.514451594005,23456.264321996394,24412.468249997666,23014.002249998885,26883.200499998704,14566.182500000381,46853.456749992234,162300.19994757342,132383.3245943863,344560.09479208116,855229.5201567945,3165483.221760698
2033,'B1',0.5,16105.432249998204,28206.60939359992,34650.145499997416,9879.15850000076,65485.78709919674,16135.542749999624,12330.750999999982,49468.153377594004,23460.440321996393,24369.42124999767,22992.04849999889,26934.121249998694,14490.672750000376,46898.54299999222,162279.60487477342,132307.02256758633,344508.2839424816,855020.2062015866,3165486.8257506993
2034,'B1',0.2,16009.530999998238,26407.36603720013,34607.79249999739,9849.352000000765,63874.351996796766,16085.887499999648,12566.511249999967,50380.71047471409,23384.546780956447,25371.11049999778,23042.965749998883,26935.886999998693,14478.799500000374,47099.66824999213,159681.4954511114,133190.53508854608,342994.8122897998,901075.2029445508,3325061.389596362
2034,'B1',1.0,16013.707499998227,26515.89068088012,34650.224249997395,9848.156750000759,63848.42624679677,16108.174749999635,12557.054249999957,50324.6451112741,23386.97545759645,25357.08349999778,23072.874249998877,26925.737499998697,14485.398250000375,47109.28624999212,159795.35352823138,133166.59521830606,343094.3484966805,900315.8312555614,3323544.830604402
2034,'B1',0.1,15971.104499998237,26433.81835840012,34618.56174999739,9889.721250000748,63826.48483759677,16122.58449999962,12535.906499999972,50418.691111274085,23334.846707596473,25372.456749997782,23019.324499998882,26886.3384999987,14566.182500000381,47089.93399999212,159781.9685115914,133114.86725326607,342996.02176499943,900371.2361432442,3325543.4925663513
2034,'B1',0.5,16032.437249998231,26426.597287920125,34668.24499999741,9868.924500000761,63850.466814956766,16133.679249999625,12617.961999999965,50389.34370207409,23382.82770759646,25345.973999997783,22995.40049999889,26934.121249998694,14490.672750000376,47166.494749992096,159768.81045359143,133178.23330894604,343136.652012681,900101.980188034,3325581.7503063516
2035,'B1',1.0,15820.00124999829,24675.882598157972,34658.814499997396,9848.156750000753,62519.09293130829,16108.174749999635,12354.896749999974,49507.83053901806,23425.769516076398,24400.791499997664,23076.012249998876,26928.8754999987,14485.398250000375,46318.62749999234,157355.1927751365,131112.7633094093,337809.6970844991,942781.5289216372,3481130.5175993955
2035,'B1',0.1,15786.205249998293,24608.372508477958,34622.00649999739,9886.797250000749,62494.880453948295,16122.58449999962,12384.07249999998,49614.33203901807,23406.18426607641,24401.54474999765,23017.862499998882,26892.6144999987,14566.182500000381,46365.446749992334,157327.2657756005,131087.81349190534,337803.6395174596,942902.1985185703,3483156.902561344
