'year','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit','total_benefit_5','total_benefit_34'
2017,'M1',0.2,16233.664999998151,39423.72849999754,34036.87274999731,9883.831500000744,74635.32399999462,16198.284999999669,12294.249999999984,44570.516499996455,22903.727249996373,24085.09099999774,22709.174999998988,26283.551249998716,14431.118750000367,47520.24449999198,173541.12474999236,133604.6537499859,357689.136500052,146553.80399995716,490232.7397499679
2017,'M1',0.1,16238.78849999814,39380.47124999754,34026.20599999731,9874.911250000754,74628.04349999462,16212.111249999678,12239.273499999985,44643.66474999644,22833.3984999964,24145.287999997734,22776.508249998966,26229.19774999873,14496.243000000379,47547.58274999198,173498.1277499924,133655.2814999859,357724.105500052,146584.50599995715,490211.9474999679
2018,'M1',0.1,16312.375249998126,39823.148999997495,34117.453499997326,9876.582750000758,75321.85374999455,16189.563999999662,12230.990499999993,45770.95074999626,23114.94449999635,24158.542999997735,22978.19924999888,26435.83174999872,14498.641250000379,47589.756999991994,175715.57374999317,134500.6349999858,360829.07925005147,192894.8179999424,662704.4535011188
2018,'M1',0.2,16323.530249998132,39872.91324999749,34128.120249997315,9864.509250000754,75313.85424999456,16177.199749999656,12359.673499999977,45715.97899999624,23178.409999996325,24058.77374999773,22953.041499998883,26487.385499998712,14431.118750000367,47597.11674999198,175739.46124999318,134504.8174999858,360864.50900005153,192888.9699999424,662718.3150011189
2018,'M1',0.5,16336.88949999813,39838.6547499975,34136.72224999732,9864.12300000075,75296.13099999457,16184.212999999652,12299.093249999993,45745.41849999622,23123.91949999634,24040.91899999773,22977.601749998874,26481.77274999871,14409.35825000038,47617.60449999197,175628.13024999306,134465.96824998583,360734.8165000515,192826.10399994242,662739.1072511191
2018,'M1',1.0,16302.840499998134,39818.826249997495,34151.07024999732,9862.826250000759,75410.48174999458,16181.324999999657,12295.516999999989,45639.36299999623,23181.061999996327,24111.77024999772,22969.71674999888,26519.803749998704,14430.841500000372,47660.98374999197,175518.488749993,134672.8582499858,360875.44425005146,192846.57199994242,662690.5920011187
2019,'M1',1.0,15991.085499998222,29619.340249998295,33983.4104999974,9818.861750000759,55960.71074999619,16158.142499999647,12224.09874999999,45067.978499996105,22962.866499996402,20257.139999997977,22747.220499998988,26670.77049999869,14430.841500000372,46801.064249992225,145348.58024999074,130823.67074998628,325892.4675000476,237526.7539999282,802518.4732522836
2019,'M1',0.1,15997.840249998218,29301.792249998332,33922.426249997414,9825.308250000759,56297.02399999618,16167.84349999965,12179.162499999977,45110.169999996135,22922.97524999641,20160.03274999797,22781.857499998983,26583.25899999872,14498.641250000379,46707.20399999224,145751.87049999068,130411.69049998633,325748.3327500471,237481.4319999282,802587.7807522842
2019,'M1',0.2,15973.086749998234,29356.47624999832,33951.3767499974,9797.318000000758,56334.14849999617,16158.001749999648,12225.66799999998,45010.90399999616,22956.41099999641,20212.201249997972,22753.000999998978,26634.812749998702,14434.256750000368,46646.91499999226,145856.87374999071,130409.37549998636,325797.66275004763,237406.86999992823,802705.6035022852
2019,'M1',0.5,15993.819749998234,29125.589749998337,33960.290499997405,9815.55850000076,56375.26249999618,16164.355999999645,12244.971999999992,44999.46124999613,22915.737499996412,20473.598249997965,22781.635499998974,26626.061999998703,14415.634250000381,46723.72599999223,145786.89099999075,130483.00074998627,325891.9777500474,237440.49599992821,802705.6035022852
2020,'M1',0.2,14942.597499998403,29934.476749998234,30522.0422499979,9688.189250000727,54727.58474999635,15808.808749999711,12288.76899999998,44444.5587499959,21597.647999996505,20570.416499997726,22788.829249998882,26745.59574999871,14434.256750000368,44377.38124999265,141100.28024999087,130408.84324998653,318493.7732500404,279676.21399991476,937723.5442534101
2020,'M1',0.1,14998.770249998382,29713.531999998268,30486.51999999785,9659.419750000723,55107.67924999633,15717.030999999748,12209.781999999985,44456.53349999588,21491.78399999652,20275.286749997744,22817.64949999889,26701.395999998724,14501.77925000038,44350.18824999267,140835.36949999095,130330.47549998653,318137.1632500394,279819.4899999147,937155.2227534053
2020,'M1',0.5,14925.300249998403,29986.27724999824,30303.693249997887,9636.086000000721,55341.78549999631,15801.768999999715,12291.24599999999,44686.79924999592,21384.885499996526,20250.958999997747,22837.15349999887,26742.38124999871,14425.048250000384,44443.69974999261,140975.29024999094,130559.40249998648,318613.38400003954,279810.7179999147,937751.2672534103
2020,'M1',1.0,14995.411999998401,29580.34599999827,30361.5844999979,9747.205750000738,55167.64449999632,15791.731749999726,12217.740249999983,44386.76749999589,21451.675249996526,20396.391249997734,22833.787749998875,26784.691499998702,14430.841500000372,44593.50299999258,140570.036499991,130381.94224998649,318145.8195000393,279858.9639999147,937030.4692534043
2021,'M1',1.0,15077.19199999838,29924.20349999822,34187.71024999741,9798.842250000751,55419.02724999632,15882.356499999654,12336.64324999998,42318.76299999555,21463.59049999649,21531.28024999768,22816.27949999888,26858.093999998706,14430.841500000372,44726.26674999257,143161.7384999908,131237.6662499864,322044.8237500414,322047.89799990127,1076421.7132545656
2021,'M1',0.5,15187.990999998354,30220.09024999822,34141.51849999742,9774.980750000743,55438.091999996315,15878.147999999665,12324.35199999998,42392.10249999558,21686.01799999649,21394.13699999768,22836.342249998866,26822.46124999871,14432.982750000385,44719.88299999258,144019.6927499907,130856.62674998642,322529.2162500416,321941.1719999013,1077696.9712545762
2021,'M1',0.2,15118.665249998372,30339.3707499982,34163.59349999741,9793.509500000748,55136.56649999634,15874.121999999672,12328.871249999976,42464.21374999557,21517.475999996466,21344.011499997676,22815.552499998874,26817.856999998712,14434.256750000368,44690.62649999256,143629.87624999078,130908.41124998643,322148.06625004136,321879.7679999013,1077281.1262545728
