'year','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit','total_benefit_5','total_benefit_34',
2046,'B2',0.2,15750.05825,3111.70819,16067.8202,3931.860725,26810.07283,16018.149,3884.003708,33376.0921,17402.34887,8756.801916,17546.30631,6256.473008,7776.040665,45116.22437,75380.17858,53660.4094,176687.7358,1332195.903,4619169.832
2047,'B2',0.5,15525.00425,2063.55218,15214.80599,3564.254335,24715.40377,15959.53575,3452.135887,26365.53877,17222.10799,8072.860186,17284.36044,5182.072165,7411.481112,44527.33423,65469.42076,49650.73541,162033.1128,1357658.778,4679016.898
2047,'B2',0.2,15493.63325,2008.576527,15206.85915,3615.198883,24785.82061,15969.63375,3434.878718,26359.40508,17150.36665,8179.418076,17229.84813,5167.926302,7428.416951,44437.28146,65744.80246,49503.86023,162029.9821,1358985.656,4680951.42
2047,'B2',0.1,15557.686,2033.326596,15380.52868,3577.368347,24837.21544,15985.80475,3453.839305,26234.42473,17230.75592,8337.624408,17304.06317,5169.302226,7396.994589,44600.01855,65903.51385,49592.47547,162498.9342,1357987.226,4681485.295
2047,'B2',1,15474.8295,2065.884165,15488.36338,3589.239086,25177.14994,15944.736,3452.2644,26052.10858,17222.55517,8045.206087,17284.68517,5136.57444,7432.342842,44547.81513,65873.04932,49522.47257,162365.9388,1359179.388,4680271.193
2048,'B2',0.5,15539.03625,1761.397982,15096.09241,3324.957812,24335.5937,15952.605,3135.525199,27830.97544,16959.66832,7739.262875,17055.58566,4341.864188,7133.669396,44770.48396,66205.7059,46754.36819,160206.2342,1383909.972,4741872.227
2048,'B2',0.2,15616.1615,1736.113398,14863.96964,3355.982048,24224.19199,15955.77225,3124.058175,28208.05403,16975.82087,7449.708904,17022.62073,4324.187515,7143.546658,44844.17932,66166.29513,46658.6526,160000.1877,1385245.286,4743661.117
2048,'B2',0.1,15527.03425,1717.260415,14693.44496,3352.295369,24091.76282,16027.38925,3116.391093,27922.36571,17057.10676,7807.642085,17102.60832,4326.952716,7113.079231,44833.5371,65823.97077,46731.35926,159855.333,1384235.865,4744010.051
2048,'B2',1,15492.33,1733.199576,14848.98465,3339.935908,24879.89961,15944.736,3092.37568,27922.57291,16984.18876,7868.832648,17044.29917,4307.33072,7159.142041,44658.37463,66793.17472,46688.74168,160617.8277,1385425.949,4743612.982
2049,'B2',0.2,15806.9145,1933.881061,17827.08813,3149.636914,31919.14165,15955.77225,2908.014798,27715.47992,16954.305,9728.844362,16862.28891,3656.339409,6912.205895,45024.08586,78741.6422,44767.27545,171329.9128,1411094.712,4820026.609
2049,'B2',0.1,15773.959,1933.44129,17810.86698,3175.913442,31995.74662,16027.38925,2892.447334,27568.59374,16803.41473,9737.066359,16941.5502,3642.620323,6889.568311,45035.21896,78537.83739,44794.88894,171192.5776,1410054.097,4820217.747
2049,'B2',1,15807.5365,1936.511908,17815.19046,3195.000164,32071.82873,15979.38975,2874.600428,27344.0813,16942.5155,9734.994412,16886.8967,3638.937342,6937.412997,45039.46454,78587.16649,44776.00963,171164.8962,1411259.472,4819820.181
2049,'B2',0.5,15802.8915,1946.076505,17812.79348,3164.184592,31939.91502,15931.81275,2870.750057,27703.91353,16873.40636,9730.821593,16885.25109,3671.814096,6901.107236,44965.57255,78704.47892,44774.7078,171234.7378,1409681.238,4818189.522
2050,'B2',0.2,16178.1428,1647.838039,15166.77741,2586.486558,29132.57137,15522.9635,2443.917598,28992.36862,16211.80748,8155.174605,14589.01317,3073.086878,5550.295289,44773.65156,73895.06995,37743.73012,159250.4433,1436565.534,4892687.852
2050,'B2',0.1,16161.80795,1645.31988,15126.55375,2587.750502,29123.91236,15524.1203,2456.352075,29061.24123,16210.20777,8167.742983,14640.93654,3051.633116,5521.58552,44798.89996,73897.7907,37744.48162,159279.164,1435527.724,4892879.585
2050,'B2',1,16185.0783,1655.369584,15154.62243,2590.853681,29139.21475,15488.58445,2438.117832,28998.73926,16242.24389,8164.996728,14605.93213,3059.130736,5573.284514,44783.66563,73903.6898,37770.82117,159296.1683,1436757.641,4892487.564
2050,'B2',0.5,16197.87285,1658.105613,15144.01119,2592.468214,29142.60835,15475.78695,2437.336179,29001.55266,16261.69104,8156.895812,14608.52523,3074.832437,5538.909034,44765.56841,73902.7145,37784.32097,159290.5956,1435174.045,4890850.764
2051,'B2',0.2,16010.68107,1405.445597,12985.60524,2074.362579,25956.53933,15009.76754,1991.635228,26318.14856,14938.21566,6805.885911,12700.99146,2582.371433,4460.892689,43303.56381,65427.06406,31711.13663,143240.5423,1460443.03,4957338.682
2051,'B2',0.1,15996.64082,1404.268682,12963.07594,2075.373734,25946.61085,15008.83258,2012.063476,26370.33024,14939.18213,6821.025382,12744.93692,2557.146995,4434.447013,43326.14384,65428.12045,31720.89267,143273.9348,1459404.029,4957530.891
2051,'B2',1,16021.4521,1415.658895,12992.07971,2080.880473,25958.85276,14973.34805,1991.179183,26312.05184,14962.55217,6812.398502,12713.0795,2571.257354,4474.986676,43311.2092,65424.26242,31745.5278,143279.7772,1460656.993,4957143.305
2051,'B2',0.5,16032.12729,1415.334881,12975.83542,2081.640981,25965.17476,14960.65115,2005.123306,26325.92929,14987.73192,6812.377718,12720.57855,2573.787852,4445.646292,43292.48772,65434.46203,31776.21187,143301.9394,1459070.76,4955501.594
