climat_code,Nam,thang,tmax_avg,tmax_max,pre_min
34,2016,1,30.48,34.53,0
34,2016,2,30.81,32.51,0
34,2016,3,32.18,34.03,0
34,2016,4,33.51,37,0
34,2016,5,33.76,37.41,45
34,2016,6,32.41,34.59,0
34,2016,7,32.02,36.01,0
34,2016,8,31.59,35.59,76.2
34,2016,9,31.38,33.6,95.1
34,2016,10,31.23,34.85,34.8
34,2016,11,31.2,33.88,7.5
34,2016,12,30.62,33.99,0
34,2017,1,30.6,33.74,0
34,2017,2,30.94,34.63,0
34,2017,3,32.29,35.64,0
34,2017,4,33.59,37.83,0.9
34,2017,5,33.84,38.61,0
34,2017,6,32.81,37.34,28.5
34,2017,7,31.96,35.9,91.8
34,2017,8,31.52,33.5,101.7
34,2017,9,31.62,33.7,21
34,2017,10,31.52,35.63,51.9
34,2017,11,31.31,34.33,0.9
34,2017,12,30.63,35.27,0
34,2018,1,30.35,34.32,0
34,2018,2,31.1,35.07,0
34,2018,3,32.35,35.79,0
34,2018,4,33.9,38.16,0.3
34,2018,5,33.92,37.65,11.7
34,2018,6,32.74,34.8,47.1
34,2018,7,32.11,34.66,90.3
34,2018,8,31.87,35.35,79.8
34,2018,9,31.35,34.42,90.3
34,2018,10,31.46,33.7,57.3
34,2018,11,31.23,33.79,18.3
34,2018,12,30.61,34.22,0
34,2019,1,30.54,32.67,0
34,2019,2,31.22,32.8,0
34,2019,3,32.54,34.41,0
34,2019,4,34.03,37.95,0.3
34,2019,5,33.82,38.7,0
34,2019,6,32.85,34.8,0
34,2019,7,31.99,34.54,64.5
34,2019,8,31.72,33.32,66.9
34,2019,9,31.61,33.96,0
34,2019,10,31.4,36.06,167.4
34,2019,11,31.38,35.12,3.9
34,2019,12,30.23,33.76,0
34,2020,1,30.31,34.18,0
34,2020,2,30.97,34.45,0
34,2020,3,32.29,35.84,0
34,2020,4,33.89,38.16,0
34,2020,5,33.58,37.68,0
34,2020,6,32.75,36.1,48.3
34,2020,7,31.72,33.63,34.2
34,2020,8,32.01,34.63,79.8
34,2020,9,31.71,34.56,94.8
34,2020,10,31.19,33.62,127.5
34,2020,11,31.15,33.4,16.8
34,2020,12,30.47,32.81,1.5
34,2021,1,30.35,33.8,0
34,2021,2,30.95,35.61,0
34,2021,3,32.16,36.03,0
34,2021,4,33.88,37.81,1.5
34,2021,5,33.8,37.25,12.6
34,2021,6,32.65,34.53,63.9
34,2021,7,32,34.9,0
34,2021,8,31.73,33.45,73.2
34,2021,9,31.58,35.39,142.5
34,2021,10,31.55,34.18,87.6
34,2021,11,31.78,33.74,0
34,2021,12,31.18,34.38,0
34,2022,1,30.51,34.88,0
34,2022,2,31.08,33.44,0
34,2022,3,32.66,36.35,0
34,2022,4,34.03,36.89,0
34,2022,5,34.18,37.22,19.5
34,2022,6,32.72,38.09,58.2
34,2022,7,32.31,35.23,18.3
34,2022,8,31.81,34.9,51.6
34,2022,9,31.54,33.83,0
34,2022,10,31.67,35.38,107.1
34,2022,11,31.54,34.74,9.6
34,2022,12,30.45,33.03,0
34,2023,1,30.75,34.63,0
34,2023,2,31.2,33.59,0
34,2023,3,32.4,35.54,0
34,2023,4,34.02,36.92,0.3
34,2023,5,34.15,38.87,22.8
34,2023,6,32.66,36.28,64.5
34,2023,7,32,35.47,111.9
34,2023,8,31.62,34.01,84.6
34,2023,9,31.57,33.79,0
34,2023,10,31.58,33.81,134.7
34,2023,11,31.64,34.11,3.6
34,2023,12,31.37,34.41,0.6
34,2024,1,30.89,32.95,0
34,2024,2,30.87,32.39,0
34,2024,3,32.44,34,0
34,2024,4,33.88,37.64,0
34,2024,5,34.01,38,34.2
34,2024,6,33.06,36.64,0
34,2024,7,32.23,34.87,107.7
34,2024,8,31.93,34.28,0
34,2024,9,31.63,33.95,18.9
34,2024,10,31.38,34.8,0
34,2024,11,31.49,33.93,0
34,2024,12,30.58,33.91,0
34,2025,1,30.84,34,0
34,2025,2,31.13,33.75,0
34,2025,3,32.49,36.33,0
34,2025,4,34.04,37.55,0
34,2025,5,34.44,37.6,0
34,2025,6,33.01,34.79,71.1
34,2025,7,32.32,34.72,72.9
34,2025,8,32.13,34.25,44.7
34,2025,9,31.51,33.33,112.2
34,2025,10,31.44,34.04,80.1
34,2025,11,31.49,32.74,0
34,2025,12,30.46,34.97,0
34,2026,1,30.56,33.62,0
34,2026,2,30.94,35.48,0
34,2026,3,32.48,36.37,0
34,2026,4,33.86,37.31,0
34,2026,5,33.74,37.57,0
34,2026,6,32.78,35.71,101.7
34,2026,7,32.04,34.04,70.8
34,2026,8,31.74,36.06,54
34,2026,9,31.65,33.93,133.8
34,2026,10,31.6,33.21,135.9
34,2026,11,31.47,33,16.2
34,2026,12,30.42,31.85,0
34,2027,1,30.74,32.69,0
34,2027,2,31.07,32.73,0
34,2027,3,32.5,35.18,0
34,2027,4,34.07,37.19,0
34,2027,5,33.76,38.63,27.6
34,2027,6,32.74,35.87,45.3
34,2027,7,31.94,33.68,69
34,2027,8,31.76,33.96,52.8
34,2027,9,31.63,35.16,28.8
34,2027,10,31.58,33.95,131.7
34,2027,11,31.6,34.35,9.3
34,2027,12,30.8,33.08,0
34,2028,1,30.82,34.34,0
34,2028,2,31.28,34.56,0
34,2028,3,32.5,35.37,0
34,2028,4,33.9,36.83,0.3
34,2028,5,33.8,37.35,26.1
34,2028,6,33,35.32,102
34,2028,7,32.17,34.42,81
34,2028,8,31.85,33.14,73.2
34,2028,9,31.71,33.72,32.4
34,2028,10,31.74,34.12,28.5
34,2028,11,31.5,35.68,1.2
34,2028,12,30.92,32.68,0
34,2029,1,30.74,33.29,0
34,2029,2,31.6,34.83,0
34,2029,3,32.75,35.58,0
34,2029,4,34.39,37.7,0
34,2029,5,34.15,37.17,0
34,2029,6,33.29,35.34,67.5
34,2029,7,32.32,34.77,50.4
34,2029,8,31.87,34.86,62.7
34,2029,9,31.62,33.92,30
34,2029,10,31.69,34.99,108.9
34,2029,11,31.22,35.5,0
34,2029,12,30.6,33.01,0
34,2030,1,30.72,33.79,0
34,2030,2,30.8,34.23,0
34,2030,3,32.43,35.72,0
34,2030,4,34.11,37.82,1.5
34,2030,5,33.9,39.19,49.5
34,2030,6,32.74,34.81,0
34,2030,7,32.42,36.66,37.2
34,2030,8,31.86,34.68,0
34,2030,9,31.99,35.44,0
34,2030,10,31.53,35.64,97.8
34,2030,11,31.23,34.15,5.1
34,2030,12,30.67,34,0
34,2031,1,30.45,32.32,0
34,2031,2,31.13,34.02,0
34,2031,3,32.33,34.74,0
34,2031,4,34.09,37.11,0
34,2031,5,34.16,36.86,0
34,2031,6,32.85,36.84,0
34,2031,7,31.89,35.5,73.8
34,2031,8,31.92,34.69,89.4
34,2031,9,31.69,33.62,138.3
34,2031,10,31.67,33.98,115.8
34,2031,11,31.5,33.57,3.6
34,2031,12,30.7,32.45,0
34,2032,1,30.65,32.36,0
34,2032,2,31.32,33.85,0
34,2032,3,32.8,34.66,0
34,2032,4,34,37.46,0
34,2032,5,34.49,37.61,0
34,2032,6,32.89,34.53,0
34,2032,7,32.39,34.33,0
34,2032,8,32.03,35.4,69
34,2032,9,31.96,33.75,89.1
34,2032,10,31.77,34.03,73.2
34,2032,11,31.87,34.59,0
34,2032,12,30.93,34.22,0
34,2033,1,30.71,34.68,0
34,2033,2,31.6,33.28,0
34,2033,3,32.7,35.43,0
34,2033,4,34.27,38.1,0.6
34,2033,5,34.73,37.1,15.9
34,2033,6,33.16,34.64,104.7
34,2033,7,32.44,36.45,93.3
34,2033,8,31.84,35,91.5
34,2033,9,31.94,33.88,102.9
34,2033,10,31.67,32.98,126.6
34,2033,11,31.78,33.64,4.2
34,2033,12,30.79,34.62,0.9
34,2034,1,30.74,32.4,0
34,2034,2,31.43,33.23,0
34,2034,3,32.76,34.47,0
34,2034,4,34.13,37.87,0.6
34,2034,5,34.25,37.21,35.7
34,2034,6,32.91,35.47,82.8
34,2034,7,32.47,34,59.7
34,2034,8,31.79,33.43,77.1
34,2034,9,31.82,33.6,91.5
34,2034,10,31.58,33.43,69.6
34,2034,11,31.56,34.8,0
34,2034,12,30.72,32.84,0
34,2035,1,30.79,32.46,0
34,2035,2,31.34,35.26,0
34,2035,3,32.69,35.35,0
34,2035,4,34.37,39.14,0
34,2035,5,34.14,38.57,0
34,2035,6,32.85,35.74,78.9
34,2035,7,32.11,33.6,60.3
34,2035,8,32.08,34.12,57.3
34,2035,9,31.95,34.39,77.4
34,2035,10,32.03,34.98,0
34,2035,11,31.88,33.21,7.2
34,2035,12,30.73,33.64,0
34,2036,1,30.64,33.74,0
34,2036,2,31.29,34.85,0
34,2036,3,32.48,34.97,0
34,2036,4,34.16,37.87,0
34,2036,5,33.97,37.12,10.2
34,2036,6,33.17,36.21,29.4
34,2036,7,32.48,34.94,0
34,2036,8,32.2,34.37,80.1
34,2036,9,31.74,34.58,122.4
34,2036,10,32.01,34.46,110.1
34,2036,11,31.68,33.28,0
34,2036,12,30.98,33.02,0
34,2037,1,30.88,33.33,0
34,2037,2,31.64,34.75,0
34,2037,3,32.88,35.95,0
34,2037,4,34.41,37.73,0
34,2037,5,34.1,38.58,0
34,2037,6,33.05,34.87,64.8
34,2037,7,32.54,35.82,0
34,2037,8,32,33.43,128.7
34,2037,9,31.99,34.76,84.3
34,2037,10,31.67,35.14,124.8
34,2037,11,31.34,33.45,8.1
34,2037,12,31.13,33.54,0
34,2038,1,30.83,33.23,0
34,2038,2,31.73,33.69,0
34,2038,3,32.77,35.17,0
34,2038,4,34.3,37.82,1.5
34,2038,5,34.14,37.64,24.6
34,2038,6,32.81,34.7,0
34,2038,7,32.23,33.21,87.9
34,2038,8,31.7,34.65,68.4
34,2038,9,31.88,35.25,119.4
34,2038,10,31.74,35.03,24.6
34,2038,11,32.03,34.14,4.2
34,2038,12,30.9,33.41,0
34,2039,1,30.95,33.08,0
34,2039,2,31.45,32.94,0
34,2039,3,33.02,35,0
34,2039,4,34.33,37.29,0
34,2039,5,34.48,38.32,42.3
34,2039,6,33.02,35.26,0
34,2039,7,32.51,33.66,102.6
34,2039,8,32.06,34.04,87
34,2039,9,32.18,33.32,60.3
34,2039,10,31.97,34.93,39.6
34,2039,11,31.62,35,13.8
34,2039,12,30.75,33.19,0
34,2040,1,30.97,33.66,0
34,2040,2,31.55,33.4,0
34,2040,3,32.72,35.51,0
34,2040,4,34.43,37.38,0
34,2040,5,34.54,38.88,0
34,2040,6,33.2,35.89,44.1
34,2040,7,32.61,35.13,85.8
34,2040,8,32.13,34.75,75.3
34,2040,9,32.03,34.45,76.2
34,2040,10,32.15,34.29,127.8
34,2040,11,31.59,33.51,0
34,2040,12,30.89,32.53,0.6
34,2041,1,30.8,32.39,0
34,2041,2,31.38,32.82,0
34,2041,3,32.34,34.13,0
34,2041,4,34.17,37.25,0
34,2041,5,34.12,37.21,0
34,2041,6,33.01,34.87,84
34,2041,7,32.42,34.29,56.4
34,2041,8,32.26,34.18,47.7
34,2041,9,31.77,33.26,104.1
34,2041,10,32.11,33.09,99.9
34,2041,11,31.85,33.55,6.3
34,2041,12,30.81,32.19,0
34,2042,1,30.88,32.77,0
34,2042,2,31.47,33.24,0
34,2042,3,32.58,34.55,0
34,2042,4,34.31,39.11,0
34,2042,5,34.56,38.56,0
34,2042,6,33.33,36.26,73.8
34,2042,7,32.71,34.84,96.9
34,2042,8,31.98,33.99,65.1
34,2042,9,31.77,33.47,117.6
34,2042,10,31.68,34.87,140.7
34,2042,11,31.4,33.29,10.2
34,2042,12,30.71,32.46,0
34,2043,1,30.91,33.9,0
34,2043,2,31.47,34.33,0
34,2043,3,32.95,35.4,0
34,2043,4,34.2,38.17,0.3
34,2043,5,34.24,37.73,28.8
34,2043,6,33.29,35.74,0
34,2043,7,32.28,34.7,57.6
34,2043,8,32.35,34.67,84.6
34,2043,9,31.98,34.69,33
34,2043,10,31.96,33.19,140.4
34,2043,11,31.72,33.56,13.2
34,2043,12,30.89,32.99,0
34,2044,1,30.88,32.54,0
34,2044,2,31.63,35.01,0
34,2044,3,32.99,36.26,0
34,2044,4,34.36,38.49,0
34,2044,5,34.03,37.39,31.2
34,2044,6,33.19,35.12,108.6
34,2044,7,32.47,34.97,83.1
34,2044,8,32.25,34.53,57
34,2044,9,32.07,33.58,165.3
34,2044,10,31.74,33.93,142.2
34,2044,11,31.79,33.31,0
34,2044,12,30.93,33.25,0.3
34,2045,1,30.97,33.48,0
34,2045,2,31.66,34.33,0
34,2045,3,33.02,35.08,0
34,2045,4,34.68,37.17,0
34,2045,5,34.31,37.59,0
34,2045,6,32.97,36.62,89.4
34,2045,7,32.43,34.24,78.9
34,2045,8,32.26,34.14,0
34,2045,9,32.18,34.81,104.7
34,2045,10,32.07,33.72,110.7
34,2045,11,31.97,34.29,14.1
34,2045,12,31.03,32.81,0.3
34,2046,1,31.2,32.8,0
34,2046,2,31.48,33.08,0
34,2046,3,33.03,35.65,0
34,2046,4,34.66,37.98,0
34,2046,5,34.55,38.18,0
34,2046,6,33.46,36.24,51
34,2046,7,32.48,33.93,0
34,2046,8,32.38,34.64,14.1
34,2046,9,32.15,33.44,108
34,2046,10,31.95,33.74,42.3
34,2046,11,31.89,34.4,12.6
34,2046,12,31.26,33.41,0
34,2047,1,31.12,33.31,0
34,2047,2,31.51,34,0
34,2047,3,33.17,36.43,0
34,2047,4,34.72,38.39,0
34,2047,5,34.73,38.16,0
34,2047,6,33.63,35.69,0
34,2047,7,32.44,34.92,83.7
34,2047,8,32.43,34.56,41.1
34,2047,9,32.31,33.77,0
34,2047,10,32.17,34.11,46.8
34,2047,11,31.8,35.44,6.6
34,2047,12,31.28,33.9,0.6
34,2048,1,31.21,33.88,0
34,2048,2,31.52,33.26,0
34,2048,3,32.73,34.67,0
34,2048,4,34.73,37.95,0
34,2048,5,34.97,38.9,0
34,2048,6,33.4,34.81,0
34,2048,7,32.66,33.92,0
34,2048,8,32.28,34.18,0
34,2048,9,32.1,33.92,143.7
34,2048,10,32.08,33.3,0
34,2048,11,32.11,35.1,11.7
34,2048,12,31,33.32,0
34,2049,1,31.44,33.03,0
34,2049,2,31.87,33.6,0
34,2049,3,33.18,34.88,0
34,2049,4,34.89,36.91,0
34,2049,5,34.63,39.13,41.1
34,2049,6,33.57,35.47,46.8
34,2049,7,32.77,35.22,0
34,2049,8,32.44,34.15,86.4
34,2049,9,32.54,34.57,76.5
34,2049,10,32.17,33.84,131.1
34,2049,11,32.1,33.67,6.6
34,2049,12,31,34.03,0
34,2050,1,31.01,33.44,0
34,2050,2,31.49,34.67,0
34,2050,3,32.98,35.64,0
34,2050,4,34.59,37.7,0
34,2050,5,34.43,39.2,47.7
34,2050,6,33.79,36.71,86.4
34,2050,7,32.41,34.51,80.7
34,2050,8,32.55,34.72,67.5
34,2050,9,32.1,34.4,108.9
34,2050,10,32.02,33.86,94.5
34,2050,11,31.67,32.74,0
34,2050,12,31.12,33.69,0.3
35,2016,1,30.69,34.84,0
35,2016,2,31.07,32.83,0
35,2016,3,32.53,34.35,0
35,2016,4,33.76,37.27,0
35,2016,5,33.87,37.59,34.5
35,2016,6,32.44,34.75,0
35,2016,7,32.07,36.17,0
35,2016,8,31.59,35.69,96
35,2016,9,31.39,33.71,98.1
35,2016,10,31.29,35.05,26.4
35,2016,11,31.31,34.04,10.5
35,2016,12,30.76,34.23,0
35,2017,1,30.84,34.15,0
35,2017,2,31.3,35.16,0
35,2017,3,32.63,35.93,0
35,2017,4,33.83,38.32,1.2
35,2017,5,34,38.94,0
35,2017,6,32.84,37.46,25.2
35,2017,7,32,35.98,83.7
35,2017,8,31.53,33.52,105.9
35,2017,9,31.63,33.82,26.1
35,2017,10,31.59,35.73,41.1
35,2017,11,31.41,34.49,1.2
35,2017,12,30.77,35.63,0
35,2018,1,30.55,34.62,0
35,2018,2,31.41,35.43,0
35,2018,3,32.69,36.11,0
35,2018,4,34.14,38.41,0.3
35,2018,5,34.02,37.92,18.3
35,2018,6,32.76,34.9,55.5
35,2018,7,32.12,34.73,101.7
35,2018,8,31.87,35.47,98.4
35,2018,9,31.37,34.5,84
35,2018,10,31.52,33.83,54
35,2018,11,31.33,34,24.6
35,2018,12,30.75,34.49,0
35,2019,1,30.74,32.92,0
35,2019,2,31.55,33.3,0
35,2019,3,32.89,34.74,0
35,2019,4,34.27,38.34,0.3
35,2019,5,33.94,38.92,0
35,2019,6,32.88,34.85,0
35,2019,7,32.01,34.71,60.9
35,2019,8,31.73,33.34,71.7
35,2019,9,31.62,34.04,0
35,2019,10,31.47,36.2,149.1
35,2019,11,31.5,35.31,5.4
35,2019,12,30.35,33.94,0
35,2020,1,30.51,34.59,0
35,2020,2,31.24,34.73,0
35,2020,3,32.61,36.33,0
35,2020,4,34.12,38.38,0
35,2020,5,33.69,37.88,0
35,2020,6,32.76,36.19,64.8
35,2020,7,31.75,33.73,41.7
35,2020,8,32.02,34.69,78
35,2020,9,31.71,34.61,97.8
35,2020,10,31.24,33.76,158.1
35,2020,11,31.26,33.64,17.1
35,2020,12,30.6,33.05,2.1
35,2021,1,30.54,34.07,0
35,2021,2,31.26,36.14,0
35,2021,3,32.49,36.56,0
35,2021,4,34.13,38.23,0.9
35,2021,5,33.98,37.41,20.1
35,2021,6,32.71,34.72,63.9
35,2021,7,32.03,34.95,0
35,2021,8,31.72,33.54,66.9
35,2021,9,31.6,35.39,144.9
35,2021,10,31.59,34.3,115.2
35,2021,11,31.89,33.92,0
35,2021,12,31.33,34.61,0
35,2022,1,30.72,35.16,0
35,2022,2,31.41,33.79,0
35,2022,3,33.01,36.73,0
35,2022,4,34.29,37.3,0
35,2022,5,34.34,37.42,24.3
35,2022,6,32.77,38.19,57
35,2022,7,32.34,35.34,16.5
35,2022,8,31.81,35.02,69.9
35,2022,9,31.55,33.92,0
35,2022,10,31.74,35.59,115.2
35,2022,11,31.65,34.96,14.4
35,2022,12,30.59,33.27,0
35,2023,1,30.97,35.02,0
35,2023,2,31.5,33.92,0
35,2023,3,32.72,35.84,0
35,2023,4,34.29,37.21,0.3
35,2023,5,34.29,39.09,24.6
35,2023,6,32.69,36.38,87.9
35,2023,7,32.02,35.52,113.1
35,2023,8,31.62,34.14,102.9
35,2023,9,31.57,33.84,0
35,2023,10,31.62,33.93,165.9
35,2023,11,31.75,34.27,4.8
35,2023,12,31.48,34.62,0.9
35,2024,1,31.13,33.21,0
35,2024,2,31.13,32.62,0
35,2024,3,32.73,34.35,0
35,2024,4,34.11,38.1,0
35,2024,5,34.12,38.2,37.2
35,2024,6,33.08,36.7,0
35,2024,7,32.27,34.97,96.6
35,2024,8,31.94,34.29,0
35,2024,9,31.64,34,23.1
35,2024,10,31.43,34.97,0
35,2024,11,31.61,34.11,0
35,2024,12,30.73,34.14,0
35,2025,1,31.07,34.21,0
35,2025,2,31.47,34.26,0
35,2025,3,32.83,36.75,0
35,2025,4,34.28,37.86,0
35,2025,5,34.54,37.78,0
35,2025,6,33.05,34.89,58.8
35,2025,7,32.35,34.78,73.5
35,2025,8,32.14,34.26,59.7
35,2025,9,31.53,33.34,102.9
35,2025,10,31.5,34.14,75.3
35,2025,11,31.59,32.83,0
35,2025,12,30.59,35.28,0
35,2026,1,30.76,33.85,0
35,2026,2,31.23,35.94,0
35,2026,3,32.83,36.75,0
35,2026,4,34.11,37.58,0
35,2026,5,33.84,37.77,0
35,2026,6,32.82,35.59,88.2
35,2026,7,32.07,34.13,63.3
35,2026,8,31.74,36.13,50.1
35,2026,9,31.66,33.97,132
35,2026,10,31.67,33.26,143.4
35,2026,11,31.59,33.23,17.4
35,2026,12,30.52,31.84,0
35,2027,1,30.94,32.94,0
35,2027,2,31.35,33.2,0
35,2027,3,32.83,35.55,0
35,2027,4,34.31,37.59,0
35,2027,5,33.87,38.8,42.9
35,2027,6,32.78,36.01,44.7
35,2027,7,31.97,33.8,71.1
35,2027,8,31.77,34.01,69.6
35,2027,9,31.64,35.2,31.2
35,2027,10,31.64,34.07,159.6
35,2027,11,31.7,34.48,13.8
35,2027,12,30.92,33.39,0
35,2028,1,31.04,34.6,0
35,2028,2,31.52,34.86,0
35,2028,3,32.83,35.71,0
35,2028,4,34.15,37.11,0.3
35,2028,5,33.91,37.59,24
35,2028,6,33.03,35.37,88.2
35,2028,7,32.19,34.57,72.6
35,2028,8,31.86,33.2,97.5
35,2028,9,31.71,33.75,32.4
35,2028,10,31.79,34.22,26.7
35,2028,11,31.61,35.93,2.4
35,2028,12,31.06,32.89,0
35,2029,1,30.97,33.74,0
35,2029,2,31.94,35.17,0
35,2029,3,33.09,35.94,0
35,2029,4,34.66,38.09,0
35,2029,5,34.31,37.33,0
35,2029,6,33.33,35.3,73.8
35,2029,7,32.34,34.84,49.8
35,2029,8,31.87,34.93,57.3
35,2029,9,31.63,33.95,37.5
35,2029,10,31.74,35.09,135
35,2029,11,31.34,35.65,0
35,2029,12,30.74,33.06,0
35,2030,1,30.94,34.21,0
35,2030,2,31.09,34.53,0
35,2030,3,32.74,36.09,0
35,2030,4,34.36,38.21,0.9
35,2030,5,34.06,39.5,42.9
35,2030,6,32.77,34.88,0
35,2030,7,32.42,36.74,33
35,2030,8,31.86,34.73,0
35,2030,9,32.01,35.49,0
35,2030,10,31.59,35.78,121.2
35,2030,11,31.32,34.3,6.3
35,2030,12,30.8,34.2,0
35,2031,1,30.67,32.55,0
35,2031,2,31.46,34.25,0
35,2031,3,32.7,35.23,0
35,2031,4,34.34,37.45,0
35,2031,5,34.31,37.12,0
35,2031,6,32.88,36.96,0
35,2031,7,31.91,35.6,74.7
35,2031,8,31.93,34.8,81.3
35,2031,9,31.7,33.64,161.4
35,2031,10,31.73,34.08,144.6
35,2031,11,31.62,33.84,6.3
35,2031,12,30.81,32.73,0
35,2032,1,30.84,32.57,0
35,2032,2,31.58,34.28,0
35,2032,3,33.16,35.2,0
35,2032,4,34.25,37.75,0
35,2032,5,34.62,37.79,0
35,2032,6,32.93,34.5,0
35,2032,7,32.44,34.4,0
35,2032,8,32.03,35.37,70.5
35,2032,9,31.97,33.8,82.5
35,2032,10,31.8,34.11,74.1
35,2032,11,32,34.84,0
35,2032,12,31.03,34.33,0
35,2033,1,30.91,34.85,0
35,2033,2,31.94,33.6,0
35,2033,3,33,35.75,0
35,2033,4,34.5,38.44,0.3
35,2033,5,34.84,37.3,16.8
35,2033,6,33.19,34.61,92.7
35,2033,7,32.47,36.65,94.8
35,2033,8,31.85,35.1,87.6
35,2033,9,31.97,33.94,117.9
35,2033,10,31.72,33.04,133.8
35,2033,11,31.9,33.77,3.6
35,2033,12,30.91,34.82,1.2
35,2034,1,30.93,32.69,0
35,2034,2,31.74,33.7,0
35,2034,3,33.11,35.06,0
35,2034,4,34.39,38.27,0.3
35,2034,5,34.36,37.34,26.7
35,2034,6,32.95,35.52,74.4
35,2034,7,32.5,34.11,68.1
35,2034,8,31.79,33.49,70.5
35,2034,9,31.82,33.6,84.9
35,2034,10,31.62,33.49,69.3
35,2034,11,31.67,34.91,0
35,2034,12,30.85,33.02,0
35,2035,1,30.99,32.82,0
35,2035,2,31.68,35.77,0
35,2035,3,33.03,35.68,0
35,2035,4,34.62,39.63,0
35,2035,5,34.24,38.84,0
35,2035,6,32.88,35.8,84.9
35,2035,7,32.11,33.76,54.3
35,2035,8,32.08,34.17,64.8
35,2035,9,31.98,34.38,80.4
35,2035,10,32.07,35.07,0
35,2035,11,31.99,33.42,9.6
35,2035,12,30.84,33.71,0
35,2036,1,30.83,33.91,0
35,2036,2,31.54,35.14,0
35,2036,3,32.81,35.31,0
35,2036,4,34.42,38.35,0
35,2036,5,34.06,37.34,16.2
35,2036,6,33.19,36.35,27.9
35,2036,7,32.5,35.01,0
35,2036,8,32.18,34.45,77.1
35,2036,9,31.76,34.66,123.9
35,2036,10,32.07,34.56,121.5
35,2036,11,31.8,33.48,0
35,2036,12,31.08,33.13,0
35,2037,1,31.12,33.59,0
35,2037,2,31.94,35.12,0
35,2037,3,33.22,36.42,0
35,2037,4,34.69,38.17,0
35,2037,5,34.19,38.91,0
35,2037,6,33.06,35,50.1
35,2037,7,32.56,35.87,0
35,2037,8,32.01,33.48,123
35,2037,9,31.99,34.84,67.8
35,2037,10,31.72,35.27,112.2
35,2037,11,31.43,33.54,14.4
35,2037,12,31.26,33.81,0
35,2038,1,31.05,33.44,0
35,2038,2,32.09,34.16,0
35,2038,3,33.12,35.68,0
35,2038,4,34.6,38.26,1.8
35,2038,5,34.25,37.85,38.1
35,2038,6,32.84,34.76,0
35,2038,7,32.25,33.2,89.1
35,2038,8,31.68,34.67,65.1
35,2038,9,31.89,35.28,124.5
35,2038,10,31.79,35.19,28.8
35,2038,11,32.13,34.21,4.2
35,2038,12,31.01,33.69,0
35,2039,1,31.15,33.28,0
35,2039,2,31.75,33.4,0
35,2039,3,33.36,35.28,0
35,2039,4,34.6,37.65,0
35,2039,5,34.57,38.47,35.1
35,2039,6,33.04,35.3,0
35,2039,7,32.52,33.64,103.8
35,2039,8,32.05,34.12,95.7
35,2039,9,32.19,33.33,59.7
35,2039,10,32.03,35.04,39
35,2039,11,31.73,35.12,16.8
35,2039,12,30.88,33.45,0
35,2040,1,31.18,34.07,0
35,2040,2,31.83,33.7,0
35,2040,3,33.05,35.88,0
35,2040,4,34.67,37.71,0
35,2040,5,34.69,39.13,0
35,2040,6,33.23,35.86,32.7
35,2040,7,32.64,35.24,76.5
35,2040,8,32.14,34.79,91.8
35,2040,9,32.05,34.54,86.1
35,2040,10,32.21,34.41,134.4
35,2040,11,31.7,33.67,0
35,2040,12,31.02,32.74,0.9
35,2041,1,30.99,32.61,0
35,2041,2,31.67,33.22,0
35,2041,3,32.65,34.62,0
35,2041,4,34.43,37.65,0
35,2041,5,34.28,37.41,0
35,2041,6,33.04,34.91,77.7
35,2041,7,32.43,34.33,57.6
35,2041,8,32.27,34.23,47.7
35,2041,9,31.77,33.27,114.6
35,2041,10,32.16,33.15,124.2
35,2041,11,31.95,33.76,11.1
35,2041,12,30.92,32.32,0.3
35,2042,1,31.08,32.94,0
35,2042,2,31.8,33.76,0
35,2042,3,32.93,35.13,0
35,2042,4,34.56,39.47,0
35,2042,5,34.69,38.77,0
35,2042,6,33.38,36.34,99
35,2042,7,32.72,34.85,90
35,2042,8,31.97,34.03,73.2
35,2042,9,31.79,33.49,107.4
35,2042,10,31.74,34.96,147.9
35,2042,11,31.5,33.42,17.1
35,2042,12,30.83,32.68,0
35,2043,1,31.11,34.18,0
35,2043,2,31.79,34.76,0
35,2043,3,33.28,35.73,0
35,2043,4,34.46,38.64,0
35,2043,5,34.36,37.94,21
35,2043,6,33.32,35.77,0
35,2043,7,32.31,34.83,66
35,2043,8,32.35,34.67,77.7
35,2043,9,32,34.78,38.1
35,2043,10,32.02,33.25,147.6
35,2043,11,31.82,33.68,15.9
35,2043,12,31.03,33.24,0
35,2044,1,31.08,32.85,0
35,2044,2,31.89,35.3,0
35,2044,3,33.33,36.73,0
35,2044,4,34.62,39,0
35,2044,5,34.17,37.68,25.5
35,2044,6,33.2,35.16,105.9
35,2044,7,32.51,35.14,93.9
35,2044,8,32.24,34.58,76.5
35,2044,9,32.07,33.59,168
35,2044,10,31.79,34.02,151.2
35,2044,11,31.9,33.51,0
35,2044,12,31.02,33.43,0.6
35,2045,1,31.19,33.75,0
35,2045,2,31.96,34.75,0
35,2045,3,33.36,35.57,0
35,2045,4,34.92,37.53,0
35,2045,5,34.44,37.6,0
35,2045,6,33.02,36.71,75.9
35,2045,7,32.46,34.24,85.5
35,2045,8,32.27,34.18,0
35,2045,9,32.18,34.82,102.9
35,2045,10,32.11,33.77,137.4
35,2045,11,32.09,34.32,27
35,2045,12,31.13,32.78,0.6
35,2046,1,31.43,32.97,0
35,2046,2,31.8,33.6,0
35,2046,3,33.33,36,0
