climat_code,Nam,thang,tmax_avg,tmax_max,ttb,pre_min
2,2027,8,31.598,33.63,28.38,39
2,2027,9,31.708,33.23,27.99,80.1
2,2027,10,31.937,33.32,27.82,0
2,2027,11,31.62866667,33.04,28.23,0
2,2027,12,31.23566667,33.23,25.96,0
2,2028,1,31.86233333,33.95,26.09,0
2,2028,2,33.21533333,35.36,26.79,0
2,2028,3,34.58866667,36.29,28.75,0
2,2028,4,35.26266667,37.31,29.69,0
2,2028,5,34.144,36.77,29.44,0
2,2028,6,32.35833333,35.41,29.7,29.4
2,2028,7,32.08933333,34.41,27.87,0
2,2028,8,31.59466667,33.5,28.78,0
2,2028,9,31.48066667,33.19,28.94,81.9
2,2028,10,31.81066667,33.18,28.15,0
2,2028,11,31.81866667,33.38,28.58,27.9
2,2028,12,31.315,33.21,28.71,0
2,2029,1,31.902,33.78,27.04,0
2,2029,2,33.09433333,35.28,26.8,0
2,2029,3,34.80133333,37.19,29.32,0
2,2029,4,35.392,36.91,30.45,0.9
2,2029,5,33.85566667,36.08,30.26,0
2,2029,6,32.34,34.25,29.83,21.6
2,2029,7,32.00666667,33.61,28.48,0
2,2029,8,31.86433333,33.85,28.45,0
2,2029,9,31.56533333,32.63,28.14,70.8
2,2029,10,31.87333333,33.27,27.41,37.5
2,2029,11,31.769,33.65,26.55,21.3
2,2029,12,30.938,32.68,25.12,1.2
2,2030,1,32.18366667,33.75,26.14,0
2,2030,2,33.29766667,35.38,26.45,0
2,2030,3,34.67866667,36.6,27.92,0
2,2030,4,35.40833333,37.36,29.95,0
2,2030,5,34.21166667,36.84,28.33,0
2,2030,6,32.94766667,35.53,28.79,45
2,2030,7,32.066,35.3,28.62,21
2,2030,8,32.06866667,33.87,28.17,0
2,2030,9,31.629,33.25,28.91,0
2,2030,10,32.047,33.61,28.83,65.7
2,2030,11,31.813,33.49,27.64,0
2,2030,12,30.94366667,33.38,26.06,0
2,2031,1,32.079,33.94,27.35,0
2,2031,2,33.06866667,34.96,28.13,0
